F_UserName,User_nIdx,F_Comment,Label,TextLen
土澳涛,1941,醉了，辣鸡抄袭游戏，再好玩也不是你该赚的还是,2.0,22
神探渣康,592,在中国许多圈子都有这种狗屎为苍蝇的效应 恶性循环 真他妈让我打心眼儿里恶心 不知廉耻 挑战道德底线 对得起自己中国的护照么？没骨气的东西  为了挣钱脸都不要,2.0,78
牛小洛nilo,212,好好看,2.0,3
LiJiaZheng0402,1950,抄袭抄得理直气壮 真的是佩服 当中国没人玩过塞尔达？,2.0,26
辉夜月luna,2726,：我国毕竟人口众多发展程度不均衡，所以粗制滥造的抄袭垃圾也有一堆人捧场，不奢求所有人都有版权意识都能舍得花两千玩旷野之息，只希望每个玩到这款游戏的人终有一天会明白，原神这种东西能端上我国的游戏台面是对每个游戏爱好者莫大的羞辱。（复制）,2.0,117
Gerard-Way,779,抄的爽吗 哈批东西,2.0,9
艾茵哈特·斯崔特斯,756,你有能耐怎么不抽ns呢wwwww,2.0,16
话很多的AV男优,2092,你怎么不抽ns,2.0,7
独行白夜,1738,真的不要脸啊米哈游,2.0,9
独行白夜,1738,要脸吗,2.0,3
Freebee_发粪涂墙,238,还原神作：旷野之息,2.0,9
Arc-311,874,你们真要点脸就去申请一个不要脸的微博认证呗。,2.0,22
狗泽kozec,1231,感谢米哈游坚定了我买个ns的决心，哪怕是疼逊代理的[嘻嘻],2.0,29
Style丶逐风,1052,米哈游BISS,2.0,7
TR天雷,1767,还原神作，嗯，没毛病。为了钱而战，良心也可以不要,2.0,24
本凯西C,352,中国游戏的又一羞耻作,2.0,10
苹果丝蒂安Appristian,2234,你妈不死谁妈死,2.0,7
坑有脑子,83,哈哈哈哈，完了，买了旷野之息却吃灰的我，甚至有点想玩这个_(:з」∠)_,2.0,36
dang033,1454,[吃瓜]说没抄的仔细想想为什么二次元妹子要设计成那种尴尬的爬墙姿势和奇怪的滑翔翼？美少女不应该优雅一点吗？做个蹬墙跳也比爬墙姿势优雅吧？这明显就是直接拿别的游戏元素又没有经过大脑的抄袭。让人有抄袭的既视感也正是来源于这些违和感十足的元素。,2.0,119
MoussZ,1577,第一怎么不送ns呢？,2.0,10
LucidRoyd,1952,嘛，烂钱要恰的，认真干活是不可能的。毕竟用屁股做出来的东西能赚钱，谁还会用脑子去做呢？劣币驱逐良币的悲哀，建议米卫兵加大力度，抄就完事了。,2.0,69
樱桃小丸子的x先生,1791,赚了钱开始飘了，明目张胆开始抄？,2.0,16
啊一加一JOY,372,首充99送大师剑,2.0,8
穿刺仨甲,104,来看抄袭游戏,2.0,6
小鸽子今天咕咕了吗,736,#塞尔达抄袭原神# 原神传说：塞尔达之息？[doge]老任法务部该干活了呀,2.0,37
这是小孟呀,177,我可去你马勒戈比的 你妈没了,2.0,14
小z剑客,1578,期待,2.0,2
墨风小隔阁卍,1948,啊啊啊啊啊啊，哇，还想要。。。,2.0,15
小町千岁,1350,熟悉的bgm[doge],2.0,12
呆伦Dylan_CasterRefx_UP,760,又说抄袭又要玩的，你们算是什么立场？小学生么还是双标狗？,2.0,28
包卷小寻子,2551,能预约的地方除了米哈社斗抢了pwq 拼命也要抢到资格,2.0,26
世事怎抵清宵梦境,1617,所以这到底是个什么端的游戏啊？手游？,2.0,18
正念训练学员,849,你就是塞尔达续作？,2.0,9
林焕_然一新,2483,育碧或成为最大赢家[doge],2.0,15
空见闻风,1722,我家没矿，可能玩不起米哈游的游戏嗷[太开心],2.0,22
梦世一生,2194,支持我没有玩过塞尔达但是游戏还没有出来就狂喷是不是不太好,2.0,28
赵琦先森,920,666,2.0,3
啊啊啊啊爵,1861,好消息是：策划还有时间改改主线，千万别是救公主什么的，当时候真的锤的你妈都没了,2.0,39
北冰暖羊,1783,建议直接登陆ns，学学人家海之号角,2.0,17
KARAKA3,714,不是很明白一些评论，动画渲染=塞尔达？,2.0,19
MSK-友人A-,44,这是手游吗,2.0,5
小张张志祥,74,这不是旷野之息吗？？,2.0,10
人间极恶_苏酒肆,1472,咱想要内测资格，我想玩！,2.0,12
噗叽Oo噗叽,907,PC官网里，就是一打开网址有个水晶的界面，等上个十多秒，BGM里就出现了最终幻想的水晶序曲。厉害，。，,2.0,51
冯彪哥,931,只要别太过分就行，目前只是游戏玩法方面像而已，抄没抄袭还得看具体内容。,2.0,35
二年坂的抹茶館,2106,不是我说 这龙长的是真像风漂龙...而且MHWI新出霜翼风漂龙更像,2.0,33
邪道专家,201,安排上了[嘻嘻],2.0,8
RJ7欣,311,其实像不像塞尔达也可以搁置，先思考一个问题，就问一下，为啥国内游戏都是在国外游戏火了之后才出有相似点的游戏，怎么不是国内游戏先出来？要是这游戏2017年出，塞尔达今年出，我一定说任天堂抄袭国游……,2.0,98
RJ7欣,311,似李，塞尔达！,2.0,7
蓝白aozame,1584,至少做出了个像样的东西，如果是单机，有完整的剧情的话，我还是可以接受的[允悲]毕竟没有希望就没有失望,2.0,50
饼哥萌点偏,345,我也是感觉中间那段贼像重力异想世界[二哈],2.0,21
爵士天神老布,2236,再抄nm今晚必死,2.0,8
理直气壮的观察员,1656,没出来之前不多评价，只是键盘侠下嘴轻点，万一打脸,2.0,24
宵弥s,1228,等个实机视频在说其他的,2.0,11
月影星河Qaq,1870,抄袭必死嗷,2.0,5
碎碎念念的时空机器,855,这颗球是直球啊……,2.0,9
观山望岳行寰宇,1149,牛批嗷，你祖上三代就是日本天皇座下的拷贝忍者？,2.0,23
桂陵君,459,  [喵喵][喵喵][喵喵],2.0,14
桂陵君,459,说实话哦，看这个pv的感受就是，日式rpg的味儿实在是太浓了。模型、画风的确太像了。至于说是不是抄袭塞尔达，我觉得真的不好说[允悲]相同风格的作品有类似的地方个人感觉要控制在合理的范围内。但是游泳姿势非得要求不一样就过分了啊，就像武术动作也就只有这么多一样，后来者的确很难进行完全创新的,2.0,143
桂陵君,459,舒服了吗[嘻嘻]你开心就好，隔了快两个月还能挖到坟，不回复你感觉挺对不起你的。[笑cry],2.0,45
桂陵君,459,兄弟你可能第一句话说反了[允悲]按你后面的意思应该是zelda多[允悲],2.0,36
桂陵君,459,我昨天下午刚借我同学塞尔达重开了个号玩，然后玩了一晚上[允悲]我叼你妈的真有点意思啊！你说的我先不管嗷，我也不大懂。开服测试之前让我先把这塞尔达玩爆[喵喵],2.0,78
桂陵君,459,我现在已经完全不想管这些了，心好累啊[允悲]我发现我是很早就关注了这个ip，最初跟游戏都没多大关系。。这pv究竟怎样好像跟我没太大的关系，终究我还是会玩的。,2.0,78
桂陵君,459,有可能，R6现在还不让播，更惨了…那么问题来了，200来块就能搞定的r6与得花至少2000才能搞定的塞尔达，到底哪个的玩家多呢。,2.0,64
桂陵君,459,对了我突然想起来，接触明日方舟的时候，抽干员。开包那个画面一出来，R6的即视感马上就来了：打开包体都有光往外冒，只不过r6是一个塑料袋，ark是一个旅行包罢了。我看着大家都在迫害阿米lv啊，也没见有几个人说这个事儿…这到底是为啥呢[允悲],2.0,119
桂陵君,459,至于国内游戏环境，米哈游黑料这么多，崩坏三都三年了，能撑到现在全靠同行衬托，发个小八跳舞的视频依旧是几百万的播放量。说明好好做这类手游的太少太少。玩家的方面，肯定有原因，我就不多讲了，容易出事儿[允悲],2.0,101
桂陵君,459,劣币。明目张胆的抄袭，我认为你这么说为时过早，你自己楼里也说了可能是碰瓷营销。原神游戏是只有这个pv，他还出了几话漫画。你可以去看看是不是照搬的。,2.0,73
桂陵君,459,[允悲][允悲]残念。我觉得有你这种想法的人不在少数，可以理解。,2.0,32
桂陵君,459,你说的有道理，这样借鉴肯定是有意的，谁认为是纯粹的巧合那才是真眼瞎。但我认为，玩法、战斗系统还需要等到开服再来说。,2.0,57
桂陵君,459,如果你像楼里说的那样，pv的剪辑、bgm选择既视感强，我可以表示理解，毕竟日式风格的。但如果就这么一句话，加上那几张图，我只能说很“微妙”，需要进一步看。不妨再等等，再看看。,2.0,87
桂陵君,459,这个我就不清楚了，引擎的问题咱也不知道。问题是水波还能变出什么花呢。我楼里回复已经说了，这个pv很微妙，我现在暂时是这个看法，真有抄袭石锤风评太差大不了不玩就是了。,2.0,82
桂陵君,459,感觉你很在意这个借鉴的问题啊[允悲]那你现在还在玩吗，玩到啥程度了。,2.0,34
桂陵君,459,这个我同意，其实米哈游平时那pv风格大家都接受了。这么做属实有点无法理解。,2.0,37
桂陵君,459,还是先等游戏出来再说吧，现在的确是各种意义上的微妙[允悲]黯蔷薇的版本我也不太喜欢，主要是被氯化钠boss的节奏带的不过后来还是能出分，后来真红也确实真香了[二哈],2.0,82
桂陵君,459,嘛吃书这种事确实挺emmmm，二周年的时候给我看懵了。我把给别人的回复再重复一遍，这pv是挺微妙的，我没法说他完全不一样，要让我说真的就是完全一样，我做不到。而且我没说过创新难要留给国外，回复字数有限制我没法全说完，感受就是没那么惊艳，没玩过塞尔达但感觉也像SAO虚空幻界，还有创新的余地。,2.0,145
桂陵君,459,看了看了，是有些地方看着有点微妙[二哈]大家说的这些动作，不这么办怎么办更好呢？可能游泳换成自由泳，爬墙换成用钩子爬会好一点。这不就成了抄袭古墓丽影了嘛[允悲]我只能说我个人的感觉很微妙，说他完全不一样是不可能，肯定有相似的，但是要说完全一样，我也做不到啊。毕竟风格是日式rpg[允悲],2.0,143
桂陵君,459,容我再看看啊。个人感觉，这些如果真的寻求完全创新，真的好难好难啊[允悲]我脑子笨，反正让我想我是想不出怎么能让他看着不像[允悲]不过说起来，滑翔那个让我想起来古墓丽影9里劳拉从飞机掉下来操控降落伞的画面[允悲],2.0,105
破鱼PoYuu,2007,啊我死了[二哈][二哈],2.0,12
click或ph,1467,狗嘴里吐不出象牙，就你这公司也想点燃动作游戏之魂？,2.0,25
click或ph,1467,米哈游早就臭了,2.0,7
kmini猫白,950,这剧情抄袭的也太明显了吧？？（不过这个画风还真不错，干嘛不自己想下剧情呢,2.0,36
赤黑零,699,  [doge]像不像旷野之息[笑而不语],2.0,21
赤黑零,699,像是像了，不过后面估计还是真香[doge],2.0,21
赤黑零,699,[doge]先保命，某些地方真像塞尔达，不是单纯说画风[跪了],2.0,31
某科学的奶爸,1115,抽个ns+塞尔达嘛,2.0,9
旷古神坑-我是爱莉的好爸爸,817,为什么不抽奖ns[doge][doge][doge][doge],2.0,32
芳华绝代明日香,2627,米哈游必死,2.0,5
ltt的奇妙冒险,976,塞尔达+龙之谷，想玩,2.0,10
藤丸仙贝,2574,挤挤，我没玩过塞尔达所以这算汉化[二哈][二哈][二哈][二哈][二哈],2.0,36
CaiseMisty,1145,首先我没有ps4所以我没玩过塞尔达，其次我觉得漫画风格都是相似的所以这不算抄，最后说抄袭你就是塞尔达万物起源，是优越的主机玩家[滑稽],2.0,67
CaiseMisty,1145,首先我没有ps4所以我没玩过塞尔达，其次我觉得漫画风格都是相似的所以这不算抄，最后 说抄袭你就是塞尔达万物起源，是优越的主机玩家[滑稽],2.0,68
明日方舟鸿雪,1569,抄袭必死哦[太开心],2.0,10
MisterGenessyLeong,446,人才啊!!!!这个制作队伍。非常想知道叫什么,2.0,22
越共探头的小黑子,2439,期待，什么时候才能玩,2.0,10
某科学的超中二病,492,别的也不说了好吧，但这美工3D美工是真的强,2.0,21
HeiyanKRS,2206,还不如回去安安稳稳做崩崩崩，做这种东西出来，玩过旷野之息的一看就看出来了,2.0,36
Dragonov,567,卡通风格渲染就是塞尔达？评论我是真的看不懂哦,2.0,22
意义不明的洗白,998,ff14迦楼罗是不是抄袭这个的，技能都一样[二哈],2.0,25
黄油蟹蟹泥,794,没有安卓我哭了,2.0,7
蒸朋狂人汽轮机的黎明,706,啊不送ns吗这游戏？,2.0,10
水哥的表弟,109,一等奖改成送ns带塞尔达传说吧。,2.0,16
弐辛,367,做游戏真简单啊。,2.0,8
korlib930,934,光看pv没什么亮点,2.0,9
海盗旗与鸭嘴兽,1044,是因为琪亚娜去召唤师峡谷当女王了，所以你们才开始搞新的游戏了[二哈],2.0,34
就叫饺子叭,2015,这个pv的意思呢，就是希望抄袭警察和米兵卫互撕一波，把热度吵起来，只要不收到律师函，游戏顺利上线，撕的越激烈越好[挖鼻],2.0,60
Cecilia_只影空遊,99,唉,2.0,1
蓝灯游戏-BSL白龙,1219,[赞]/,2.0,4
东黎c,2150,中！,2.0,2
4everRamos,1144,把我逗笑了，连镜头都照抄[嘻嘻],2.0,16
每天砍一棵白桦树,1487,糟糕，是手机要卡死的感觉,2.0,12
BoTakWong,161,除了旷野之息，还有二之国,2.0,12
Fine_Fine_Fine_,841,开放世界牛逼，有点塞尔达的影子[二哈]手机能上40针不？,2.0,28
垃圾战士,219,狗改不了吃屎,2.0,6
烤冷面战士-GDP,1356,这，跟旷野之息也太像了吧,2.0,12
万肝之王EDTA,2497,我不要ps4，我只想要内测码,2.0,14
万肝之王EDTA,2497,因为我国人均300+小时塞尔达啊（错乱,2.0,19
万肝之王EDTA,2497,霍霍成了到底是谁狭隘哦，我寻思着好像没人规定索狗就不能玩手游吧，要不是老子平时微博基本只拿来抽奖你还有今天？,2.0,54
万肝之王EDTA,2497,你特么装nm呢，说得好像一个ns就有多高贵一样，老子一个索狗都没敢对着一个pv喷这喷那，还是说你觉得国内主机普及率很高？那你告诉我国内塞尔达50w份不到的数据怎么来的？怎么云玩的也可以开始高贵了？,2.0,98
迷世的风,2388,哇，吹爆！(〃°ω°〃)♡,2.0,13
丹特丽安·修伊,2671,只恨现在没个苹果手机,2.0,10
山月常新,2466,吹爆！,2.0,3
黑曜石柠檬,2623,哪来这么多塞尔达玩家 woc这波节奏带的，一群跟风狗就没有脑子 嘛,2.0,33
银白色的咲墨,978,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”（转自腾讯动漫）",2.0,37
银白色的咲墨,978,废话，哪两个长的像还用说？真当人是瞎子还是傻子？,2.0,24
银白色的咲墨,978,我还见过一群喷原神的说他们steam塞尔达时间300＋（这是真的）,2.0,33
银白色的咲墨,978,游戏里动作就那么多，总不能跳着诹访大舞（东方梗，因为比较贴切就借用来了）走路，然后攻击跳着几你太美扔篮球攻击吧。,2.0,56
银白色的咲墨,978,[doge][doge][doge],2.0,18
银白色的咲墨,978,但是还有一种可能，那些骂人是傻子的自己最后却成了傻子。,2.0,27
银白色的咲墨,978,抱歉哈，这就是大号[doge],2.0,15
银白色的咲墨,978,看过了，感觉不像,2.0,8
银白色的咲墨,978,你不喷原神你就是米卫兵.JPG,2.0,15
银白色的咲墨,978,站在你面前的是伟大的国产之光、中国游戏大厂、坐拥中国顶级金钱技术实力的团队、仅用一款游戏便将中国游戏界陷入黑暗的元凶、使业界永无出头之日的主谋、10年以内再无3A的废土创造者、中国原创游戏的襁褓杀手、无法上市的、三层办公楼的、拥有两款手游一款苟命一款迟暮的米哈游[滑稽],2.0,135
银白色的咲墨,978,请，,2.0,2
银白色的咲墨,978,抱歉，点错了，不碍事[笑而不语],2.0,16
银白色的咲墨,978,官方扒过谱了，证明不是抄袭谢谢,2.0,15
银白色的咲墨,978,然后呢，没的喷了吧（｡ò ∀ ó｡），现实压力大不要都带到网络里，对线只会让你头疼。[笑而不语],2.0,48
银白色的咲墨,978,你如果不信点开看看啊？怂？,2.0,13
银白色的咲墨,978,看动态就知道是不是本人的喽。当然你要是沉迷对线肯定是没心思看，不光浪费对线喷人的时间，还打自己脸。,2.0,49
银白色的咲墨,978,君子坦荡荡，小人常戚戚，我一三年以后混QQ，混到16年混B站，不信的话我QQ和B站ID都发给你啊？QQ1837391447  B站UID:170022824不服可以来喷我谢谢,2.0,87
银白色的咲墨,978,抱歉，之前那个不好用了，给你补一个,2.0,17
银白色的咲墨,978,您如果真想喷，请给出理由，以及抄袭的证据。如果有的话，我马上闭嘴，还可以发微博道歉，但是前提是你能拿出来。另外我补充一点，作为同类型游戏，借鉴是不可避免的，如果借鉴就是抄袭，那世界上只有俄罗斯方块了。,2.0,100
银白色的咲墨,978,从头到尾，你就没提举报，而是让我换大号。我可以跟你说我就一个号，你信吗？其实你就是怂，不怂就把要举报的提交上，原神完蛋，米哈游倒闭，岂不美哉？[笑而不语][doge][笑而不语][doge],2.0,95
银白色的咲墨,978,大号又大号，大号又大号，都快十个大号了老大！你想我怎么样？天天提醒自已是米卫兵，连做梦的时候都说放下枪，我是米卫兵！[笑而不语],2.0,64
银白色的咲墨,978,我号除了看主播的沙雕日常外不干别的，你还能喷死我？,2.0,25
银白色的咲墨,978,再说我2018年的黑历史你是没看见是吧，还借尸还魂死人号，整的跟是个人就得天天发微博，不发微博就是死人号。,2.0,53
银白色的咲墨,978,我真的不怎么玩微博，留点口德谢谢,2.0,16
银白色的咲墨,978,米哈游六月八号才招的公关[doge],2.0,18
银白色的咲墨,978,呢，照您说的，换完名改完头像，现场表演一下吧，顺带一提，这是实名举报，虚假举报要负刑事责任的有DA☆ZE,2.0,52
银白色的咲墨,978,请，,2.0,2
银白色的咲墨,978,对线也是要素质的，尽量骂人不要提三代比较好，不然给人一种米哈游玩家素质低下的感觉。,2.0,41
银白色的咲墨,978,看视频说明不了什么，等游戏出了在评价吧,2.0,19
银白色的咲墨,978,塞尔达核心是解密啊，原神怎么都不可能会抄解密的吧。,2.0,25
JokanraJoestar,1918,我寻思人这话也没说你原神啊 真就对号入座呗[思考],2.0,25
御龙苍天眼CEO,1686,垃圾公司，连个公关都没有,2.0,12
御龙苍天眼CEO,1686,"“塞尔达120神庙全通,明天 cj我就不去了，怕认错展台”－圣经",2.0,32
忘千_Official,1985,今天米哈游和米卫兵的妈一起死,2.0,14
给的名真怪,2048,都不要说了，站在你面前的是伟大的国产之光、中国游戏大厂、坐拥中国顶级金钱技术实力的团队、仅用一款游戏便将中国游戏界陷入黑暗的元凶、使业界永无出头之日的主谋、10年以内再无3A的废土创造者、中国原创游戏的襁褓杀手、无法上市的、三层办公楼的、拥有两款手游一款苟命一款迟暮的米哈游,2.0,137
很休闲的玩家,1416,盐与避难所，魂like，跟黑魂一样不? 这玩意 不出十秒 我就看出来跟塞尔达一样了兄弟。,2.0,44
很休闲的玩家,1416,我告诉你，不是找不到参考就是没有参加，不是你没见过那就是没抄，参考画画人都会参考，因为没人能凭空变出东西，但是这不代表你能拿过来用，就算是人物动作设计这种灰色区域，你也不能，结果就是现在这样，没瞎的人都看得出来挪用了什么，我不知道你是傻的还是瞎了，你看不出来不代表没有。,2.0,135
很休闲的玩家,1416,我看你是画同人画傻批了是吗?裁缝跟原创分不清楚了?,2.0,25
很休闲的玩家,1416,我看你也是个画画的，我问问你，打光可以抄，构图可以抄，你敢直接剪下别人的画贴到自己的画上不?你这点道理不懂?玩游戏少看不出来抄谁的?就相当于你直接挪用别人的画，只要大家找不到你挪用谁的那就是你的了?憨批吗?,2.0,103
很休闲的玩家,1416,你眼睛有毛病你飞过来让我给你治治,2.0,16
很休闲的玩家,1416,就是觉得你说话也太可笑了，你玩游戏不知道多不多，你玩的多了就懂就算是一样那也不能看起来就一样，更别说卡普空这种费心思设计的优秀动作被你说成，还什么武术动作只有这么多这句屁话给掩盖了，那么多创意人碰撞出来的结果，你为了遮掩圆神这丑陋不堪的嘴脸这种批话都能说出来我也不指望你啥了。,2.0,138
很休闲的玩家,1416,那就不说圆神，那就崩坏三他就是个好鸟了?就这种挪过来就用的公司还有人支持这是我最不理解的，你就缺这么一个游戏玩?,2.0,56
很休闲的玩家,1416,别说抄袭塞尔达，机械纪元跑步动作这直接挪用，我想问问你你玩游戏少没事，你记忆不好没记住那也没事，你跳出来说这些你是不是得有点自己的东西?听别人说个什么动作很难创新了你拿过来就用?怎么就难了，你告诉我，怎么我举得例子他就没有既视感这玩意怎么不到十秒钟我就看出好多挪用过来的东西?,2.0,138
很休闲的玩家,1416,刺客就连爬墙这么一个动作他从大革命开始就一直重新做，怎么到圆神这边他就动作很难创新了这怎么回事?你和我讲讲?,2.0,54
很休闲的玩家,1416,我怎么玩合金装备崛起鬼泣5忍者龙剑传刺客信条尼尔机械姬元他们的动作怎么完全看不出来有任何像的地方啊?这怎么回事，你疯了还是我疯了?,2.0,65
Sunsettttttt,944,我国毕竟人口众多发展程度不均衡，所以粗制滥造的抄袭垃圾也有一堆人捧场，不奢求所有人都有版权意识都能舍得花两千玩旷野之息，只希望每个玩到这款游戏的人终有一天会明白，原神这种东西能端上我国的游戏台面是对每个游戏爱好者莫大的羞辱,2.0,111
Bili-AkiyamaMio,2066,不管是不是抄了，好玩就行管那么多干嘛,2.0,18
旅途_tou,335,说实话，预想到了一大波不动脑跟风的人来喷米哈游了，但是没想到前面的全是，也不动脑就开喷，呵呵，给人当枪使了都不知道，也许这些人眼里只容的下旷野之息吧，容不得其他优秀的游戏，这种渲染就是二次元的动画渲染，建模就不用说了，熟悉的人物建模风格（崩坏三），喷子们住口吧，给自己留点脸。,2.0,138
一定要谨慎提交昵称,1804,塞尔达当初宣传pv3你去看一下，一模一样[摊手],2.0,24
一定要谨慎提交昵称,1804,我们这样解释它怎么怎么抄袭一方面是看不惯它这样的做法，另一方面是如果最后它还是获得利益了那国内环境还是无法得到改变，至少对我来说只是希望国内lue币少赚点，给好好做游戏的一些活下来的空间,2.0,93
一定要谨慎提交昵称,1804,哦对了，还有一件事是借鉴和抄袭，借鉴是要有大幅度的创新，抄袭就是大幅度的完全照搬，你这pv所表现出来的要说借鉴就自欺欺人了，求仁得仁，创新不是说一拍脑袋就有，需要一个积累的过程，国内环境确实不好，但这也不是你可以明目张胆进行抄袭的原因,2.0,117
一定要谨慎提交昵称,1804,感觉故意碰瓷创造热度[吃瓜],2.0,14
一定要谨慎提交昵称,1804,不是，你这……不是你没钱就一定要偷啊。你没创意偷人家创意这是犯罪，并不是不这么做怎么做更好的问题。[摊手],2.0,53
姜阳升,2163,如果……IOS、PC、Android的数据库互通的话，这个游戏真的可以吹爆！[吃瓜]不然，真不知道该怎么说了……能通多少通多少吧，我可不想多肝！起码把手机跟电脑通一下。,2.0,84
姜阳升,2163,[握手],2.0,4
墨者千风,1069,我也喜欢互通！,2.0,7
夜宵研究所所长,2093,光看pv就感觉像旷野之息和龙之谷……再看看吧,2.0,22
极品老仙伴您成长,1538,我试着给任天堂香港，日本都写了检举信，希望老任能给咱们兄弟们点力,2.0,32
极品老仙伴您成长,1538,回复了，我司已关注，相关回复等上面反应，没了,2.0,22
山野一井,1556,有些人是没玩过好游戏 也不配玩好游戏[嘻嘻],2.0,22
山野一井,1556,兄弟恰了多少烂钱[嘻嘻],2.0,12
Liebriel,2690,没你们多，你们那边有tx代理了，恰钱肯定不少吧？我这边就惨了，帮大伟水半天只给我三个皮肤，还需要肝[允悲],2.0,53
Liebriel,2690,我笑了，这么熟练？看来你恰钱不少啊……确认没错，是个老任假粉，你觉得是任天堂有钱还是米哈游有钱，恰钱更有可能是你们吧？什么？你说任天堂哪用干这种事？都说了你是个假粉了，任天堂被tx代理了不知道？,2.0,97
Liebriel,2690,我错了，勇士。当年我还小，成了米卫兵，看见你们的评论不知警醒，还反喷你们。现在我才知道当年我是多幼稚，我把那条回复删了，以免它再误导别人，原神这垃圾游戏咋喷都不为过[泪],2.0,85
黑猫DARCY,1794,不知道，反正看视频原神也有类似神庙的塔和收集元素,2.0,24
黑猫DARCY,1794,不是画风啊……画风不像，像的是游戏方法和元素，还有好多细节和塞尔达一摸一样[跪了],2.0,41
黑猫DARCY,1794,会呀，会玩，而且万一让我发现他真的和塞尔达一样我就可以心安理得的喷了哦[偷笑],2.0,39
小凉小凉不欠打,301,目前看到了塞尔达和龙之谷的影子,2.0,15
小凉小凉不欠打,301,就看之后成品如何了，看看借鉴也有没借鉴成样子[吃瓜],2.0,26
蕉你做人,1249,腾讯怎么了？ 腾讯是腾讯公益没做了还是别的什么坏事干净了？,2.0,29
罐装红豆泥,1757,是吗，无知了无知了，我去下一个看看，讲真它要是真能还原塞尔达加龙之谷，那还是要玩的[喵喵],2.0,45
罐装红豆泥,1757,还真别说，还真希望能出个手游版龙之谷，感觉原神是我喜欢的类型。,2.0,31
