F_UserName,User_nIdx,F_Comment,Label,TextLen
亡城嗜心,1737,啊！隐藏着星星力量的钥匙啊！请赐予我成为欧皇的力量吧！,1.0,27
诹访神子,1021,汗……看错日期我还以为已经抽了呢  ,1.0,18
诹访神子,1021,这个……确实和塞尔达相似度略高啊[允悲],1.0,20
诹访神子,1021,  确实很像……就是不知道能还原到啥地步[二哈],1.0,24
能力有限Company,30,一等奖是我！,1.0,6
禹声魅夜,709,  ,1.0,2
禹声魅夜,709,  ,1.0,2
禹声魅夜,709,  ,1.0,2
禹声魅夜,709,666 ,1.0,4
禹声魅夜,709,  ,1.0,2
AmIlyIsA__GEmINI,1294,来了老弟！,1.0,5
沈阳窦唯,2380,博一博单车变摩托[汗][汗],1.0,14
粥八粥,1808,你有事吗，滑翔翼两边两条风都要抄，你这不是斗篷吗滑得起来吗，还有攀爬动作，都是微微弓起背部；甚至最开始那句‘醒一醒’都一样，加上场景设定，完全就是抄袭，你不怕被告吗。你家是不是人手一个ns？,1.0,95
Super王木木,580,如果没有塞尔达好玩，会被怼死吧。[汗],1.0,19
亿个糖果,2508,我觉得cv很ok[OK]虽然其他大型游戏都没玩过……[憧憬]从育碧球推荐来的[憧憬][憧憬][憧憬]很期待,1.0,53
絮语风尘,1723,冲冲冲,1.0,3
Mona-忬嵐,1839,幸好有这样设备  ,1.0,9
Mona-忬嵐,1839,幸好有了这样设备[吃瓜][吃瓜][吃瓜],1.0,20
鬼灬少女布狼牙,1889,还没玩到游戏就已经迫不及待的喷抄袭了我的天[允悲] 问：哪里是塞尔达玩家的交流讨论地？ 答：有关原神的视频底下，甚至国内购买了ns的玩家还多,1.0,70
潼遊,2136,啪叽_(:з」∠)_，加油(ง •̀_•́)ง,1.0,23
白鹤行云,501,来了，碰瓷宣传[二哈],1.0,11
蓝猫是尼玛,380,水军多少钱请的[doge],1.0,13
蓝猫是尼玛,380,要点脸不,1.0,4
PM训练家Damian,495,看这种宣传就心痛 一方面希望国产越来越好很想支持 另一方面看这无下限的抄袭真是从心底觉得恶心 就凭你米哈游的美工好好做个原创我们肯定大力支持 非要走邪路干什么？伤主机玩家的心可不像氪金手游那样能接着割韭菜 主机想找替代品那太容易了,1.0,115
酒里一碗鱼,1881,各位别喷了，这是碰瓷营销，故意把PV做得和塞尔达雷同，等热度起来后再公布实际演示，然后发现和塞尔达完全不同，这样又成国产之光了，还能给任粉扣上喷子的帽子,1.0,76
酒里一碗鱼,1881,是啊，没有最终幻想的水晶序曲在里面就完美了,1.0,21
玻色子啵啵,2694,喷的就别转发了[酸],1.0,10
Mega_Empire,1592,爬，给爷爬,1.0,5
Mega_Empire,1592,水军钱这么好赚？给个群号呀？,1.0,14
C子嘟噜噜噜噜噜,589,笑死了，真够骚的，抄塞尔达，你抽奖还送ps4，太讽刺了吧[赞],1.0,31
秋庭玲奈,2534,想要。。。想中奖,1.0,8
萝布汩汩小屁股,615,吃相难看[吐][吐][吐][吐],1.0,16
出生就在罗马,129, ,1.0,1
出生就在罗马,129,令人作呕[二哈],1.0,8
鋼之月面宙反,2292,祝您早日凉透[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],1.0,66
鋼之月面宙反,2292,但是我能问问你们息吹mod在哪下的吗。有点想导[嘻嘻][嘻嘻][嘻嘻][嘻嘻],1.0,39
鋼之月面宙反,2292,？律师函警告,1.0,6
绿橙酸,543,期待！,1.0,3
数据线纳豆奶奶,397,图片评论,1.0,4
被玩坏的史莱姆夜,551,= =。。。。为啥不融合进蹦蹦蹦本体里。。。,1.0,22
momomoheiv,1484,抽奖送ps4笑死了,1.0,9
momomoheiv,1484,还抄了龙之谷？？？,1.0,9
哎嗨呦拽,432,  ,1.0,2
拉布拉多大王,763,你怎么不送ns加塞尔达呢？好让大家知道塞尔达抄了你的原神呢[doge][doge],1.0,41
那云真白蓝真天,2585,不是啊，老哥老姐们，咱们喷就不要转发抽奖啊。 你们这一边喷一遍转发抽奖，算啥？嘴上说着不要身体很诚实？ 我个人愚见，等21号，等测试，肯定有大佬们能py到资格的，看他们发的视频和直播，现在立马开始喷有点为时过早了。最后某些人的嘴我个人希望能干净点,1.0,123
摸鱼大赛16号选手,826,像龙之谷的地方也很多啊……（）开始有风车的地方像普雷利镇，后面有女神像的地方不是神圣天堂吗（）女神手中就差捧个球了（。 后面弓箭手的技能有一个不就是箭神的箭雨吗（愣住,1.0,83
程嗨呀,1773,这既视感[费解],1.0,8
LANK琅,1650,脸呢？我小时候觉得国产游戏整体素质被你们拉高了真是不懂事，对不住[太开心],1.0,37
宝珠rura驻微博大使,1135,米哈游还是强,1.0,6
又来绑架小猫辣,1143,哇这个塞尔达美化mod哪里下呀[大拇指],1.0,20
飛行士葉,949,这个pv是故意炒热度的吧[吃瓜],1.0,16
XxMaRuXxpiao,922,我们崩崩崩充那么多钱可不是为了看你再出一款抄袭游戏来恶心玩家的,1.0,31
鹤顶孔雀胆,2462,呜，只要有测试资格就开心炸了……,1.0,16
小羊小羊_sss,2098,终于可以在手机上玩塞尔达了,1.0,13
奇奇mttt,1749,  抽中了送你 ,1.0,8
nyaru_nekora,2604,蔡浩宇真的哈批，妈的崩坏ip做了那么久这就不做了？这整个四不像，被骂活该。哈哈，这次赌输了米哈游会不会倒呀[笑哈哈][笑哈哈][笑哈哈][笑哈哈],1.0,73
小桃子么,194,人家腾讯网易现在学聪明了都以合作的名头跟国外大厂交流实质性说明借鉴。你倒是很厉害了，直接出游戏正面刚任天堂，跟塞尔达旷野之息多重雷同的游戏玩法及其各种场景和人物动作…等着号称最强法务游戏公司的律师函吧。,1.0,101
Skyraker987,1668,换个奖项吧。既然“致敬”要做全套。抽个ns 旷野之息如何,1.0,28
Kohak彡,348,当任天堂法务部吃白饭的？[摊手],1.0,16
花花花花花楹,1540,好像有点搞头不过这画风。。。。,1.0,15
折来,807,真不嫌丢人啊,1.0,6
Aki是乌龟,1685,我也是真的佛了，要抄换个其他的抄不行吗？任天堂把IP看的比命都重，好自为之,1.0,37
Aki是乌龟,1685,我叼你妈的，塞尔达游戏界天花板，你们是个什么东西？[疑问],1.0,29
Aki是乌龟,1685,建议买一个ns，然后选择购买塞尔达，就可以提前玩到原神了，还不用担心流量，超棒呢[太开心],1.0,45
Aki是乌龟,1685,你这可把爷整乐了，求求你了，一定要玩，不玩任天堂就倒闭了，塞尔达就不出续作了，我给您磕头了，求求你一定要玩啊！,1.0,55
木木枭枭子,1676,……不要这么明显吧,1.0,9
天意如此Eling,183,很多地方几乎是照原画抄了吧[费解],1.0,17
_思琪姐姐,333,脸都不要了嘛？？？？[费解][费解][费解][费解],1.0,26
此境之外,2011,塞尔达之原神,1.0,6
drizzle在等不高兴,507,pv都要照着抄？贵公司真牛,1.0,13
阿嗣阿四-,761,...真当我没玩过塞尔达？？？,1.0,15
月司元,192,真的不是抄袭塞尔达吗？！！[怒],1.0,16
我们没文化的人就是这样的,195,呕吐玩意,1.0,4
回收不明白小羊,514,任天堂诉讼函了解一下[嘻嘻],1.0,14
Candy嬌是熊孩子,334,你们要脸吗？,1.0,6
天才勇者爱吃麦乐鸡块,1272,美术设计、PV镜头完全copy要不要脸[疑问],1.0,23
VickyCuzQ,1701,恶心[恶心]！,1.0,7
沐_Muuuu,1729,简直塞尔达了[费解],1.0,10
NS尼娅,2555,呕，你为什么不拿骗的钱给你们公司每人做一副棺材？,1.0,24
动森Bot河蟹君,2628,有点意思[喵喵],1.0,8
话唠专用矫正器,63,抄我最喜欢的旷野之息，真JB贱。老子眼睛一定会睁大了看你们什么时候死！,1.0,35
话唠专用矫正器,63,不止游泳，攀爬和滑翔翼，草地燃烧气流都一模一样。没看错的话有个带小狐狸的镜头也是全部一样！,1.0,45
M_Flamenco,179,PV直接抄可还行,1.0,8
小玖玖玖丶,2407,我不要别的  我要测试资格,1.0,13
也曾歌笑不出来,1132,为什么不送塞尔达啊，我一直想要，还没买,1.0,19
雨色空烟_QAQ,1137,这既视感……,1.0,6
chlanan,2261,卧槽那个放箭的镜头跟pv3演示炸弹箭的镜头一毛一样,1.0,25
HeyyHowYouDoing,1256,这个龙和阿凡达里那个好像啊。。。错觉吗,1.0,19
阿钛锅,2377,动动脑子原创不好吗[费解]等老任律师函吧 抄袭出来的丑shi[嘻嘻],1.0,34
DoctorRab,17,不抄袭会死不？,1.0,7
_暴躁的小喇叭,1087,看看我！！！Pr4  pro,1.0,14
不如问问万能的狗策吧,1129,行，你和一起来捉妖我都不知道哪个更丢人一些[嘻嘻],1.0,25
非常不靠谱的翎,990,火焰效果不要太像,1.0,8
NintendoSwitch俱乐部,2209,塞尔达天下第一[挖鼻]原神天下第二？,1.0,18
三森的泰国料理,1771,说塞●达的真香预订。,1.0,10
假装路过灬暗中观察,2307,假装路过  ,1.0,6
假装路过灬暗中观察,2307,假装路过,1.0,4
音无妍羽,1112,塞尔达终于上ps4了[doge],1.0,16
大法师预备役,1157,这就是传说中用旷野之息引擎做的新塞尔达？,1.0,20
耿鬼最可爱,684,你们这一模一样连脸都不要了吗？甚至音乐和高潮部分简直就是照抄[摊手],1.0,34
ArraySdream,664,求求你抽我这个米卫兵吧！,1.0,12
世界_不是平的,1163,碧蓝幻想link在白金被腰斩后的精神续作吗？好期待啊。,1.0,27
小小小小小雨_,106,抄袭要脸么,1.0,5
哈罗椰只,1168,从去年第一话漫画上线开始就在关注，崩坏二一年，崩坏三从3测玩到现在，米哈游你要继续给力啊！原神我吹爆,1.0,50
哈罗椰只,1168,转发抽奖  原神我来了！！！,1.0,14
洛洛洛Sevilos,394,这个画风，我有点想玩兄弟,1.0,12
小昭cxz,426,leileleile吹爆吹爆,1.0,14
赈早见幻灵,1245,正太！！！,1.0,5
拉文克劳第一帅猹,1128,我的天，玩过塞尔达的都看得出来好吗，攀爬，游泳，战斗机制不是抄袭是什么，你们公司也真的好意思，把人家塞尔达风神兽改个风魔龙你好意思，你有什么脸上的swich，你侮辱我们塞尔达玩家么,1.0,90
你饿了关我屁事,1475,我话放在这，你们这游戏，必崩,1.0,14
麦片脆皮雪糕世界第一好吃,766,我林克一个王族大剑砍死你喔,1.0,13
M0101J-,1583,滚,1.0,1
榎木遥_Enoki_haru,1629,来晚了不知道说些什么，就一句贵公司SL以表尊敬,1.0,23
私设光激推bot,1640,请问贵公司什么时候全家司马[嘻嘻],1.0,17
私设光激推bot,1640,抄不抄在意个锤？？？说这话的那位是不是脑子里进了屎,1.0,25
私设光激推bot,1640,正解,1.0,2
私设光激推bot,1640,抄东西非得一模一样才叫抄是不是？,1.0,16
私设光激推bot,1640,你管我学什么的[嘻嘻]是个人都该懂这个道理,1.0,21
私设光激推bot,1640,很好很好嘛[嘻嘻]听起来像就不算抄袭，你非得一模一样才算抄是不是？,1.0,33
绿野丢丢,1193,只想要测试码  奖品可以不要[跪了],1.0,18
老狐的资源库,902,好不容易国内有商业公司有胆子出了个看起来不错哦良心游戏，这都要喷，国内活该没有好游戏。。。米哈游好像一直都是这个风格吧，这渲染非常米哈游啊，崩崩崩出来的时候塞尔达貌似还没出吧？米哈游渲染不说国内，国际二次元渲染标杆好吗？？？不就是色彩饱和度都高，都是满世界草地吗。。,1.0,133
千树Erk,536,吹爆陈老师的配乐！！,1.0,10
千树Erk,536,[doge],1.0,6
千树Erk,536,是的，本来音乐就不是抄袭。。。不过老哥你回复我干啥，我是站音乐不抄袭的啊[笑cry][笑cry]你应该去回复其他人啊[允悲],1.0,62
千树Erk,536,那倒不一定,1.0,5
千树Erk,536,啥道理啊[嘻嘻]求科普,1.0,11
千树Erk,536,艾玛看起来您很懂呀[嘻嘻]学法的还是学音乐的？给我科普科普呗？,1.0,31
千树Erk,536,谁的妈 ？你的？,1.0,8
千树Erk,536,官网那个吗？听起来像而已。。。不是一首曲子- -,1.0,24
千树Erk,536,？这咋就摇篮曲了。。,1.0,10
千树Erk,536,必须的！！,1.0,5
透kun,1314,我们现在不就是在抗议了吗，舆论的力量远比你想象的大，不然怎样，和你一起洗地吗？,1.0,39
透kun,1314,？？？？？？？？？？？？？？？？？？？？？那还蛮厉害的，“像就像”就一笔带过了,1.0,39
透kun,1314,我觉得所谓“借鉴”可以有，但是要有自己的想法，你可以在现有的基础上加上你自己的想法，发展成你自己的游戏类型。这次为什么反响这么大？就是因为大部分旷野玩家，光是看pv就找到了贼多一毛一样不带改的东西。你看近期新游，明日方舟为什么火？它的塔防类型也不是它自己创造的，但是它有自己的想法,1.0,140
透kun,1314,我觉得这个真可以构成抄袭……不嗦别的，你看pv，连场景的贴图画风都高度一致，物品栏和物品拾取几乎是直接套用，一样的攀爬动作、还有矿业之息开发的化学变化系统（可以百度一下，就是比如拿火把点苹果会变成烤苹果、三块草点着可生成上升气流）还有大部分场景……等等等等。,1.0,129
透kun,1314,兄弟，已经出来了，为什么突然这个突然炸出来？就是因为已经开放内测了啊？为什么引起讨论，因为真的超大面积的高度一致啊？,1.0,58
透kun,1314,至少要自己想法吧？你这个搬家公司搬过来连个房型都不带换的？,1.0,29
透kun,1314,那也不至于高度一致吧？你玩个moba游戏角色行走图都不一样的好吧？别说这基本按帧抄,1.0,41
透kun,1314,兄弟，还真是，这是塞尔达开创的，不知道你有没有听过万物起源塞尔达，连3d游戏都是塞尔达开创的，还有怪物自动瞄准，我觉得大家竞争发展是好的，这个一致程度，你就算是个论文你都过不去，兄弟？,1.0,92
透kun,1314,兄弟，这都高度一致了，就差主人公改改直接叫塞尔达续作了，还在洗地呢？,1.0,34
松饼加炼乳,1399,法律上...除非你能定义到代码一摸一样，那基本不能判定抄袭。,1.0,30
松饼加炼乳,1399,自己去看判例，谢谢,1.0,9
松饼加炼乳,1399,想告就去告咯....要不你们先提起诉讼先？,1.0,21
松饼加炼乳,1399,你可以喷，但不妨碍我玩啊...就这么简单的逻辑,1.0,23
松饼加炼乳,1399,没人说不能喷.....,1.0,11
松饼加炼乳,1399,玩的人不会少...,1.0,9
松饼加炼乳,1399,做到法律上免责就没有危险....至于玩家方面，不知道多少人最后真香.....,1.0,38
松饼加炼乳,1399,偷没偷抄没抄由法律界定，我到希望抄袭出警的人别抽内测资格...真的觉得那么碍眼，可以取关原神微博....,1.0,52
松饼加炼乳,1399,你都说了绝对不一样了[笑而不语][笑而不语],1.0,22
松饼加炼乳,1399,但是也不妨碍喜欢的人玩啊....照样有很多人玩,1.0,23
松饼加炼乳,1399,抄不抄不是广大玩家能够界定的，但是只要他出了很多人就想玩，这是事实[二哈][二哈],1.0,41
松饼加炼乳,1399,很难界定的，凭借PV内容就说抄袭非常不严谨。而且人家塞尔达官方都没出警，你们就那么急着抄袭出警啦[二哈][二哈],1.0,56
