F_UserName,User_nIdx,F_Comment,Label,TextLen
尅埜,1407,有专家说了，ui那个不算抄。就算你看起来原神那个料理的界面就像个山寨版的那也不是抄，就这样设计的。[笑而不语]换个说法吧，借鉴。好听一点，,3.0,69
unadertale,1521,这游戏除了安全裤是原创的哪里不是抄[太开心][太开心],3.0,27
海盐芝仕,2656,什么时候公测啊,3.0,7
我门牙碎了,467,哈哈哈 呕[嘻嘻],3.0,9
创世界AP57017,2506,别问，问就黑暗,3.0,7
创世界AP57017,2506,各位版权卫士在吗？去吧，记得告诉我结果。提醒一下，举报是要实名制的，如果有虚报，是要付法律责任的。加油,3.0,51
ps4apex英雄代练,2121,不买就是了 全都不买看看哪个憨憨买这个[嘻嘻],3.0,23
简单复杂否,328,不要脸！！！！,3.0,7
惊讶ghia,1081,图片评论,3.0,4
东南亚大马猴子,604,呸,3.0,1
白圭君,329,图片评论,3.0,4
阴气阴湿阴险少女,2619,你马没了,3.0,4
--领衔主演--,65,居然没有《异度神剑》的影子，莫非奶刃团不配被模仿？？？差评,3.0,29
想变白的天长,648,到底是给索尼塞了多少红包。。,3.0,14
刘贝贝er,1240,丢中国人的脸,3.0,6
静谧西林,293,祝原神暴死[鼓掌],3.0,9
仮面ZORO,1436,别把这种烂作跟塞尔达相提并论，抄都抄差原作十万八千里,3.0,26
彼方桑-k,1198,米哈游真特么有你的[吐][吐],3.0,15
阿桑奇求武器,2336,给我台ns？,3.0,6
Mountain-E,317,乔碧罗请求代言,3.0,7
采蘑菇的我是谁1234,2021,上ps4了，加油，把号翻出来了，就为了挺你,3.0,21
库-丘林_Alter,1319,所以说有没有去烧米哈游的 搞快点,3.0,16
宋氏夜型鱼,1711,苹果和Windows系统都是抄袭的施乐，说是照搬也不为过，求求你们别用Windows了好8,3.0,45
害怕眨眼睛,1610,怎么，国内盗版时代过去了，现在开始抄袭时代了吗？你们还想不想其他好游戏自带汉化了？任天堂当时因为什么退出国内市场的你们心里没点数？,3.0,65
M善泽吧,2157,不用挣了，出了之后，我们该玩还玩，只要不倒咱就玩呗。争来争去没意义，怎么，还非得让我们玩日本的，游戏？？还非得买什么ns？对对对，你们有钱。真的是，中国发什么，外国人称赞，却每次都是国内人在那里吵吵，说这不干，说那不好，也是醉了。,3.0,115
澜言heir,2484,真像塞尔达,3.0,5
黄金粉皮鼠,1936,投了多少钱 有没有花精力在做游戏啊  干嘛要抄袭啊，难道以后说中国游戏全靠抄吗,3.0,39
江户川帅毛,1680,麻烦回炉重做，中国开发组丢不起这个脸,3.0,18
北珂23333,2727,ps4呵呵,3.0,5
社会军规二十三,111,该改的地方就该吧。别回头等东半球最强法务部的律师函上门就好玩了。你说例子……之前某只猫已经身体力行验证了。,3.0,53
麻吉麻-,1327,希望游戏暴死[污],3.0,9
想要一直开心真的是太难了,2184,在这随便喷，麻烦有的人别因为原神抄袭就跑到崩崩崩那无脑黑，恶心人,3.0,32
良友人_,1741,我对抄袭什么的并不在意，也不是什么游戏的脑残粉，游戏做好我玩好就行了，那些整天说抄袭怎么怎么样的出来后别玩啊，别真香啊[doge],3.0,65
爱童不泯,875,后续发展与非: 一，正式版和pv一样，那你们的策划执行团队也太该考虑下分类成什么垃圾的问题了，核心玩法可以借鉴，但你至少有自己的创意在里面，直接缝合怪可太优秀了！ 二，正式版和pv完全不是一款产品，那你们的公关推广团队也太粪了，靠恶心人来炒热度简直是下限。 两者都有？真特么可以呀米裁粪！,3.0,144
本同学不喝可乐,1186,脸呢,3.0,2
星殇不悔,2552,如果不是冒出来这么一款手游，我都不知道有塞尔达这另一款游戏，话说，你知道吗,3.0,37
米卫兵是脑瘫,628,米哈游是什么，米田共舔狗的化粪池[大便][大便][大便],3.0,28
米卫兵是脑瘫,628,米哈游米田共没毛病！,3.0,10
U1qui0rra,1846,国产游戏 玩你麻痹[嘻嘻],3.0,13
给贫道来碗酒,113,药店碧莲吧你们可,3.0,8
QWDFRE,1323,抽ps4啊？ 能不能把ps4换成ns？再加一张《塞尔达 旷野之息》的游戏卡 这样我就可以提前玩到你们呕心沥血制作的国产精品了,3.0,62
QWDFRE,1323,他们不是做到了 他们是抄到了,3.0,14
QWDFRE,1323,这可能是大部分人的想法[笑哭了],3.0,16
_鄧建安,330,策划又出来送妈了,3.0,8
色图雷达启动,1460,居然没控评,3.0,5
Lawliet-罗莱特,701,在？缝合怪？百变怪？,3.0,10
Lawliet-罗莱特,701,耻辱,3.0,2
某某宇Lee,559,吃相真难看...但看起来好像还挺好玩的？[二哈],3.0,24
真的拎不清,1282,不要逼脸……,3.0,6
lshnoodle,1191,不要13脸,3.0,5
老周叔叔啊,458,做原创很难，但这永远都不是抄袭的借口。,3.0,19
翔锅就是大象,16,新词，癌游,3.0,5
Y寻觅觅Y,566,在？送ns麼？,3.0,7
河馬BBQ,254,听到这原配就不想玩了,3.0,10
庭叔-JACK,421,你们米哈游只会拖累中国的游戏发展而已[摊手],3.0,22
阿B桑,655,？,3.0,1
Phobiaed,1398,多少大小？我怕我的ns带不动[可怜],3.0,18
庚酱好好吃,128,原神:绿帽之息[good],3.0,13
哈库la马ta塔,768,垃圾，抄袭很赚钱？,3.0,9
坏查理,2332,为何不送ns？,3.0,7
你滴兔爷,573,我们来比比谁的塞尔达做得好？,3.0,14
狐狐孤,842,看了封测视频，可玩性很高，基本可以媲美端游了，还是很期待，如果能活到公测，希望能有一个好的策划，不然玩家没把你骂死，就被自己人给玩死了[吃瓜],3.0,71
thetimeofrun,2080,为什么ios搜不到原神？,3.0,12
吃火锅先点蛋炒饭,1010,17秒一瞬间眼泪迸发了出来，这不是哈特诺村?我曾经砍树，找名字里有达的人，跟小孩子玩，一点一滴的有了自己的家，有了一始村，看着樱达结婚。你tm说抄就抄?要脸吗?,3.0,80
一口团子st,2127,我想说一句，希望手游安卓版加上手柄玩法，连接手柄的时候隐藏掉画面中的轮盘还有技能图标这样能开放视野画面也会简洁好看，望采纳[双手合十],3.0,67
zx小堕,14,如果原神能火，能挣钱，那么中国游戏业就真的被毁了，你们背的起这个锅吗？,3.0,35
寒凉夜梦,2539,我就想说一下，我不是针对什么，英雄联盟抄袭dota2你们不也照样玩，腾讯QQ抄袭ICQ你们不也照样用，cf抄袭cs不也照样玩吗，不说游戏就你们熟知的tfboys的音乐不也抄袭吗【信仰之名抄袭炮姐主题曲】，再或者从国家的角度，辽宁舰歼20不都是这样来的吗，你们喷有什么用。,3.0,135
restaurant张,1649,真的丢中国人的脸,3.0,8
爱TM谁谁威震天,896,我TM花钱体验了塞尔达我就是有权利喷你们这群米卫兵…是谁给了你们错觉你们能白嫖了…而且还嫖的天经地义理直气壮的…,3.0,56
爱TM谁谁威震天,896,我在看直播时我是真心想给米哈游洗的…但是我把ns摆在手机旁边比着旷野之息和原神…这场景…这模型…这UI…绝了…最可怕的是居然还有人给洗…我就没想明白国内的游戏圈子不是谁花钱多谁就是爸爸么…老子自己赚钱买ns玩旷野之息就是感觉被原神冒犯了我就得忍着？况且我还是个蹦蹦蹦的玩家…不说了卸载了,3.0,143
歯車Haguruma,2051,作为崩坏二开始玩到崩坏三曾经米哈游的粉丝，一直期待着米哈游的新游戏，认为米哈游不会干抄袭这一手，大伟懂人心，可以做出原创的好游戏，期待崩坏4结果原神出了看pv着实吓了一跳，但心理还是多少抱着点希望，米哈游只是抄袭了丢丢，至少神庙系统不会抄吧！（疯狂心里洗白）但是实在是太失望了转黑粉,3.0,141
狍小坑的是我,1242,吃相太难看了[嘻嘻],3.0,10
是草草鸭ya,2632,米裁缝,3.0,3
YXH咸鱼,1793,垃圾游戏。。,3.0,6
cryyin残吟,1803,建议角色直接用米老鼠嗷[憧憬][憧憬][憧憬],3.0,23
七号大狼狗,1354,真他妈悲哀。美术，特效，互动都能做出来了。还尼玛要抄袭。原创尼玛个币了。。。套个剧情就是原？,3.0,46
PlagueXXX,1340,激活码好贵啊买不起啊[二哈],3.0,14
无情大手子,151,恶心,3.0,2
小创30,2676,等你公测~白嫖到关服[doge],3.0,16
我产品是最好的,1788,啊啊啊啊啊啊啊啊,3.0,8
雾天购雾,792,无耻的抄袭人,3.0,6
三壹喵,1304,什么时候公测嗷好想玩[嘻嘻],3.0,14
博熊人工肝,1730,在？为什么不送ns，你们创作的热情呢,3.0,18
NickHoward,139,觉得抄不抄袭无所谓的，当你心爱的游戏被其他游戏借鉴是值得骄傲的事情，但是改都不改就拿过来用，是很不要脸的好吗！  [顶]  就像是王者荣耀一样，不过tx有本事把拳头公司买下来，抄也是抄自己的、那么贵司呢？,3.0,102
Super鱼香肉丝盖饭,1718,恶心,3.0,2
SA口吐芬芳,437,还 原神 作？米哈游这种必死钱都恰？,3.0,18
嘬一口南瓜粥,2400,换位思考，如果这次是tx，那么就不会有那么多争论，都会一致说tx抄袭tx恶心，所以你们可以想象成是tx做的游戏，这样不就握手言和了，反正tx一直都是骂过来的，你们咋说我都无所谓反正我是复制的[二哈],3.0,99
嘬一口南瓜粥,2400,原神看起来不错=米卫兵=脑残=啥也没玩过的工地搬砖的我叼你妈的[拜拜],3.0,35
vegetaaaaaa_,386,狗b抄袭米哈游，球球你赶紧暴死,3.0,15
不瞎折腾不舒服斯基,81,  这家公司无耻抄袭塞尔达，快来管管。不要让这种垃圾公司糟蹋任天堂的创意和产品,3.0,39
不瞎折腾不舒服斯基,81,垃圾公司，抄袭的爽吗？！,3.0,12
物雾子,2717,来噻，说只有pv像的出来再洗呗[喵喵][喵喵][喵喵],3.0,27
物雾子,2717,噢，看看我找到了什么，一个野生的塞尔达官方！,3.0,22
在逃叉烧,2565,缝合怪。,3.0,4
牧雨童,27,简直就是耻辱,3.0,6
yuradesu,1707,图片评论,3.0,4
yuradesu,1707,在?会抄就多抄点?,3.0,9
yuradesu,1707,你又懂了?任天堂是你家开的?,3.0,14
yuradesu,1707,不是，你连游戏都没玩过有什么资格判断原神抄没抄袭?凭米哈游给的钱?真nm章口就来呗就,3.0,42
yuradesu,1707,玩过原作嘛臭弟弟?没玩过在这里评头论足你妈 呢，还有，只有索狗才配喊任豚，你们米兵卫不配[微笑],3.0,48
不念过去丿不惧将来,1810,跟风黑的喷子，冲着si比吵架来的喷子挺多的，搞得我这个正经喷的都不知道该干嘛了。。。无脑护和跟风黑还有单纯来吵架的混淆了大部分人的视线。而这次就是米哈游的错，原神的错，地图炮的请自重。,3.0,92
刘森1314,955,看了演示画面真的感觉质量很高，业界良心！是不是抄袭懂得自然懂，不懂的怎么说都没用！我是一定会去玩的！,3.0,50
白羊莮,2533,我想要测试资格,3.0,7
红豆派好吃嘛,967,烂泥扶不上墙,3.0,6
Stone32-,719,明明有技术 就不能动动脑子不让人看出抄袭吗,3.0,21
柳树恒,992,太不要脸了 抄袭成这样 你妈必死,3.0,16
U-N-1,2166,真的东拼西凑，真的有脸了？米哈游就这尿性吗？研发一款新游戏也不能完全借鉴啊～我是看不出除了像塞尔达之外的其他亮点，全部都是参考过来的东西混在一起！除了美术能拿的出手，真的都糟透了，不伦不类！令人反感～厌恶～,3.0,103
U-N-1,2166,恰烂钱！！！,3.0,6
年轻人别一言不合就立flag,1562,我很喜欢你们的游戏 希望你们不要被喷子喷灭了只做游戏的热情 树大招风 希望你们可以多去看一些支持你们的评论 不要被那些喷子阻碍了自己的思想,3.0,69
不谢的枫,1635,开放世界在gta上古卷轴以及更早的游戏就有了，这只是创意玩法，就是CS类型的第一视角射击都算是玩法，是不可能保护的，但是游戏的地图模型美术音乐特效动作等等直接面对玩家的表达方式，这是需要真正保护的东西，因此我们一眼看出原神抄袭，就是因为它直接在表达方式上借鉴，这就是知识产权上的抄袭,3.0,141
_肉山小魔王-此号已废,156, ,3.0,1
_肉山小魔王-此号已废,156,没点脸的？？？？,3.0,8
魔幻星球人,2419,一等奖咋不送ns呢,3.0,9
okabun_,1501,米哈批,3.0,3
R4014N,1234,抄就完事了嗷[给力][给力],3.0,14
天勒个宇,130,好自为之,3.0,4
什么时候长尾巴-,89, ,3.0,1
什么时候长尾巴-,89,这游戏真的独特，我在ns完全没看过,3.0,17
我当然想你啊,1394,塞尔达新mod？,3.0,8
890鱼,871,得，接下来又是一波，塞尔达抄袭原神的人,3.0,19
XIE_______,561,不应该抽一台ns？？[费解],3.0,14
原来是江哥啊,1545,垃圾游戏无脑抄袭,3.0,8
轰隆隆的乌云啊,2314,唉  抄别的就算了  干嘛抄龙之谷  老玩家心都碎了   唉  唉  唉    难受,3.0,42
轰隆隆的乌云啊,2314,哈哈哈  是大部分技能动作和光效都照抄龙之谷了,3.0,23
丹丶墨,1586,丢人现眼啊,3.0,5
--赛勒斯--,905,丢脸,3.0,2
风尘噗噗啊,1744,几乎就是塞尔达既视感,3.0,10
吃布洛芬挨打,1362,这是我第一次迫切希望外国公司把中国公司告上法庭，然后赔个倾家荡产[微笑][微笑],3.0,40
J_Ukiyo,64,做这个游戏的你们死过妈了？,3.0,13
-Jh_Y,257,请求世界第一法务部出动。,3.0,12
戏生人主,1324,国外玩家看的只是pv ，不说期待，说你婊子妈的狗头？现在测试出来了，不是复制粘贴的产物？,3.0,44
Rockpalette冬眠版,1871,口区,3.0,2
SilvermoonO_o,1054,虽然崩坏三的人物动作也没少抄，但是至少没这么多也做的不这么直白，虽然崩坏三这个游戏我已经恨透了，但至少质量还在那，我对米哈游公司本身还抱有期望，直到看见这个原神。一开始大家都说可能只是pv碰瓷什么的，现在自然都懂了。,3.0,108
SilvermoonO_o,1054,想想你们当初怎么喷次元守望的？次元守望抄了就被喷，米哈游自己抄就找一万个理由？这还怪人说你们米卫兵？,3.0,50
SilvermoonO_o,1054,好的好的米卫兵啥都是事实，原神牛逼,3.0,17
SilvermoonO_o,1054,看见比肩塞尔达就没什么可说的了，你开心就好,3.0,21
SilvermoonO_o,1054,300+小时可以直接开始吗,3.0,13
这是个本子花,2510,什么年代了？还在接着抄？正版意识已经越来越强了好吧 明眼人都看得出来[doge],3.0,40
小北方神涯,1329,我就想说，游戏行业真的走远了，出的什么垃圾游戏。,3.0,24
你比我胖哦,2310,为了捞钱脸都不要了,3.0,9
地-瓜,225,呸！！！！！！！！！！！！！,3.0,14
桃黑亭,173,过来吐口痰嗷[太开心][太开心][太开心][太开心],3.0,26
完美的瓶子君,1759,我一直是蛮支持国产的，其实就算是抄袭玩法，我觉得只要有自己的东西，我觉得也没什么问题，但元神已经不是抄玩法了，根本就是把玩家当傻子。这尼玛画风玩法，全都是塞尔达的影子，抄作业好歹也改改啊，老早之前就以国产动作之魂自居，现在还恬不知耻地照搬，可有点数吧,3.0,125
阿林LA,1183,抄袭狗你好,3.0,5
关老师就是我,518,抄袭塞尔达盗取别人努力的成果真的丢脸,3.0,18
一·Rowan·一,705,我瞅着您该抽ns啊[微笑],3.0,13
人上人下人上人下人,2410,为啥不送ns？[嘻嘻],3.0,11
BL青涩UE,475,看到大家都在骂你，我就放心了。作为一个游戏开发者，去侮辱真正带来快乐的游戏，是不是要扪心自问一下，自己已经变成了最肮脏的大人呢,3.0,63
·李鲤鲤·,295,怎么不抽ns[微笑],3.0,10
人穷志短败嗨风_,1534,这就是塞尔达：旷野之息的续作pv吗，感觉不如旷野之息啊。果然任天堂已经不行了[doge],3.0,44
人穷志短败嗨风_,1534,pc都上了，这米哈游敢不敢上ns[吃瓜][吃瓜],3.0,24
龙武文A,2283,有做好游戏的能力，非要搞抄袭，伤心了,3.0,18
普普通通的朋友,528,呕,3.0,1
惭渊,2598,有一天，大约是中秋前的两三天，掌柜正在慢慢的结账，取下粉板，忽然说，“米哈游长久没有来了。还欠十九个钱呢！”才也一个喝酒的人说道，“他怎么会来？……他打折了腿了。”掌柜说，“哦！”“他总仍旧是偷。这一回，是自己发昏，竟偷到任地狱家里去了。他家的东西，偷得的么？”,3.0,131
林歌2088,1789,致敬致敬.jpg,3.0,8
永不推箱高远遥一,1092,这就是塞尔达续作吗,3.0,9
梦花彼月,893,你随意作，真出了事，别影响崩坏三，崩坏三要是因为你出了什么事，我和你没完,3.0,36
涩涩bot,1181,[嘻嘻],3.0,4
百合磁力,1016,碰瓷营业大 成 功,3.0,9
_L_z_h,289,原创真的那么难吗？,3.0,9
十三缘_,1204,咋不抽ns啊 抽什么ps4,3.0,13
ronto终于改掉了名字,331,是觉得中国玩家没有几个人玩过塞尔达吗,3.0,18
Zjxdrrrr,2636,(⊙o⊙)哇，塞尔达出手机版了,3.0,15
陶里折,682,能不能送ns啊我想玩塞尔达,3.0,13
翳云之上,1660,你妈 没噜,3.0,5
用户523650012,288,为啥送的是PS4,3.0,8
踏海行者,1259,  ,3.0,2
踏海行者,1259, ,3.0,1
踏海行者,1259,等着被告 嘻嘻,3.0,7
夏天小熊猫_,170,没钱没技术？我觉得你们技术真的太好了，还原度很棒，加油，国产游戏的希望,3.0,35
西北方丈助,1910,你吗没了,3.0,4
l_Asuka_l,41,真有你的啊，大伟哥,3.0,9
中空骰子,408,这种事你们可以花点钱嘛，花点儿！哪怕买呢！花不了多少钱！哪怕偷偷摸摸的，简直就是土匪！土匪都不如！还让人家玩家念你们好，就一句话！！钱肯定是挣不着了！恶心！恶心！恶心呐！恶心！呸！太恶心！,3.0,94
西伯利亚著名猪头,1890, ,3.0,1
西伯利亚著名猪头,1890,辣鸡抄袭,3.0,4
油北小岛,1944,要脸么,3.0,3
nimo在这呢,2684,我觉得应该再送台ns的呦，亲＾3＾,3.0,17
队友马一枪就开次花,1306,真就国产游戏传承精神呗,3.0,11
Penguin汤汤汤汤汤汤汤汤汤汤汤,243,要脸吗,3.0,3
SheepishRicardo,512,我之前看图片觉得虽然像但是也不一定就是抄袭，看完这个视频让人恶心，尤其是开发成本有我的钱，别送PS4了，不如送个原神独占手机吧，锁区的那种。,3.0,70
途泱,38,抄袭者,3.0,3
请主动隔离14天,2559,抄你妈呢,3.0,4
cccBui,2352,为什么不送swtich？ 因为怕被抽中的粉丝认出原神是抄袭？,3.0,30
壹棵药,1062,你怎么不敢抽几个ns?,3.0,11
面面鱼sy,993,抄的可以,3.0,4
擅长摸鱼的friends,1378,我佛了 小年轻没怎么玩过猎天使魔女 抄完尝甜头了 这种受众这么广的游戏都敢碰 口碑做炸了不是活该 真有你的啊米哈游戏[吃瓜],3.0,62
少林不是客车,1864,敢问贵公司要脸吗？,3.0,9
SuGAgASA,1409,送啥PS4  你应该送ns,3.0,13
SentarOvO,977,抽个ns＋塞尔达吧,3.0,9
熊拾酒,1342,某些洗地的是也真的没玩过原创游戏 只能吃别人二次排泄后的东西，还要一边拍手叫好，赞叹美味。原创得不到尊重，以后这些人只能吃别人多次排泄后的了。,3.0,71
清不完堆积滴阿锤,1001,怎么不想着抽个ns呢弟弟[嘻嘻],3.0,16
Jr_Way,196,如果还原神作真的是本意的话，我还是取消预约吧，失望……,3.0,27
超和平冬子,47,现在流行致敬！呵呵[doge],3.0,15
用户6120903860,2151,终于可以不花钱玩塞尔达啦！,3.0,13
凡叶不会烦耶,1276,你该送ns让你的卫士玩一玩塞尔达[太开心]卫士洗都洗不来，跟傻子一样,3.0,34
小相欧皇,2037,抽我,3.0,2
修勾凰凰,2309,这个在哪下载啊，iOS商城都没有下载图标,3.0,20
天才han4,834,没中过啊,3.0,4
天才han4,834,这是手游吗？,3.0,6
天才han4,834,什么时候发布？,3.0,7
御坂10028号,2333,小学生，双标狗有多少？一边转发，一边狂喷什么心理？,3.0,25
我的高木同学在哪里,2721,喷的人不要抢内测行不行～[泪],3.0,15
詹尼janny,696,话说安卓平台测试什么时候？,3.0,13
风吹又日晒生活自由自在,2139,[污],3.0,3
MelancholyZmon,445,  中了我可以换激活码吗？,3.0,13
MelancholyZmon,445,今天开今天抽,3.0,6
SUNHANNIBA,1418,[允悲][允悲][允悲]崩坏三没有进过测试服，原神渴望进次测试服，虽然我很非，但我还是要挣扎下,3.0,47
-hhyyyyyy-,1560,我的我的  妈呀,3.0,8
幻有梦现_,928,我不要奖品，给个码就行啊  ,3.0,14
幻有梦现_,928,我不要奖品 给个码就行,3.0,11
幻有梦现_,928,炒鸡想玩，求你辽,3.0,8
JARVIS-YH,1120,[哈哈][哈哈][米奇比心],3.0,14
Tym沫源,1946,看完看完看我!,3.0,7
果果同学提不起劲,886,预约了 希望能进内测，非常期待，看起来不错，崩坏三没有入坑但往复下载好几次了。到是一直在玩崩坏二，温迪真不是温蒂吗[doge],3.0,63
不会降龙十八掌的靖哥哥,689,你们这不就是给塞尔达换了个皮吗[摊手],3.0,19
Lil1mi,2074,转下,3.0,2
Mountain韬,1331,游戏抄袭违法最多的有两种情况： 1.未经许可使用其他公司游戏的美术素材 2.未经许可使用其他公司游戏的源代码 原神并没有触及法律的底线 玩法是根本不受保护的东西（只保护表达不保护思想）（我看当年只有人说q飞抄跑跑，没人说跑跑抄马里奥赛车） 不管怎么说，白猫黑猫，捉到老鼠才是好猫,3.0,139
假装很强的萌新,4,期待到了,3.0,4
圣安地列丝,624,这也太不要脸了 你们的心里不会痛吗！,3.0,18
方山莫奈,1000,诚心求原神测试资格，作为一个老牌米卫兵，真的不想错过原神的第一次测试[可怜],3.0,38
方山莫奈,1000,ps4我就笑纳了[doge]  ,3.0,16
WeRjo,755,为什么不送ns,3.0,7
WeRjo,755,为什么不送ns,3.0,7
御坂1998,1639,真尼玛恶臭 策划本来就恶心了，游戏还继续出更恶心的,3.0,25
EVAN_030,1207,抽奖送啥ps呀，送ns才对[doge],3.0,19
林壑敛瞑色,1630,卑微仔需要拥有姓名,3.0,9
无脑六,609,没有美术基础的人真可怜呀，这都能看成既视感,3.0,21
渐行渐近近个锤子,488,在座的各位快醒醒，他们PV是故意剪成这样的，这样做传播广反响大，能吸引一大波猎奇群众围观下载呢。这就是我国的基本国情呀，你们在下面骂他，他都有脸抄了还怕你这两句口水？不光脸不红，心里还美滋滋，甚至想要多雇一些水军来骂自己,3.0,110
小悦爱吃甜食,1180,派蒙好可爱[喵喵],3.0,9
狠狠的把id给,1375,要不是米哈游出原神，任天堂能急得拿出botw的新pv吗？？还不谢谢大伟？[doge],3.0,42
快点多谢甘楽哥啦,185,[嘻嘻]大家别这样 这烂公司你不让它抄 它能做出个屌游戏来 是吧 人家摆明了割韭菜钱,3.0,42
一名强者,384,还是看最终游戏素质吧 不过这个画风不是我的菜先观望 如果有氪金抽系统 就不玩了 买断制可以考虑,3.0,47
雪盖乌龙茶,1732,抽我抽我！,3.0,5
也就那样丶丶,1103,抄袭[微笑],3.0,6
也就那样丶丶,1103,前人经典案例：某手游(海…)抄袭 赔了300万后 继续靠着盗版手游挣钱…脸都不要了[怒],3.0,44
想要有只喵小,1295,[doge]你这个pv过分了啊 dn既视感,3.0,21
想要有只喵小,1295,[doge]一名老年风行者路过 虽然几年没玩了[允悲],3.0,27
想要有只喵小,1295,[doge]我觉得像dn多点,3.0,14
猫的摇篮-伪物,2,你们抄的原作要出续作了，你们的原神续作可以安排上啦[doge],3.0,31
猫的摇篮-伪物,2,真是抄的有水平啊[doge],3.0,14
MuteANDowl,1576,送ps4pro是最骚的，无内鬼主页来点原神嘴臭[嘻嘻][嘻嘻][嘻嘻],3.0,35
呆头虎虎,1430,服了,3.0,2
見光死的智障,873,来都来了，吐口痰再走吧,3.0,11
RDJJJJJJ,1042,一等奖为什么不送ns？瞧不起ns？,3.0,17
大尾拟八哥,726,臭不要脸,3.0,4
秦岭秋风i,1625,旷野之息出续作了 您呢[嘻嘻][嘻嘻],3.0,19
