F_UserName,User_nIdx,F_Comment,Label,TextLen
莱米与卢克,1179,这就是我们选任天堂的原因[微笑]只会抄袭吗？脸呢[摊手],5.0,28
雨奈鸣响,2590,嗯……虽然说缝合怪什么的大家都已经心知肚明了……但是啊，这个交互界面完全是适应手柄的哎，你弄成手机也该改改吧？,5.0,55
亦小欲,2428,可以联机么[二哈][二哈],5.0,13
猫痣,125,抄袭司马,5.0,4
苹果丝蒂安Appristian,2234,你妈不死谁妈死,5.0,7
许慢慢比较高兴,582,你们要点脸吧，封面做的都一样我去[呕吐][呕吐][呕吐]，没脑子没本事就不要做游戏，抄袭算什么！！！！,5.0,51
乚巳巳卩厶匚巳,1526,你咋不抽个ns嘞？[嘻嘻],5.0,13
氧浓空想体,2205,？？？,5.0,3
什么时候长尾巴-,89, ,5.0,1
什么时候长尾巴-,89,这游戏真的独特，我在ns完全没看过,5.0,17
一个巍峨的用户,2520,别送ps4了，送个ns加塞尔达多好啊[太开心],5.0,23
沙豆布吉岛岛主,61,抄袭司马,5.0,4
草東街輕瘋派對,707,还有b脸宣传，,5.0,7
宗炜CHAN,242,感谢米哈游让我剩下了买ns和塞尔达的钱。。。等等？！什么？！不充个6480不能玩？？？？？？？赶紧买台ns压压惊,5.0,56
·黑金兔兔厨·,1424,[吐][吐][吐]旷野之息续作我服，这辈子都不会买,5.0,25
该账户已注销多年,835,wake up link [微笑][微笑][微笑][跪了][跪了][跪了],5.0,37
还是那个皮皮呀,310,还原神作，祝你们早日凉凉！别他妈提支持国产，就你们这样的臭鱼烂虾请自己滚进垃圾桶，注意是湿垃圾别走错地方了[吃瓜],5.0,57
被宽恕的白魔,782,别洗了吧，那个火球水球史莱姆，还有八爪鱼怪，跟旷野之息一模一样啊,5.0,32
amewbaby,86,为什么可以这么不要脸,5.0,10
肖申克的后妈,25,塞尔达模仿秀？,5.0,7
nettaigyo熱帯魚,2019,讲真 对米哈游挺失望的[拜拜] 为了圈钱丢本可还行[good],5.0,31
变成富婆吧,1221,[嘻嘻][嘻嘻][嘻嘻][嘻嘻]给爷爪巴,5.0,20
Calvarie游,733,辣鸡游戏，希望你永远挂在墙头上,5.0,15
百歌小天才,416,原来前几天官宣的旷野之息续作是你们做的[微笑][微笑][微笑],5.0,31
ZELDA_WAN,1479,为什么抽奖不送ns 送ps4？是将来准备移植ps4 好圆大家在ps平台上玩塞尔达的愿望吗？,5.0,45
冷了70626,2308,来踩一脚,5.0,4
喵喵喵喵小靓,181,我还以为是谁做了塞尔达的换头mod结果居然是个手游，这抄的也太明显了，能不能要点脸[费解],5.0,45
一·Rowan·一,705,我瞅着您该抽ns啊[微笑],5.0,13
脏脏麻薯,1854,抄袭 我靠,5.0,5
·李鲤鲤·,295,怎么不抽ns[微笑],5.0,10
南十川,986,我现在想玩国产宝可梦，和大镖客里，期待你们下一部作品[doge],5.0,32
Ohtani17,407,敢不敢送ns[微笑的月亮],5.0,13
odd__y,448,真不要碧脸 刘伟死个妈先,5.0,12
云幕遮_,1927,md求您别抄了,5.0,7
班西的面具,294,绝了我日，这相似度也太明显了⑧？卧槽这我洗地都不知道咋给你们洗啊？塞尔达好歹也是个老牌IP，玩家也不少，ns在大陆销量更是不低，你们咋能抄的这么明目张胆啊？别吧大兄弟，你们这么整我洗地都不好意思开口行不行？,5.0,103
哎羊刁刁,713,奖励可以改成送ns玩塞尔达[微笑],5.0,17
不喜欢兄弟那叫年轻人吗,2056,路人不知道抄没抄，但是3d做的挺好啊[二哈],5.0,22
是你老苏,1960,你他妈要不抽个塞尔达限定ns吧？这什么像素级别的抄袭真的给你脸了 ,5.0,33
水村兔哉,1138,有脸吗？？,5.0,5
Muuucho,1983,对不起这真的太像塞尔达了,5.0,12
--曦目--,2319,这不是塞尔达？？？,5.0,9
不磕领悟的冰葵鸡不是好衣伞批,1834,建议加抽塞尔达[good],5.0,13
不磕领悟的冰葵鸡不是好衣伞批,1834,建议抽一台ns,5.0,7
UNDO骨次方,805,要脸么,5.0,3
酱奶瑭鹅,758,捕风的林克？？？？？,5.0,10
这是小孟呀,177,我可去你马勒戈比的 你妈没了,5.0,14
漪贰叁肆,556,员工可以换家单位了吧,5.0,10
热带雨林阿布大人,2129,不愧是原创大厂[思考],5.0,11
张不开嘴-,361,洽烂钱不可取,5.0,6
-3Jane,2298,不要碧莲,5.0,4
七个术,1651,做个人？丢不丢人？？？,5.0,11
羊好吃,1396,美术团队不觉得耻辱吗抄成这样，你们这么不要自尊的嘛,5.0,25
成分不明Z,1616,太好了，爷能在手机上玩塞尔达了 谢谢熬米哈游[给力][给力],5.0,30
吨一口大柠檬茶,748,臭不要脸,5.0,4
凯伊酱被爆破了,2114,听说白金要出新游戏了 你们是不是安排一下下一作抄袭目标,5.0,27
凯伊酱被爆破了,2114,去看看内测视频吧,5.0,8
凯伊酱被爆破了,2114,精力条？苹果？射箭特效？这也要抄？,5.0,17
一只小理智e,2386,原神21号能玩了么,5.0,9
E1evenY_,1689,服了[拜拜],5.0,6
-一尾流鸢-,259,。,5.0,1
Helo青蛙斗舞,1456,米哈游，我得肾能换你一个资格码//,5.0,17
Helo青蛙斗舞,1456,  中中中中,5.0,6
呆毛突然翘起来了,1612,评论一口一个抄袭的有多少人连知识产权抄袭的定义和范围都不知道？？游戏的抄袭本来就很难定义，舰b舰r抄舰c怎么现在一个个没人说了？游戏风格和玩法本来就不是一家独有的，渲染像就等于抄袭，不觉得有点无理取闹吗？还是有些人真的是有优越感？,5.0,115
呆毛突然翘起来了,1612,抓住太太了！,5.0,6
樱小路才华_,2701,啊啊啊啊啊,5.0,5
依芙鱼yuyuyu,2014,咕咕咕,5.0,3
米拉酱x,2723,没开,5.0,2
昨晚月光很美,2567,据说评论会提高抽奖率,5.0,10
迷之奇诺比奥,1073,期待米哈游,5.0,5
迷之奇诺比奥,1073,期待一下吧,5.0,5
亡城嗜心,1737,啊！隐藏着星星力量的钥匙啊！请赐予我成为欧皇的力量吧！,5.0,27
诹访神子,1021,汗……看错日期我还以为已经抽了呢  ,5.0,18
诹访神子,1021,这个……确实和塞尔达相似度略高啊[允悲],5.0,20
诹访神子,1021,  确实很像……就是不知道能还原到啥地步[二哈],5.0,24
能力有限Company,30,一等奖是我！,5.0,6
禹声魅夜,709,  ,5.0,2
禹声魅夜,709,  ,5.0,2
禹声魅夜,709,  ,5.0,2
禹声魅夜,709,666 ,5.0,4
禹声魅夜,709,  ,5.0,2
上官猫夏,1769,没有原神玩我要死了,5.0,9
coco星星星冰乐,198,恶心,5.0,2
-akiiiiiiiiii-,603,[费解]塞尔达vs原神在线找不同,5.0,16
AmIlyIsA__GEmINI,1294,来了老弟！,5.0,5
还是喜欢七只假爱豆,190,看吐了[吐],5.0,6
shark赛高,2538,我从来都没有参加过测试服，救救孩子吧QAQ,5.0,21
沈阳窦唯,2380,博一博单车变摩托[汗][汗],5.0,14
粥八粥,1808,你有事吗，滑翔翼两边两条风都要抄，你这不是斗篷吗滑得起来吗，还有攀爬动作，都是微微弓起背部；甚至最开始那句‘醒一醒’都一样，加上场景设定，完全就是抄袭，你不怕被告吗。你家是不是人手一个ns？,5.0,95
今天就是讲究人,2531,塞尔达续作的预告出来了，赶紧去抄..啊不“借鉴”啊！,5.0,26
Super王木木,580,如果没有塞尔达好玩，会被怼死吧。[汗],5.0,19
亿个糖果,2508,我觉得cv很ok[OK]虽然其他大型游戏都没玩过……[憧憬]从育碧球推荐来的[憧憬][憧憬][憧憬]很期待,5.0,53
絮语风尘,1723,冲冲冲,5.0,3
一班萌萌哒嘴嘟嘟的幼崽,2600,  注册发,5.0,5
鬼灬少女布狼牙,1889,还没玩到游戏就已经迫不及待的喷抄袭了我的天[允悲] 问：哪里是塞尔达玩家的交流讨论地？ 答：有关原神的视频底下，甚至国内购买了ns的玩家还多,5.0,70
瘦到100斤再改名吧,1669,我想说这看上去很像塞尔达，但又没别人做的好，出原创游戏很难吗，我看这样也不容易吧,5.0,40
潼遊,2136,啪叽_(:з」∠)_，加油(ง •̀_•́)ง,5.0,23
白鹤行云,501,来了，碰瓷宣传[二哈],5.0,11
sakidoki,1210,ps4终于能玩塞尔达了[doge][doge][doge],5.0,29
一条坠子,741,您这么赤裸裸照搬要脸吗,5.0,11
蓝猫是尼玛,380,水军多少钱请的[doge],5.0,13
蓝猫是尼玛,380,要点脸不,5.0,4
PM训练家Damian,495,看这种宣传就心痛 一方面希望国产越来越好很想支持 另一方面看这无下限的抄袭真是从心底觉得恶心 就凭你米哈游的美工好好做个原创我们肯定大力支持 非要走邪路干什么？伤主机玩家的心可不像氪金手游那样能接着割韭菜 主机想找替代品那太容易了,5.0,115
狼眼D,2354,我以为这游戏要上steam,5.0,13
SkyForest233,687,为什么不送ns？,5.0,8
酒里一碗鱼,1881,各位别喷了，这是碰瓷营销，故意把PV做得和塞尔达雷同，等热度起来后再公布实际演示，然后发现和塞尔达完全不同，这样又成国产之光了，还能给任粉扣上喷子的帽子,5.0,76
酒里一碗鱼,1881,是啊，没有最终幻想的水晶序曲在里面就完美了,5.0,21
切捨y,2505,小粉丝快出来洗地呀！！！快来压评论呀！！[可怜][可怜],5.0,28
玻色子啵啵,2694,喷的就别转发了[酸],5.0,10
Mega_Empire,1592,爬，给爷爬,5.0,5
Mega_Empire,1592,水军钱这么好赚？给个群号呀？,5.0,14
樱下尸骨,2432,期待原神的上架，希望我这次有幸能获得内测资格。,5.0,23
C子嘟噜噜噜噜噜,589,笑死了，真够骚的，抄塞尔达，你抽奖还送ps4，太讽刺了吧[赞],5.0,31
Toshinmaro,52,听说这波PV抄袭是碰瓷营销，避个雷，祝早日凉凉[微笑],5.0,27
秋庭玲奈,2534,想要。。。想中奖,5.0,8
Mercury_阿凉,435,？你们都没玩过塞尔达吗,5.0,11
萝布汩汩小屁股,615,吃相难看[吐][吐][吐][吐],5.0,16
出生就在罗马,129, ,5.0,1
出生就在罗马,129,令人作呕[二哈],5.0,8
虾滑好吃happy,2464,怕了  这辈子不玩国产手游！！,5.0,15
鋼之月面宙反,2292,祝您早日凉透[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],5.0,66
鋼之月面宙反,2292,但是我能问问你们息吹mod在哪下的吗。有点想导[嘻嘻][嘻嘻][嘻嘻][嘻嘻],5.0,39
鋼之月面宙反,2292,？律师函警告,5.0,6
绿橙酸,543,期待！,5.0,3
数据线纳豆奶奶,397,图片评论,5.0,4
被玩坏的史莱姆夜,551,= =。。。。为啥不融合进蹦蹦蹦本体里。。。,5.0,22
噗叽Oo噗叽,907,PC官网里，就是一打开网址有个水晶的界面，等上个十多秒，BGM里就出现了最终幻想的水晶序曲。厉害，。，,5.0,51
momomoheiv,1484,抽奖送ps4笑死了,5.0,9
momomoheiv,1484,还抄了龙之谷？？？,5.0,9
kuma_现充中,1169,特意没关注也没at 贵司技术在国内确实上乘 但是并不妨碍除了技术之外的一切都是一坨屎 就算做的再好对于我来说也就只是嗯…塞尔达还原度很高…,5.0,69
吃橘子的布丁,403,测试服资格怎么拿的到哦,5.0,11
吃橘子的布丁,403,呜哇！有pc端！,5.0,8
吃橘子的布丁,403,天我来了！,5.0,5
糊糊浃浃,23,是不是有什么毛病，不抄袭不舒服病？[摊手]干脆发售的时候直接卖塞尔达卡带吧[嘻嘻],5.0,41
ARZyyyyyyyy,1827,索尼曲线救国？,5.0,7
拉布拉多大王,763,你怎么不送ns加塞尔达呢？好让大家知道塞尔达抄了你的原神呢[doge][doge],5.0,41
那云真白蓝真天,2585,不是啊，老哥老姐们，咱们喷就不要转发抽奖啊。 你们这一边喷一遍转发抽奖，算啥？嘴上说着不要身体很诚实？ 我个人愚见，等21号，等测试，肯定有大佬们能py到资格的，看他们发的视频和直播，现在立马开始喷有点为时过早了。最后某些人的嘴我个人希望能干净点,5.0,123
摸鱼大赛16号选手,826,像龙之谷的地方也很多啊……（）开始有风车的地方像普雷利镇，后面有女神像的地方不是神圣天堂吗（）女神手中就差捧个球了（。 后面弓箭手的技能有一个不就是箭神的箭雨吗（愣住,5.0,83
程嗨呀,1773,这既视感[费解],5.0,8
采薇南栅,1312,米和油其实一直扮演吃螃蟹的人呀 从崩崩开始到崩崩崩 再到准备出的原神 抄袭也好借鉴也好 米和油做出了这一步 而国内其他人没敢做 崩崩和崩崩崩在同类型下目前国内依旧没有超过这两款游戏的吧[鼓掌],5.0,96
LANK琅,1650,脸呢？我小时候觉得国产游戏整体素质被你们拉高了真是不懂事，对不住[太开心],5.0,37
宝珠rura驻微博大使,1135,米哈游还是强,5.0,6
又来绑架小猫辣,1143,哇这个塞尔达美化mod哪里下呀[大拇指],5.0,20
飛行士葉,949,这个pv是故意炒热度的吧[吃瓜],5.0,16
XxMaRuXxpiao,922,我们崩崩崩充那么多钱可不是为了看你再出一款抄袭游戏来恶心玩家的,5.0,31
Sook_21,1178,真是想笑有些人说游戏还没出呢小心被打脸我们说的是pv好吗pv[微笑]谁说游戏了？？？,5.0,42
Sook_21,1178,恶意碰瓷塞尔达提高知名度反正游戏出了我也不会玩谁爱玩谁玩呵呵呵[思考],5.0,35
乔乔的麋鹿,2218,故意制造黑料——吸引热度——知名度增加——话题流量上涨——带动实际利益获得——过段时间风波下降——吃瓜群众离开——键盘侠们寻找下一个目标——留下核心粉丝(人傻钱多无脑户主)——留下大众知名度——稳赚不赔[doge][doge][doge][doge],5.0,125
乔乔的麋鹿,2218,说在玩法和美术上抄袭塞尔达的话就真的是太抬举他们了[doge],5.0,31
乔乔的麋鹿,2218,说在玩法和美术上抄袭塞尔达的话就真的是太抬举他们了[费解],5.0,29
Sun_Has_Sunny,26,iOS啥时候出啊,5.0,8
几近期待,1109,要脸,5.0,2
碎碎念念的时空机器,855,这颗球是直球啊……,5.0,9
鹤顶孔雀胆,2462,呜，只要有测试资格就开心炸了……,5.0,16
预知子Yochiko-,590,说建模没抄的，海拉鲁城堡和pv里的城堡也太像了8[失望],5.0,28
预知子Yochiko-,590,怎么还有人拿油管上视频播放来洗的，外国人会玩这游戏吗[太开心][太开心][太开心]别拿出去丢人了好吗。也才1w多播放量国内光着一个小视频转发都五千了呢承认借鉴抄袭有这么难吗天天996拿出一点东西来那么难吗[太开心]怕不是养了一群带five,5.0,119
观山望岳行寰宇,1149,牛批嗷，你祖上三代就是日本天皇座下的拷贝忍者？,5.0,23
让我睡吧我真的睡不够,2039,继续抄，您继续,5.0,7
小羊小羊_sss,2098,终于可以在手机上玩塞尔达了,5.0,13
双侠之一的陆小酒,788,这tm也太像了吧...真的不会被任天堂告吗...,5.0,24
Zier-_-,2223,我！,5.0,2
nyaru_nekora,2604,蔡浩宇真的哈批，妈的崩坏ip做了那么久这就不做了？这整个四不像，被骂活该。哈哈，这次赌输了米哈游会不会倒呀[笑哈哈][笑哈哈][笑哈哈][笑哈哈],5.0,73
赫尔薇安,803,恶臭公司,5.0,4
赫尔薇安,803,真实到哭了,5.0,5
小桃子么,194,人家腾讯网易现在学聪明了都以合作的名头跟国外大厂交流实质性说明借鉴。你倒是很厉害了，直接出游戏正面刚任天堂，跟塞尔达旷野之息多重雷同的游戏玩法及其各种场景和人物动作…等着号称最强法务游戏公司的律师函吧。,5.0,101
Skyraker987,1668,换个奖项吧。既然“致敬”要做全套。抽个ns 旷野之息如何,5.0,28
御座的羊小咩,530,卧槽这他妈不是塞尔达？？？,5.0,13
Kohak彡,348,当任天堂法务部吃白饭的？[摊手],5.0,16
藤原特海,2341,技术力上还行吧，就是这画风人物动作以及预告都是浓浓的即视感,5.0,29
肥宅系百合男子,1490,要钱不要脸,5.0,5
Alyssa的糖果,2148,就想知道说抄袭的有多少自己玩过塞尔达，从根本游戏模式上来看就不一样，真能抄袭塞尔达米哈游也太厉害了[微笑],5.0,53
Alyssa的糖果,2148,pv应该是炒热度，等开服就知道具体怎么回事了，我想应该不至于和塞尔达很像，因为像塞尔达那样很难做的,5.0,49
Alyssa的糖果,2148,pv应该是个碰瓷pv吧，我觉得如果真能做出塞尔达那种和草地互动燃烧米哈游就厉害了，我猜pv里面燃烧草地是技能效果（灼烧debuff 领域）之类的[思考],5.0,76
Alyssa的糖果,2148,对啊，塞尔达风格的dn的既视感，可惜玩过dn的人少，觉得射箭和塞尔达一样，  其实和dn果子也很像就是了,5.0,52
Alyssa的糖果,2148,对于你这样没素质的人我不想多说什么,5.0,17
Alyssa的糖果,2148,谢谢[太开心],5.0,7
Alyssa的糖果,2148,是的,5.0,2
Alyssa的糖果,2148,我两个都玩过我感觉就是龙之谷的模式加上塞尔达的一些设计,5.0,27
Alyssa的糖果,2148,是的，而且主题好像还是打龙的样子,5.0,16
Alyssa的糖果,2148,额，最后一张好像没看到过，确实很像守护者的样子,5.0,23
Alyssa的糖果,2148,你要看图吗，我虽然玩手游，但是主机游戏我也玩很多，只不过不喜欢发微博罢了，到底是不是云我问心无愧,5.0,48
