Description,DescriptionLen,SpecialChar,UserGender,UserFan,UserFollow,UserWeibo,UserVerified,LoyalFan,Vip
1.0,-0.009612619628414849,0.3182089637396979,1.0,-0.02377548922255876,-0.5127600009027733,-0.2546547886806175,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023880774288693334,-0.4473686473749531,-0.23009588777666337,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.023939997138394033,-0.46044691808051713,-0.2990892651998648,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.0237985203307757,-0.3534428850349931,-0.29497707714152827,0.0,0.0,0.0
1.0,0.08593409249373699,2.532374603861436,0.0,-0.022574581436961283,0.19108874979667362,0.8013779501894104,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.05081864294725836,1.0,-0.023324737533170117,-0.33085314472538246,-0.1768658979104186,0.0,0.0,1.0
1.0,-0.2007060438727185,-0.4198462496342147,0.0,-0.015974523853650214,0.2362682304158949,0.5411678280535613,0.0,0.0,0.0
1.0,-0.009612619628414849,1.4252917838005668,0.0,-0.0201563150741828,0.9246608430087662,0.4294533858020863,0.0,0.0,1.0
1.0,-0.29625275599487033,-0.05081864294725836,1.0,-0.023801810489092405,-0.2690285922990797,-0.2568251101558507,0.0,0.0,0.0
1.0,-0.009612619628414849,-0.4198462496342147,1.0,-0.02384129238889287,-0.5163268020042908,-0.2833258776429082,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,0.0,-0.023051654392883567,-0.09068853722320631,0.7013147074365553,0.0,0.0,0.0
1.0,0.3725742288601925,-0.05081864294725836,0.0,-0.02389064476364345,-0.5448612108164306,-0.29874658286167005,0.0,0.0,0.0
1.0,-0.009612619628414849,-0.4198462496342147,1.0,-0.02093279243692528,1.8460844609007787,0.46326470983729756,0.0,0.0,0.0
1.0,0.27702751673804066,-0.4198462496342147,0.0,-0.023209581992085428,0.09716298745671365,0.2799296589031283,0.0,0.0,0.0
1.0,-0.009612619628414849,-0.4198462496342147,1.0,-0.02356820924860632,0.24459076631943563,-0.1576756869715149,0.0,0.0,0.0
1.0,1.0414012137152553,-0.4198462496342147,1.0,-0.015102631899723277,-0.5222714705068199,-0.29520553203365807,1.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02375245811434182,-0.11327827753281694,-0.28275474041258364,0.0,0.0,0.0
1.0,0.27702751673804066,-0.05081864294725836,1.0,0.048091438889237705,-0.1644024266545673,-0.29429171246513885,0.0,0.0,1.0
1.0,-0.10515933175056669,-0.05081864294725836,1.0,-0.022781861410913724,0.028204832827375938,0.37062625107866126,0.0,0.0,1.0
1.0,0.18148080461588884,-0.05081864294725836,1.0,-0.02326551468346942,-0.06809879691359569,-0.2640214392579395,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02329512610831977,0.13877566697441743,-0.2201580999690168,0.0,0.0,0.0
1.0,-0.48734618023917403,-0.4198462496342147,1.0,-0.02373271716444159,-0.34630928283195817,-0.25157064763686515,0.0,0.0,0.0
1.0,-0.5828928923613259,0.3182089637396979,1.0,-0.023699815581274538,-0.32490847622285335,0.30768692829689975,0.0,0.0,0.0
1.0,1.996868334936774,1.0562641771136105,1.0,-0.02276212046101349,-0.3688990231415688,-0.29531975947972294,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02395644792997756,-0.5543726804204772,-0.29943194753805946,0.0,0.0,0.0
1.0,3.525615728891203,7.329733490791868,1.0,-0.023512276557222326,-0.47233625508557536,0.2702203259876116,0.0,0.0,0.0
1.0,3.238975592524748,3.2704298172353483,1.0,-0.018623101298598076,0.004426158817259488,1.073353499269944,0.0,0.0,0.0
1.0,0.8503077894709516,-0.4198462496342147,0.0,-0.022298208138358026,0.37894027447659356,0.6172433071327867,0.0,0.0,1.0
1.0,-0.5828928923613259,-0.4198462496342147,1.0,-0.022337690038158494,0.47999963901958853,-0.0958786386504024,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.4198462496342147,1.0,-0.023887354605326747,-0.5448612108164306,-0.24997146339195647,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02364717304820725,-0.2226601779793526,-0.11872412786338299,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,1.0,-0.02123219684374547,0.3587284015679946,0.6292371889696016,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02329512610831977,1.0887336936785696,-0.2817266933979995,0.0,0.0,0.0
1.0,0.5636676531044962,0.3182089637396979,0.0,-0.015303331557042306,-0.1477573548474858,3.699214029409933,1.0,0.0,0.0
1.0,-0.009612619628414849,-0.4198462496342147,0.0,-0.020419527739519234,0.1851440812941445,-0.1998256145694641,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023347768641387056,-0.2060151061722711,-0.2427751342898676,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.4198462496342147,1.0,-0.02325893436683601,-0.15251308964950908,0.47388786232133356,0.0,0.0,1.0
1.0,0.5636676531044962,-0.05081864294725836,1.0,-0.018142738184359082,5.3902958221086354,16.445854735792455,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023716266372858064,-0.41051170265927256,-0.27201736048248276,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,1.0,0.07385008835072443,0.6143491471767465,-0.2585385218468242,1.0,0.0,1.0
1.0,0.659214365226648,0.3182089637396979,1.0,-0.01885012222245075,2.4702746536663356,1.7258206711926698,1.0,0.0,0.0
1.0,1.0414012137152553,-0.4198462496342147,1.0,-0.02202512499807148,0.4669213683140245,0.5341999538436023,0.0,0.0,0.0
1.0,1.3280413500817108,0.3182089637396979,0.0,-0.021870487557186322,0.16968794318756883,0.022232540580707262,0.0,0.0,0.0
1.0,-0.5828928923613259,-0.05081864294725836,1.0,-0.02234756051310861,0.030582700228387584,0.07957471850528855,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,0.0,-0.023650463206523954,-0.401000233055226,0.39655588133539427,0.0,0.0,0.0
1.0,0.18148080461588884,-0.4198462496342147,1.0,0.007316506870307449,0.1625543409845339,-0.1075298381490225,0.0,0.0,0.0
1.0,0.659214365226648,-0.4198462496342147,1.0,-0.02358466004018985,-0.37722155904510957,-0.10124732861545284,0.0,0.0,0.0
1.0,1.7102281985703183,1.0562641771136105,1.0,-0.023788649855825583,-0.14656842114698,-0.11518307703537099,0.0,0.0,0.0
1.0,0.27702751673804066,-0.4198462496342147,1.0,-0.02356162893197291,-0.2773511282026205,-0.26299339224335544,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.4198462496342147,1.0,-0.02373271716444159,-0.37603262534460374,-0.27647223087901396,0.0,0.0,0.0
1.0,2.3790551834253812,-0.05081864294725836,0.0,-0.022337690038158494,-0.13943481894394505,-0.22164305676786056,0.0,0.0,0.0
1.0,0.18148080461588884,-0.4198462496342147,0.0,-0.02335434895802047,0.05436137423850403,-0.19400001482015403,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.4198462496342147,1.0,-0.023643882889890545,-0.31420807291830094,-0.2806986463834154,0.0,0.0,0.0
1.0,-0.6784396044834777,0.6872365704266542,0.0,-0.023788649855825583,0.23864609781690654,1.2195646302330199,0.0,0.0,0.0
1.0,-0.48734618023917403,-0.4198462496342147,0.0,-0.023068105184467096,1.7973381791800398,0.8008068129590858,0.0,0.0,0.0
1.0,2.283508471303229,3.2704298172353483,1.0,-0.020482040747536637,0.44076482690289637,0.16444571093151145,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02069590103812249,0.3278161253548432,-0.03853646072582111,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,-0.02381826128067593,-0.2678396585985739,-0.2344365307271297,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.021301290168396287,1.0958672958816047,0.052959723572166155,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02395644792997756,-0.5389165423139014,-0.2972616260628263,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.05081864294725836,1.0,-0.02383471207225946,-0.327286343623865,-0.2934921203426845,0.0,0.0,0.0
1.0,-0.3917994681170222,-0.4198462496342147,1.0,0.11937600897897731,0.5667917991565136,-0.24437431853477623,1.0,0.0,1.0
1.0,0.18148080461588884,-0.05081864294725836,1.0,-0.022765410619330198,-0.20958190727378856,-0.2770433681093385,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.05081864294725836,1.0,-0.02375245811434182,-0.19769257026873036,-0.20268130072108667,0.0,0.0,0.0
1.0,1.3280413500817108,0.3182089637396979,1.0,-0.023406991491087752,-0.3332310121263941,-0.2584242944007593,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02230478845499144,-0.24524991828896325,0.021775630796447648,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023018752809716516,0.1577986061825106,-0.16098828290739708,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.023716266372858064,-0.5377276086133956,-0.25305560443570885,0.0,0.0,0.0
1.0,0.18148080461588884,-0.05081864294725836,1.0,-0.014207708837579403,0.20178915310122603,1.4731495604971045,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,0.0,-0.02278515156923043,-0.40932276895876674,-0.07474656112839535,0.0,0.0,0.0
1.0,-0.6784396044834777,6.591678277417955,0.0,-0.003929254256191673,-0.20958190727378856,-0.2930352105584249,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.023765618747608644,-0.34036461432942905,-0.2933778928966196,0.0,1.0,0.0
1.0,0.18148080461588884,2.901402210548392,1.0,-0.021831005657385858,-0.4176453048623075,0.2128781480630303,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,-0.02244626526260977,2.0945716043064957,-0.06777868691843628,0.0,0.0,1.0
1.0,0.08593409249373699,-0.05081864294725836,1.0,-0.023110877242584267,0.2113006227052726,-0.2837827874271678,0.0,1.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023864323497109808,-0.45093544847647055,-0.2777287327857279,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,0.0,-0.02381168096404252,3.423799481472005,0.8836217113561404,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.0236767844730576,-0.2523835204919982,-0.28275474041258364,0.0,0.0,0.0
1.0,0.18148080461588884,-0.4198462496342147,1.0,-0.021495409509081905,0.2659915729285405,0.6649903795879162,0.0,0.0,0.0
1.0,1.5191347743260146,0.3182089637396979,1.0,-0.022321239246574965,0.7201642465217647,1.1819838004776668,1.0,0.0,1.0
1.0,1.4235880622038626,1.0562641771136105,1.0,-0.022683156661412563,0.42530868879632067,0.21870374781234034,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,1.0,-0.023045074076250158,-0.24049418348693996,-0.23180929946763693,0.0,0.0,0.0
1.0,0.9458545015931035,0.3182089637396979,1.0,-0.023831421913942753,-0.48184772468962195,-0.2990892651998648,0.0,0.0,0.0
1.0,0.659214365226648,-0.05081864294725836,1.0,-0.009193507562920344,1.2183274670337043,1.6359236711395913,1.0,0.0,1.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,-0.02348924544900539,-0.2904293989081845,-0.08639776062701546,0.0,0.0,0.0
1.0,5.818736819822847,-0.05081864294725836,1.0,-0.01410900408807824,0.6523950255929328,2.0110466040167325,0.0,0.0,0.0
1.0,4.003349289501962,-0.05081864294725836,0.0,-0.02364717304820725,-0.4889813268926569,0.4680622625720235,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,0.0,-0.023393830857820933,-0.46639158658304625,-0.10775829304115231,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.02373271716444159,-0.47114732138506954,-0.2894941597304129,0.0,1.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023916966030177095,-0.4628247854815288,-0.29554821437185275,0.0,0.0,0.0
1.0,1.232494637959559,0.3182089637396979,1.0,-0.021251937793645703,0.4883221749231293,0.21162164615631637,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023650463206523954,-0.18580323326367212,-0.2431178166280623,0.0,0.0,0.0
1.0,0.7547610773487998,0.3182089637396979,1.0,-0.021689528849767527,2.0945716043064957,0.011152478312411673,0.0,0.0,0.0
1.0,0.3725742288601925,0.3182089637396979,1.0,-0.023347768641387056,-0.4426129125729298,-0.10490260688952974,0.0,0.0,0.0
1.0,-0.3917994681170222,1.794319390487523,1.0,-0.022739089352796553,-0.26665072489806807,-0.29851812796954025,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023897225080276863,-0.5068153324002442,-0.20268130072108667,0.0,1.0,0.0
1.0,3.143428880402596,-0.05081864294725836,1.0,-0.02381826128067593,-0.2583281889945273,0.03970933982863741,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.022156731330739695,0.024638031725858472,-0.12443550016662813,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.05081864294725836,1.0,-0.02379194001414229,0.48594430752211765,-0.05235798169967437,0.0,0.0,1.0
1.0,4.481082850112721,2.163346997174479,1.0,-0.0224627160541933,-0.20958190727378856,-0.22267110378244467,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.02376232858929194,0.08289578305064378,-0.05041611511657102,0.0,0.0,0.0
1.0,2.8567887440361406,2.163346997174479,1.0,-0.020718932146339426,2.8780789129398325,2.3074668265551557,0.0,0.0,1.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.022005384048171244,0.5394463240448797,0.037310563461274454,0.0,0.0,0.0
1.0,1.0414012137152553,0.6872365704266542,1.0,-0.022225824655390507,-0.36533222204005134,-0.2554543808030718,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023722846689491473,-0.3581986198370164,-0.2786425523542471,0.0,1.0,0.0
1.0,1.996868334936774,-0.4198462496342147,1.0,-0.023420152124354575,0.5774922024610659,-0.1965130186335819,0.0,0.0,0.0
1.0,0.08593409249373699,0.6872365704266542,0.0,-0.021627015841750124,-0.45093544847647055,0.20259767791718902,0.0,0.0,1.0
1.0,0.5636676531044962,0.3182089637396979,1.0,-0.019643050376776754,0.7439429205318812,1.6313545732969952,0.0,0.0,1.0
1.0,-0.29625275599487033,-0.4198462496342147,1.0,-0.02370310573959124,-0.038375454400950124,-0.18166345064514453,0.0,0.0,0.0
1.0,0.08593409249373699,0.3182089637396979,1.0,-0.023219452467035544,-0.3629543546390397,-0.24791536936278824,0.0,0.0,0.0
1.0,-0.10515933175056669,1.0562641771136105,0.0,-0.02302204296803322,-0.1323012167409101,-0.27201736048248276,0.0,0.0,0.0
1.0,0.3725742288601925,0.3182089637396979,1.0,-0.020919631803658457,1.0923004947800872,-0.2355788051877787,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.4198462496342147,1.0,-0.016991182773512185,2.2538887201742757,0.04073738684322154,0.0,0.0,0.0
1.0,-0.3917994681170222,-0.4198462496342147,1.0,-0.018955407288585323,1.2207053344347158,1.3481847345021007,0.0,1.0,0.0
1.0,0.4681209409823443,0.3182089637396979,1.0,-0.023420152124354575,-0.19650363656822453,-0.184633364242832,0.0,0.0,0.0
1.0,0.18148080461588884,-0.4198462496342147,1.0,-0.022179762438956634,0.06625071124356226,-0.1616736475837865,0.0,0.0,0.0
1.0,0.5636676531044962,-0.4198462496342147,0.0,-0.022393622729542484,1.9483327591442794,0.8646599553093666,0.0,0.0,0.0
1.0,-0.009612619628414849,1.0562641771136105,1.0,-0.022113959272622524,0.4062857495882275,0.03388374007932736,0.0,0.0,0.0
1.0,1.4235880622038626,4.008485030609261,1.0,-0.020669579771588845,2.138562151225211,0.7221041026203677,0.0,1.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023897225080276863,-0.25000565309098655,-0.26939012922299,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,-0.022113959272622524,-0.3998112993547202,-0.08205711767654914,0.0,1.0,0.0
1.0,0.659214365226648,-0.4198462496342147,1.0,-0.023479374974055275,-0.3367978132279116,-0.2581958395086295,0.0,0.0,0.0
1.0,0.659214365226648,-0.4198462496342147,0.0,-0.023910385713543682,-0.49849279649670347,0.31077106934065213,0.0,0.0,0.0
1.0,0.659214365226648,0.3182089637396979,1.0,-0.02306481502615039,-0.3784104927456154,-0.04447628792119607,0.0,0.0,0.0
1.0,0.4681209409823443,-0.05081864294725836,1.0,-0.022959529960015816,-0.20125937137024782,0.10847426235970899,0.0,0.0,1.0
1.0,0.8503077894709516,1.0562641771136105,0.0,-0.021883648190453145,-0.08236600131966555,0.13691689642986982,0.0,0.0,0.0
1.0,0.08593409249373699,-0.4198462496342147,1.0,-0.022097508481039,0.1637432746850397,0.8490107951984749,0.0,0.0,0.0
1.0,0.3725742288601925,-0.05081864294725836,1.0,-0.016829965015993622,0.5477688599484204,2.446024718631883,1.0,0.0,1.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023778779380875466,-0.05383159250752582,0.671044434229356,0.0,0.0,0.0
1.0,-0.48734618023917403,-0.4198462496342147,1.0,-0.013901724114125798,2.982705078584345,0.04119429662748115,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023232613100302366,-0.28210686300464377,-0.20153902626043763,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.4198462496342147,1.0,-0.02178494344095198,-0.10495574162927619,0.22567162202229943,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.4198462496342147,1.0,-0.02299243154318287,-0.29994086851223106,-0.10181846584577735,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023492535607322094,-0.454502249577988,-0.02985517482488849,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,1.0,-0.02379194001414229,-0.22384911167985844,-0.29828967307741044,0.0,0.0,0.0
1.0,0.659214365226648,0.3182089637396979,1.0,-0.00040878485731687475,0.5216123185372923,0.8572351713151479,1.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,0.0,-0.02358466004018985,-0.23573844868491667,0.046562986592531594,0.0,0.0,0.0
1.0,-0.5828928923613259,-0.4198462496342147,1.0,-0.020646548663371907,-0.1691581614565906,-0.2427751342898676,0.0,0.0,0.0
1.0,0.9458545015931035,-0.4198462496342147,1.0,-0.02013328396596586,0.07100644604558555,0.021775630796447648,0.0,0.0,0.0
1.0,0.27702751673804066,-0.05081864294725836,1.0,-0.02365375336484066,-0.17034709515709642,-0.14819480894812795,0.0,0.0,1.0
1.0,1.232494637959559,-0.05081864294725836,1.0,-0.020814346737523883,2.494053327676452,1.9762072329669371,0.0,0.0,0.0
1.0,0.4681209409823443,-0.05081864294725836,1.0,-0.021166393677411365,-0.48184772468962195,-0.24951455360769687,0.0,0.0,0.0
1.0,2.7612420319139885,0.3182089637396979,1.0,-0.02188693834876985,0.8176568099632421,-0.06800714181056608,0.0,0.0,0.0
1.0,0.659214365226648,0.6872365704266542,1.0,-0.018507945757513387,0.23507929671538907,0.6950321979029856,0.0,0.0,1.0
1.0,2.1879617591810776,1.0562641771136105,0.0,-0.02279173188586384,0.09121831895418453,0.5893718102929505,0.0,0.0,0.0
1.0,-0.009612619628414849,0.3182089637396979,1.0,-0.023821551438992637,-0.45093544847647055,-0.24049058536856954,0.0,0.0,0.0
1.0,-0.2007060438727185,1.794319390487523,0.0,-0.02213041006420605,0.6226716830802872,1.3128884536680456,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.023785359697508876,0.2659915729285405,0.3338450134457625,0.0,0.0,0.0
1.0,0.659214365226648,0.3182089637396979,1.0,0.02011522272229153,1.8555959305048253,0.3055166068216666,1.0,0.0,1.0
1.0,0.7547610773487998,-0.05081864294725836,1.0,0.052095561560668205,1.2694516161554548,2.095118004320501,1.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,-0.02333789816643694,0.10667445706076023,-0.28229783062832403,0.0,0.0,0.0
1.0,0.27702751673804066,-0.05081864294725836,1.0,-0.0228279236273476,-0.18104749846164883,-0.21627436680281012,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.022048156106288415,0.4669213683140245,-0.1347159703124694,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.4198462496342147,1.0,0.06860886615221269,4.832685916571405,2.285078247126435,0.0,0.0,0.0
1.0,-0.3917994681170222,-0.4198462496342147,1.0,-0.023235903258619073,-0.025297183695386076,0.3668567453585195,0.0,1.0,0.0
1.0,0.18148080461588884,-0.05081864294725836,1.0,-0.02182442534075245,-0.32609740992335917,0.5458511533422225,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,0.0,-0.015592865488912384,0.18038834649212124,-0.2192442804004976,0.0,0.0,0.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023874193972059924,-0.23454951498441085,-0.25602551803339635,0.0,0.0,0.0
1.0,6.009830244067151,1.0562641771136105,0.0,-0.020060900482998342,0.13877566697441743,-0.06869250648695549,0.0,0.0,0.0
1.0,2.952335456158292,2.532374603861436,0.0,-0.0228279236273476,0.0472277720354691,1.0286905678585672,0.0,0.0,0.0
1.0,0.3725742288601925,0.3182089637396979,0.0,-0.023916966030177095,-0.34630928283195817,0.2008842662262155,0.0,0.0,0.0
1.0,0.08593409249373699,0.3182089637396979,1.0,-0.020992015286625976,0.18276621389313288,2.6549467174845907,0.0,0.0,1.0
1.0,0.27702751673804066,-0.05081864294725836,0.0,-0.021199295260578416,4.8065293751602765,0.20990823446534282,0.0,0.0,0.0
1.0,-0.5828928923613259,-0.05081864294725836,1.0,-0.022400203046175897,-0.25119458679149237,-0.2889230225000884,0.0,0.0,0.0
1.0,0.18148080461588884,-0.4198462496342147,0.0,-0.023038493759616748,-0.1323012167409101,-0.16715656499490184,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.4198462496342147,0.0,-0.02338725054118752,-0.27140645970009136,0.4002111596094711,0.0,0.0,0.0
1.0,-0.3917994681170222,-0.05081864294725836,1.0,-0.02369652542295783,-0.1953147028677187,-0.2195869627386923,0.0,0.0,0.0
1.0,0.5636676531044962,0.3182089637396979,0.0,-0.02308784613436733,-0.00389637708628127,2.727595373181869,0.0,0.0,0.0
1.0,-0.29625275599487033,-0.05081864294725836,0.0,-0.02205144626460512,-0.14894628854799163,-0.24757268702459354,1.0,0.0,1.0
0.0,-0.6784396044834777,-0.4198462496342147,1.0,-0.023785359697508876,-0.4533133158774822,-0.2990892651998648,0.0,0.0,0.0
1.0,0.27702751673804066,-0.05081864294725836,1.0,-0.023492535607322094,1.2373504062417975,3.8625592772827444,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,0.0,-0.02225543608024086,-0.05026479140600835,0.9579837787443922,0.0,0.0,1.0
1.0,4.672176274357025,1.794319390487523,1.0,-0.022946369326748997,0.43006442359834396,-0.07725956494182322,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,0.0,-0.023120747717534383,-0.06215412841106657,-0.07440387879020065,0.0,0.0,0.0
1.0,0.3725742288601925,-0.4198462496342147,1.0,-0.022716058244579618,-0.2428720508879516,-0.1462529423650246,0.0,0.0,0.0
1.0,-0.2007060438727185,-0.05081864294725836,0.0,-0.023328027691486824,-0.07047666431460733,-0.28641001868666055,0.0,0.0,0.0
1.0,-0.009612619628414849,-0.4198462496342147,0.0,-0.023262224525152714,0.36467307007052374,0.8001214482826964,0.0,0.0,0.0
1.0,-0.5828928923613259,0.3182089637396979,1.0,-0.02334447848307035,0.027015899126870118,-0.13323101351362565,0.0,0.0,0.0
1.0,0.08593409249373699,-0.05081864294725836,0.0,-0.023397121016137636,1.5048604888556076,2.613139472224836,0.0,0.0,0.0
1.0,0.8503077894709516,-0.4198462496342147,0.0,-0.019715433859744273,0.6428835559888862,-0.13882815837080592,0.0,0.0,1.0
1.0,0.4681209409823443,-0.4198462496342147,1.0,-0.023508986398905623,-0.46163585178102295,-0.24334627152019211,0.0,0.0,0.0
1.0,3.525615728891203,-0.05081864294725836,1.0,-0.022192923072223453,0.8782924286890391,0.28975321926471,0.0,0.0,0.0
1.0,3.4300690167690515,2.163346997174479,1.0,0.08494121203633839,-0.44142397887242396,-0.03362468054503028,1.0,0.0,0.0
1.0,0.8503077894709516,-0.4198462496342147,1.0,-0.022041575789655005,0.6012708764711824,1.1895228119179504,0.0,0.0,0.0
1.0,-0.10515933175056669,-0.4198462496342147,1.0,-0.023094426451000738,0.006804026218271133,-0.13974197793932513,0.0,0.0,0.0
