F_UserName,User_nIdx,F_Comment,Label,TextLen
云夜悠长,2677,就事论事，别乱扩散话题，游戏鄙视链顶到你的G点了？呵呵,5.0,27
云夜悠长,2677,有一说一，塞尔达那画质明显更粗糙好吧,5.0,18
云夜悠长,2677,你们所谓实锤的pv剪辑我可是看过不少,5.0,18
云夜悠长,2677,咦？,5.0,2
云夜悠长,2677,嗯没错，由米哈游开启的中国原创游戏废土时代就此降临！,5.0,26
云夜悠长,2677,姐姐[嘻嘻] sorry啊没看你主页,5.0,18
云夜悠长,2677,大哥[作揖][嘻嘻] 显年轻多好,5.0,16
云夜悠长,2677,明明就是有鼓励你还不认，哎呀你好羞涩啊( ^_^)／摸摸，真是腼腆一孩子呢,5.0,37
云夜悠长,2677,亲亲，感谢您的认可和鼓励呢,5.0,13
云夜悠长,2677,横版-3D战斗-开放世界/galgame（或许？没太关注未定事件簿） 鬼知道米哈游下一步会干嘛，静静期待大伟哥带给我们的惊喜吧！,5.0,64
云夜悠长,2677,而微博是个粪坑[笑而不语],5.0,13
云夜悠长,2677,对不起，我的错,5.0,7
云夜悠长,2677,今天是中国游戏黑暗时代的第几天来着？（滑稽）,5.0,22
云夜悠长,2677,对不起，这边没有马哦，请问您是从青青草原上来的吗？全家都是马？,5.0,31
云夜悠长,2677,一看，woc这不是龙之谷的神圣天堂么,5.0,18
云夜悠长,2677,woc这都算粗制滥造。。。那某些大厂的换皮游戏岂不是。。。,5.0,29
云夜悠长,2677,[汗]憨憨,5.0,5
云夜悠长,2677,太真实了,5.0,4
云夜悠长,2677,原神太黑暗了，污染了中国游戏界！玩原神不如去玩光明龙族！！,5.0,29
云夜悠长,2677,亲亲，感谢您对我们的肯定，我们米哈游大厂真是感激不尽,5.0,26
云夜悠长,2677,插眼求打脸,5.0,5
云夜悠长,2677,哇，那你好厉害[哈哈],5.0,11
云夜悠长,2677,我龙之谷不要面子的吗？删掉重发，龙之谷放最前面[喵喵],5.0,27
云夜悠长,2677,不用怕，绝对带不动[笑而不语],5.0,15
云夜悠长,2677,国产游戏的废土时代就此降临[笑而不语],5.0,19
死而复生321,2732,请大家理性看待！首先这是抄袭明显的山寨作没啥好洗的。但没技术没资金的时候，不从这些搞起怎么获得发展的机会，坦白来讲，机械制造（别的我不清楚）美国日本德国都曾经山寨过，只是那时候我们还没出生他们就度过那个阶段了。所以前期抄一抄可以忍。 但是，（回复里继续）,5.0,127
Angel_of_Death_TaRasha,2649,能做出这样的效果就不能原创一次给国产游戏涨涨脸吗？那个飞行和落地动作都一模一样有必要吗？希望公测的时候能有所改变,5.0,56
曦焕腻,2569,现实中我受同学欺负，受父母指点，受老师辱骂，被社会欺压。但是我一但拿起手机，举起键盘，跟着万千正义人士一起攻击黑暗，靠问候父母的方式还网络世界一片净土，打击不良公司。一起争当“键盘侠”吧！[鼓掌][鼓掌][鼓掌]口区[吐],5.0,111
闻人流葭,1281,好像怪猎的风漂龙[微笑],5.0,12
