CommentID,CommentTime,RootID,CommentRaw,Comment,CommentLike,CommentReply,UserID,UserName,UserLocation,UserDescription,UserGender,UserFan,UserFollow,UserWeibo,UserVerified,UserFanTitle,VipRank
4481688375200938	,Thu Mar 12 16:20:37 +0800 2020,0,作为米哈游科技（上海）有限公司制作发行的一款开放世界冒险游戏，画面风格精致富有美感，是一款自由度很高的手游大作，我真心想获得本次测试，也会抓住每一个机会，我会努力争取的！[太开心]@原神 旅行者，安柏，凯亚，琴，丽莎，芭芭拉，到时候一定与你们结友！共度时光@微博抽奖平台 加油！#原神#,作为米哈游科技（上海）有限公司制作发行的一款开放世界冒险游戏，画面风格精致富有美感，是一款自由度很高的手游大作，我真心想获得本次测试，也会抓住每一个机会，我会努力争取的！@原神 旅行者，安柏，凯亚，琴，丽莎，芭芭拉，到时候一定与你们结友！共度时光@微博抽奖平台 加油！#原神#,2,0,6153913596	,原神忠粉,其他,我，这个，e。。。。还好。,m,1,249,23,False,Null,0
4462043262297752	,Sat Jan 18 11:17:56 +0800 2020,0,可恶的米忽悠，出这么个游戏，估计又要换一部📱,可恶的米忽悠，出这么个游戏，估计又要换一部📱,0,0,7358799581	,蠢萌萌66,黑龙江,,m,1,977,153,False,loyal_fans,0
4461401621863634	,Thu Jan 16 16:48:17 +0800 2020,0,等私信@_恭弥大人_ ,等私信@_恭弥大人_ ,0,0,5648392127	,DodLIke刂兆,浙江 金华,,m,51,86,416,False,loyal_fans,0
4461395208773600	,Thu Jan 16 16:22:48 +0800 2020,0,@b1gcatttttttttt 来个测试资格吧[二哈],@b1gcatttttttttt 来个测试资格吧,0,0,5210165672	,wangxorz,其他,,m,29,87,51,False,Null,0
4461066480143652	,Wed Jan 15 18:36:33 +0800 2020,0,明显的有人带节奏...守望先锋被抄没人闹，吃鸡基本全民的游戏网易抄袭也不见有人当正义使者，然后我睡一觉起来全中国就我一个人没玩过塞尔达了（转载的）,明显的有人带节奏...守望先锋被抄没人闹，吃鸡基本全民的游戏网易抄袭也不见有人当正义使者，然后我睡一觉起来全中国就我一个人没玩过塞尔达了（转载的）,6,0,7371213665	,港莲湾居士,其他,不怎么玩微博，大号懒得找，这是小号,m,0,54,3,False,Null,0
4461028974594270	,Wed Jan 15 16:07:31 +0800 2020,0,任天堂荒野之息抄袭原神，你米哈游屁都不敢放一个，法律维权都不会？这就是中国游戏厂商，真丢人，怂的要死。,任天堂荒野之息抄袭原神，你米哈游屁都不敢放一个，法律维权都不会？这就是中国游戏厂商，真丢人，怂的要死。,1,1,5581772888	,忘初心有,湖南 常德,,m,44,76,117,False,Null,0
4461278262839300	,Thu Jan 16 08:38:07 +0800 2020,4461028974594270	,律师函都没有，原神都成功登录ns了，就不要在这嗷嗷叫了,律师函都没有，原神都成功登录ns了，就不要在这嗷嗷叫了,0,Null,7358799581	,蠢萌萌66,黑龙江,,m,1,977,153,False,loyal_fans,0
4460954823301364	,Wed Jan 15 11:12:53 +0800 2020,0,我的天，玩过塞尔达的都看得出来好吗，攀爬，游泳，战斗机制不是抄袭是什么，你们公司也真的好意思，把人家塞尔达风神兽改个风魔龙你好意思，你有什么脸上的swich，你侮辱我们塞尔达玩家么,我的天，玩过塞尔达的都看得出来好吗，攀爬，游泳，战斗机制不是抄袭是什么，你们公司也真的好意思，把人家塞尔达风神兽改个风魔龙你好意思，你有什么脸上的swich，你侮辱我们塞尔达玩家么,0,11,3835027537	,拉文克劳第一帅猹,海外 日本,陆景和yyds,f,183,895,301,False,Null,0
4460756835567135	,Tue Jan 14 22:06:08 +0800 2020,0,@相生栗子 嘿嘿，栗子大大出来装个好友帮个忙[太开心][太开心],@相生栗子 嘿嘿，栗子大大出来装个好友帮个忙,0,0,6555427619	,葱花不开花,广东,,m,161,128,52,False,Null,0
4460738112819103	,Tue Jan 14 20:51:45 +0800 2020,0,原神登录NS了，要不再来个暴躁大哥砸个NS助助兴?[doge][吃瓜],原神登录NS了，要不再来个暴躁大哥砸个NS助助兴?,4,0,7095951562	,马甲49056,其他,,m,0,71,9,False,Null,0
4460726548269602	,Tue Jan 14 20:05:48 +0800 2020,0,塞尔达120神庙全通，明天cj我就不去了，怕认错……等等！他们是同一个展台了？[吃瓜][吃瓜][吃瓜],塞尔达120神庙全通，明天cj我就不去了，怕认错……等等！他们是同一个展台了？,2,0,6037545675	,skytree百沫,上海 浦东新区,偏远小城里又多了一个伤心的人,m,54,36,9,False,Null,0
4460703643517009	,Tue Jan 14 18:34:46 +0800 2020,0,说的好像你们比人家官方更懂游戏一样 这么牛逼，怎么不去喷鹅厂？ 这要是构成抄袭，人家早就告了，要不您试试？，您去帮他们告,说的好像你们比人家官方更懂游戏一样 这么牛逼，怎么不去喷鹅厂？ 这要是构成抄袭，人家早就告了，要不您试试？，您去帮他们告,1,2,7351663044	,五行缺钱37715,其他,,m,3,31,158,False,Null,0
4661616077177105	,Thu Jul 22 04:29:03 +0800 2021,4460703643517009	,回复@蠢萌萌66:毕竟当初被带节奏的总不能打自己的脸，只能选择性忽略当个无脑黑了[吃瓜],回复@蠢萌萌66:毕竟当初被带节奏的总不能打自己的脸，只能选择性忽略当个无脑黑了,0,Null,7375957830	,黑鸭嗨哟,其他,无,m,0,6,0,False,Null,0
4461299775818380	,Thu Jan 16 10:03:36 +0800 2020,4460703643517009	,都半年了，任天堂都接受原神登录ns，这帮抄袭警察还嗷嗷叫着原神抄袭，自己丢脸丢到国外，还觉得自己是正义的,都半年了，任天堂都接受原神登录ns，这帮抄袭警察还嗷嗷叫着原神抄袭，自己丢脸丢到国外，还觉得自己是正义的,0,Null,7358799581	,蠢萌萌66,黑龙江,,m,1,977,153,False,loyal_fans,0
4460702758881584	,Tue Jan 14 18:31:16 +0800 2020,0,黑暗，真的太黑暗了,黑暗，真的太黑暗了,1,0,1889341913	,连哄带蒙不要脸,四川,,m,15,48,147,False,Null,0
4460690213472349	,Tue Jan 14 17:41:25 +0800 2020,0,去年买了个表,去年买了个表,0,0,2534822355	,印第安老斑鳩鳩,其他,,m,145,172,1007,False,Null,0
4460689290366215	,Tue Jan 14 17:37:45 +0800 2020,0,笑到肚子疼,笑到肚子疼,0,0,6607563888	,血腥来袭2018,广东,,m,4,81,78,False,Null,0
4460673314183811	,Tue Jan 14 16:34:15 +0800 2020,0,原神登录ns了，现在看这些评论真的好笑,原神登录ns了，现在看这些评论真的好笑,8,0,6995827038	,非洲雷姆,其他,,m,0,62,18,False,Null,0
4460634743550192	,Tue Jan 14 14:01:00 +0800 2020,0,什么时候才能玩啊，怎么今年一点消息都没,什么时候才能玩啊，怎么今年一点消息都没,0,0,6991073626	,sven1207,海外,,m,5,103,27,False,Null,0
4460434638047615	,Tue Jan 14 00:45:51 +0800 2020,0,待启二测,待启二测,1,0,6309303647	,晨夌,云南 昆明,,m,52,42,8,False,Null,0
4458238462270351	,Tue Jan 07 23:19:01 +0800 2020,0,塞尔达万物起源？ 原神抄袭？法律不行？那好就以那些网络大法官们的标准来看塞尔达 塞尔达”抄袭”的对象之多令人发指，迷官冒险”抄袭”(1974年的龙与地下城)，HP值”抄袭”(1974年 的龙与地下城)，开箱宝物”抄袭”(1996年的暗黑破坏神)，解 宽“抄袭”(1970年 的益智游戏),塞尔达万物起源？ 原神抄袭？法律不行？那好就以那些网络大法官们的标准来看塞尔达 塞尔达”抄袭”的对象之多令人发指，迷官冒险”抄袭”(1974年的龙与地下城)，HP值”抄袭”(1974年 的龙与地下城)，开箱宝物”抄袭”(1996年的暗黑破坏神)，解 宽“抄袭”(1970年 的益智游戏),6,3,6390923738	,伊卡洛斯-天空女神,浙江 温州,,f,1,100,30,False,Null,0
4460673767297942	,Tue Jan 14 16:36:04 +0800 2020,4458238462270351	,哥们，现在原神也要上NS了[允悲],哥们，现在原神也要上NS了,0,Null,3216330805	,艾·喆芷谮濹锉布锴勒,其他,总之就是反对一切政治正确，还喜欢吃狗肉，不服你来打我啊😁,m,54,521,1369,False,Null,0
4458238621365229	,Tue Jan 07 23:19:40 +0800 2020,4458238462270351	,射 箭”抄袭”(1993年的德军总部3D)，做菜”抄袭”(2003年的洛奇)，物理爬墙”抄袭”(1987年的波斯王子)，滑行飞行”抄袭”(2002年的完美端游2001年的飞飞)，地牢副本定义”抄袭”(1999年的无尽的任务)，无缝地图“抄袭”(19989年 的 lineage系列)，高自由度抄袭(1997年的网络创世纪),射 箭”抄袭”(1993年的德军总部3D)，做菜”抄袭”(2003年的洛奇)，物理爬墙”抄袭”(1987年的波斯王子)，滑行飞行”抄袭”(2002年的完美端游2001年的飞飞)，地牢副本定义”抄袭”(1999年的无尽的任务)，无缝地图“抄袭”(19989年 的 lineage系列)，高自由度抄袭(1997年的网络创世纪),1,Null,6390923738	,伊卡洛斯-天空女神,浙江 温州,,f,1,100,30,False,Null,0
4458218090820098	,Tue Jan 07 21:58:04 +0800 2020,0,@无情女人 进来看抄袭怪,@无情女人 进来看抄袭怪,1,2,5584531245	,肿肿,其他,,f,1124,96,69,True,Null,7
4661616387817735	,Thu Jul 22 04:30:18 +0800 2021,4458218090820098	,王者荣耀真好玩是吧[太开心],王者荣耀真好玩是吧,1,Null,7375957830	,黑鸭嗨哟,其他,无,m,0,6,0,False,Null,0
4458371664778764	,Wed Jan 08 08:08:20 +0800 2020,4458218090820098	,怎么不看看正版荣耀[太开心],怎么不看看正版荣耀,1,Null,5998885294	,樱龙揩泪,其他,,m,8,20,8,False,Null,0
4457707794625028	,Mon Jan 06 12:10:21 +0800 2020,0,好好解决你们抄袭的问题吧，我可不想游戏没出来就先别搞死了[可爱],好好解决你们抄袭的问题吧，我可不想游戏没出来就先别搞死了,1,0,6871539065	,沙雕乌龙茶茶,山东,emmm没啥好说的,f,2,220,101,False,Null,0
4457180785148628	,Sun Jan 05 01:16:12 +0800 2020,0,到底什么时候公测呢,到底什么时候公测呢,0,0,7367045377	,墨染无颜,其他,,m,0,5,0,False,Null,0
4456689174968070	,Fri Jan 03 16:42:43 +0800 2020,0,抄袭,抄袭,0,0,2945290207	,RAOOOOOO豹,其他,一心一技，直至极致。,m,211,163,484,False,Null,0
4456130040057386	,Thu Jan 02 03:40:54 +0800 2020,0,@焱瞮 ,@焱瞮 ,0,0,5539462903	,咦我昵称哪去了,山东 泰安,咕咕咕,m,44,487,39,False,Null,0
4455303908836893	,Mon Dec 30 20:58:10 +0800 2019,0,米哈游加油＾０＾~,米哈游加油＾０＾~,0,0,7080393716	,Eternal心晗11203,其他,,m,0,4,2,False,Null,0
4453030231737848	,Tue Dec 24 14:23:22 +0800 2019,0,为什么不送switch➕塞尔达？,为什么不送switch➕塞尔达？,0,0,6450919178	,-iLan,其他,,m,0,31,5,False,Null,0
4452751050341087	,Mon Dec 23 19:54:01 +0800 2019,0,咋不抽奖送一个塞尔达荒野之息的卡带呢,咋不抽奖送一个塞尔达荒野之息的卡带呢,1,7,7217990194	,孙笑川5655,其他,最简单的嘴臭，最极致的享受,m,13,9,16,False,Null,0
4472599378056641	,Sun Feb 16 14:24:11 +0800 2020,4452751050341087	,回复@孙笑川5655:哈哈哈哈哈哈哈，装逼谁不会呀，扯个外星人就是高端数码粉嗷，牛逼牛逼[哈哈],回复@孙笑川5655:哈哈哈哈哈哈哈，装逼谁不会呀，扯个外星人就是高端数码粉嗷，牛逼牛逼,0,Null,7087027730	,云夜悠长,四川,,m,1,29,63,False,Null,0
4472599222029838	,Sun Feb 16 14:23:33 +0800 2020,4452751050341087	,太君你的头像没了555 太君你家乡的母亲被送入焚尸炉了555 太君你美丽的妻子被ntr了现在跟黄毛正爱的死去活来的555 太君快回家吧，带力本帝国离不开你555 [哈哈],太君你的头像没了555 太君你家乡的母亲被送入焚尸炉了555 太君你美丽的妻子被ntr了现在跟黄毛正爱的死去活来的555 太君快回家吧，带力本帝国离不开你555 ,0,Null,7087027730	,云夜悠长,四川,,m,1,29,63,False,Null,0
4460825508899118	,Wed Jan 15 02:39:01 +0800 2020,4452751050341087	,回复@有毒的茶茶:爷要换外星人Alienware了，你们就继续吹吧，只有手机的白嫖党们,回复@有毒的茶茶:爷要换外星人Alienware了，你们就继续吹吧，只有手机的白嫖党们,0,Null,7217990194	,孙笑川5655,其他,最简单的嘴臭，最极致的享受,m,13,9,16,False,Null,0
4460769976152175	,Tue Jan 14 22:58:22 +0800 2020,4452751050341087	,都是ns的游戏确实可以有啊[doge],都是ns的游戏确实可以有啊,0,Null,6829123837	,万里的追寻者41043,其他,,m,4,28,70,False,Null,0
4460667279430175	,Tue Jan 14 16:10:17 +0800 2020,4452751050341087	,原神上NS了太黑暗了，快砸了,原神上NS了太黑暗了，快砸了,0,Null,6617697872	,有毒的茶茶,其他,,m,1,30,2,False,Null,0
4459449890115897	,Sat Jan 11 07:32:48 +0800 2020,4452751050341087	,回复@慧骃要成为本子画师:他是抄袭塞尔达的，你看不出来吗。我有整个塞尔达系列的所有卡带。你这种屌丝也只能张口就来吧,回复@慧骃要成为本子画师:他是抄袭塞尔达的，你看不出来吗。我有整个塞尔达系列的所有卡带。你这种屌丝也只能张口就来吧,0,Null,7217990194	,孙笑川5655,其他,最简单的嘴臭，最极致的享受,m,13,9,16,False,Null,0
4459425488433121	,Sat Jan 11 05:55:51 +0800 2020,4452751050341087	,因为有你这种买不起的云玩家等着白嫖啊[二哈],因为有你这种买不起的云玩家等着白嫖啊,2,Null,6006954120	,事彗茵,云南,好想和琪亚娜,f,4738,957,2942,False,Null,2
4450099151743740	,Mon Dec 16 12:16:18 +0800 2019,0,开服啊！！！直接648,开服啊！！！直接648,0,1,6477380500	,猫某人f,其他,懂得珍惜,m,80,115,1,False,Null,0
4450098253510874	,Mon Dec 16 12:12:44 +0800 2019,0,加油啊,加油啊,0,0,6477380500	,猫某人f,其他,懂得珍惜,m,80,115,1,False,Null,0
4448709415060539	,Thu Dec 12 16:14:00 +0800 2019,0,什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线,什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线什么时候上线,0,0,7346879942	,养老养老没头发了,海外,,m,0,24,1,False,Null,0
4447268499684591	,Sun Dec 08 16:48:18 +0800 2019,0,老抽奖，放点干货瞧瞧啊[悲伤],老抽奖，放点干货瞧瞧啊,0,0,5461708840	,快乐少年亚索,其他,,m,14,139,40,False,Null,0
4446781959738177	,Sat Dec 07 08:34:58 +0800 2019,0,呜呜呜呜,呜呜呜呜,0,0,6233731166	,北原滝,湖南 长沙,很爱蓝色,m,11,696,4,False,Null,0
4446550723698625	,Fri Dec 06 17:16:08 +0800 2019,0,啥时候ps4平台测试啊[悲伤],啥时候ps4平台测试啊,0,0,5536468200	,红鲤鱼与绿鲤鱼与驴--233,吉林 辽源,事已至此，先吃饭吧,m,36,395,3,False,Null,0
4445870202158705	,Wed Dec 04 20:11:59 +0800 2019,0,让一让，我拖个地[doge],让一让，我拖个地,1,0,7205738483	,星空下的特图,湖南,even if the sky is falling down ……,m,2,75,4,False,Null,0
4445817391696417	,Wed Dec 04 16:42:07 +0800 2019,0,混蛋啥时候二测，记得给我个资格，啊啊啊,混蛋啥时候二测，记得给我个资格，啊啊啊,0,0,6801957203	,凉宫呆唯,山东 青岛,,m,19,117,17,False,Null,0
4444449096389088	,Sat Nov 30 22:05:01 +0800 2019,0,中国游戏厂商就一国际笑话,中国游戏厂商就一国际笑话,1,1,5498521142	,顾影自叹,宁夏 银川,我是一个传说,m,178,756,269,False,Null,0
4448240604982470	,Wed Dec 11 09:11:07 +0800 2019,4444449096389088	,吔屎啦你,吔屎啦你,1,Null,6647364322	,QUARTZ2017,山东 青岛,我如花似玉，娇小曼妙。,f,180,1475,42,False,Null,0
4444449020579336	,Sat Nov 30 22:04:42 +0800 2019,0,米哈游全体员工就是一个笑话，米卫兵就是腊鸡，抄袭无罪,米哈游全体员工就是一个笑话，米卫兵就是腊鸡，抄袭无罪,1,2,5498521142	,顾影自叹,宁夏 银川,我是一个传说,m,178,756,269,False,Null,0
4472599889255734	,Sun Feb 16 14:26:13 +0800 2020,4444449020579336	,太君宁说的太对了，我要为宁送上大大的举报,太君宁说的太对了，我要为宁送上大大的举报,0,Null,7087027730	,云夜悠长,四川,,m,1,29,63,False,Null,0
4458378468151536	,Wed Jan 08 08:35:21 +0800 2020,4444449020579336	,是正版荣耀不好玩吗，来这里骂，玩着抄袭游戏骂着另一个抄袭游戏[费解],是正版荣耀不好玩吗，来这里骂，玩着抄袭游戏骂着另一个抄袭游戏,0,Null,5998885294	,樱龙揩泪,其他,,m,8,20,8,False,Null,0
4444447306005040	,Sat Nov 30 21:57:53 +0800 2019,0,辣鸡游戏，养了一堆狗，崩坏三骗人钱就算了，还抄袭有理，我无罪,辣鸡游戏，养了一堆狗，崩坏三骗人钱就算了，还抄袭有理，我无罪,1,2,5498521142	,顾影自叹,宁夏 银川,我是一个传说,m,178,756,269,False,Null,0
