UserID,FirstIndex,IndexList,UserName,TotalComment,Comment,Reply,LikeCount,Province,ProvinceCode,Region,UserLocation,Description,UserDescription,DescriClean,DescriptionLen,SpecialChar,UserGender,UserFan,UserFollow,UserWeibo,UserVerified,LoyalFan,VipRank
1303325180,1763,[1763],三十建构设计工作室,1,1,0,0,福建,26,厦门,福建 厦门,1,设计｜艺术｜审美 建构｜工艺｜品质 独立设计异地可接 相互学习提高品质,设计艺术审美 建构工艺品质 独立设计异地可接 相互学习提高品质,28,4,1,364,165,38,0,0,0
1306136785,1136,"[1136, 1137]",漂小流,2,2,0,0,陕西,31,西安,陕西 西安,0,,,0,0,1,1,9,2,0,0,0
1309488030,1675,[1675],MSK-友人A-,1,1,0,0,广东,12,,广东,1,【ＭＳＫにようこそ！】SW-5573-3085-3035 PSN ID：kyonmisaki ；FC(日)：5370-0545-8867,SW557330853035 PSN IDkyonmisaki FC日537005458867,44,21,1,136,78,4989,0,0,0
1316766957,2780,[2780],逆风期多赚少花-aP,1,1,0,0,广东,12,深圳,广东 深圳,1,收Xperia Z系列/XZ系列+非黑白+正规渠道+箱说+全成色(基本)完好设备，有的话还请私信，感谢~,收Xperia Z系列XZ系列非黑白正规渠道箱说全成色基本完好设备有的话还请私信感谢,41,10,1,1622,479,12020,0,0,0
1317906234,3401,[3401],永冻豪宅,1,0,1,14,安徽,9,合肥,安徽 合肥,1,微博用来说屁话 看图走老福特或推特,微博用来说屁话 看图走老福特或推特,16,0,0,505,794,8027,0,0,6
1321579582,1111,[1111],超和平冬子,1,1,0,0,辽宁,29,锦州,辽宁 锦州,1,困,困,1,0,1,493,879,1784,0,0,0
1333595413,2489,[2489],jensouyzx,1,1,0,0,浙江,19,温州,浙江 温州,1,为生活在奋斗,为生活在奋斗,6,0,1,22,17,435,0,0,0
1335653520,3113,[3113],11223344八甲基环丁烷,1,1,0,0,其他,2,,其他,0,,,0,0,1,95,288,1584,0,0,0
1338477342,2179,[2179],巖繭,1,1,0,0,云南,1,昆明,云南 昆明,1,兴趣使然的小画家～,兴趣使然的小画家,8,1,1,829,777,8132,0,0,0
1351818585,3384,[3384],走运的猫,1,0,1,2,上海,0,杨浦区,上海 杨浦区,0,,,0,0,1,202,1391,157,0,0,0
1362924980,1676,[1676],Toshinmaro,1,1,0,1,其他,2,,其他,1,:骷髅:骷髅的标志是信念的象徵:骷髅:,骷髅的标志是信念的象徵,13,2,0,2631,351,35008,1,0,0
1372546613,1040,[1040],林克没有时间,1,1,0,0,山东,10,菏泽,山东 菏泽,1,我在无人处爱你,我在无人处爱你,7,0,0,1076,631,874,0,0,0
1375808152,319,[319],夏天1227,1,1,0,0,河南,18,,河南,0,,,0,0,1,186,302,498,0,0,0
1391218714,1079,[1079],伊伊伊然_,1,1,0,2,浙江,19,杭州,浙江 杭州,1,皇家恐怖卫士,皇家恐怖卫士,6,0,1,213,347,6772,0,0,4
1393800187,1879,[1879],Tusmuto,1,1,0,0,其他,2,,其他,1,不能留在身边，那就留在心里边,不能留在身边那就留在心里边,13,1,1,1768,5009,146598,0,0,0
1395648051,1509,[1509],JxmDY,1,1,0,0,四川,6,,四川,0,,,0,0,1,74,130,242,0,0,0
1398031594,766,[766],D胡多多D,1,1,0,0,四川,6,,四川,1,寻找mk228星,寻找mk228星,8,0,1,29728,992,360,1,0,7
1401043440,3431,[3431],丁悦律师,1,1,0,0,江苏,15,苏州,江苏 苏州,1,一闪一闪亮晶晶，满天都是小星星！,一闪一闪亮晶晶满天都是小星星,14,2,1,1553,2553,17732,1,0,0
1408236792,2352,"[2352, 2358]",毛毛熊abc,2,2,0,0,北京,4,宣武区,北京 宣武区,1,Nature konws the best,Nature konws the best,18,0,1,588,868,7300,0,0,0
1413854707,882,[882],沙豆布吉岛岛主,1,1,0,0,海外,21,,海外,1,爱是在一条时光的窄道里，生命与生命的短兵相见。,爱是在一条时光的窄道里生命与生命的短兵相见,21,2,0,635,618,2818,0,0,0
1419661555,2751,[2751],智慧弟弟,1,1,0,0,广东,12,珠海,广东 珠海,1,善。,善,1,1,1,490,501,3320,0,0,0
1453550314,2627,"[2627, 2717]",话唠专用矫正器,2,1,1,26,其他,2,,其他,1,海拉鲁大陆旅行者,海拉鲁大陆旅行者,8,0,0,94,138,6095,0,0,0
1453733625,915,[915],J_Ukiyo,1,1,0,1,北京,4,朝阳区,北京 朝阳区,1,Bastet的爸爸,Bastet的爸爸,9,0,1,9506,612,1682,0,0,0
1482264171,440,[440],--领衔主演--,1,1,0,1,山东,10,济南,山东 济南,1,一個嗜好太多能力太小的普通人,一個嗜好太多能力太小的普通人,14,0,1,114,158,1737,0,0,0
1493133791,2205,[2205],蓝色格zi,1,1,0,0,上海,0,普陀区,上海 普陀区,1,我不主动找你，不是因为你不重要，而是我不知道我重不重要。。,我不主动找你不是因为你不重要而是我不知道我重不重要,25,4,1,52,352,1615,0,0,0
1507476521,2142,[2142],魔妖72,1,1,0,0,山西,11,太原,山西 太原,1,淘宝实用食品商品推广,淘宝实用食品商品推广,10,0,1,121,242,321,0,0,0
1523380005,3804,[3804],海拉鲁死鱼,1,1,0,0,福建,26,漳州,福建 漳州,1,兴趣使然,兴趣使然,4,0,1,69,159,203,0,0,0
1557964837,1526,[1526],绝缘_逻辑,1,1,0,0,北京,4,海淀区,北京 海淀区,1,Let your faith be bigger than your fear.,Let your faith be bigger than your fear,32,1,0,493,358,683,0,0,0
1563908073,3140,[3140],白玦,1,0,1,0,北京,4,,北京,1,活的 不混圈 ID不出,活的 不混圈 ID不出,9,0,0,184,521,925,0,0,0
1571424187,2497,[2497],ShadowMurlong,1,1,0,0,陕西,31,渭南,陕西 渭南,1,心随我动,心随我动,4,0,1,96,211,166,0,0,0
1577049290,3474,[3474],水饺码头,1,1,0,0,其他,2,,其他,1,。。。,,0,3,0,52,676,13300,0,0,0
1581113631,760,[760],就叫我亚索吧,1,1,0,0,北京,4,,北京,1,镇魂,镇魂,2,0,0,271,1987,9634,0,0,0
1581562614,1701,[1701],小张张志祥,1,1,0,0,福建,26,宁德,福建 宁德,1,顺，不妄喜；逆，不惶馁；安，不奢逸；危，不惊惧；胸有惊雷而面如平湖者，可拜上将军！,顺不妄喜逆不惶馁安不奢逸危不惊惧胸有惊雷而面如平湖者可拜上将军,31,10,1,1057,846,4063,0,0,0
1590587883,754,[754],Goaheadbb,1,1,0,0,湖南,23,岳阳,湖南 岳阳,0,,,0,0,1,992,751,2286,0,0,0
1597459081,2783,[2783],果茶woye,1,1,0,0,广东,12,,广东,1,小魔女学园,小魔女学园,5,0,1,43,250,571,0,0,0
1598008330,2809,[2809],FatMan_久,1,1,0,0,黑龙江,34,鹤岗,黑龙江 鹤岗,0,,,0,0,1,808,1397,3087,0,0,0
1598749000,243,[243],用户ysg2kn7stw,1,1,0,1,其他,2,,其他,0,,,0,0,1,1,22,21,0,0,0
1601331221,2573,[2573],leon珺,1,0,1,0,江苏,15,苏州,江苏 苏州,1,不可说，说则错,不可说说则错,6,1,1,38,200,54,0,0,0
1601484654,1054,"[1054, 1056]",_吴叫兽,2,2,0,0,其他,2,,其他,1,睡不醒,睡不醒,3,0,1,43565,952,484,1,0,6
1607465974,770,"[770, 771]",不瞎折腾不舒服斯基,2,2,0,0,甘肃,25,酒泉,甘肃 酒泉,1,陪伴是最长情的表白～,陪伴是最长情的表白,9,1,1,363,299,198,0,0,0
1609121510,2224,[2224],_SCarLetII,1,1,0,0,浙江,19,杭州,浙江 杭州,1,紹介你妹。,紹介你妹,4,1,1,63,309,849,0,0,0
1610011612,877,[877],坑有脑子,1,1,0,0,北京,4,海淀区,北京 海淀区,1,拍照师傅，你岛知名二流大学在读肥宅，情感垃圾桶,拍照师傅你岛知名二流大学在读肥宅情感垃圾桶,21,2,1,168,195,361,0,0,0
1613101064,663,[663],TOZZ_NextGen,1,1,0,0,上海,0,闵行区,上海 闵行区,0,,,0,0,1,503,269,2814,0,0,0
1615154694,1103,[1103],一只开闭闭,1,1,0,0,江苏,15,,江苏,0,,,0,0,1,286,608,1214,0,0,0
1617256443,914,[914],amewbaby,1,1,0,0,北京,4,,北京,0,,,0,0,0,74,23,408,0,0,0
1625344791,3675,[3675],vensli,1,1,0,0,吉林,5,延边朝鲜族自治州,吉林 延边朝鲜族自治州,1,在时间的缝隙中想念。,在时间的缝隙中想念,9,1,1,2964,645,15520,0,0,0
1627375110,2767,[2767],狂乱贵公子,1,1,0,0,广东,12,广州,广东 广州,1,热爱美食 旅行 摄影,热爱美食 旅行 摄影,8,0,0,357,131,1969,0,0,0
1627577250,874,"[874, 875]",什么时候长尾巴-,2,2,0,0,福建,26,厦门,福建 厦门,1,◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆,,0,19,0,6088,299,58,0,0,0
1628054360,1776,[1776],散落羽翼丿,1,1,0,0,福建,26,福州,福建 福州,0,,,0,0,0,59,189,55,0,1,0
1632707542,2522,[2522],誓约胜利之王,1,1,0,0,山东,10,青岛,山东 青岛,1,我很懒 什么都没留下~\(≧▽≦)/~,我很懒 什么都没留下,9,9,1,647,124,4487,0,0,0
1632884545,1152,[1152],白石麻衣亲了察,1,1,0,0,其他,2,,其他,1,不上头不痛,不上头不痛,5,0,1,460,2237,2030,0,0,4
1633551984,2792,[2792],间桐暴怒,1,1,0,0,四川,6,成都,四川 成都,1,少上微博，克制情绪,少上微博克制情绪,8,1,1,258,653,139,0,1,0
1634548724,2309,[2309],xiong的闲居,1,1,0,0,湖北,22,黄石,湖北 黄石,0,,,0,0,1,29,96,192,0,0,0
1635476621,1256,"[1256, 1331, 1493, 1494, 1495]",我真的是一只小恐龙啊,5,5,0,0,山西,11,,山西,1,懒真懒的写,懒真懒的写,5,0,0,45,3355,10359,0,0,0
1636087610,2355,[2355],最猪儿,1,1,0,0,福建,26,泉州,福建 泉州,0,,,0,0,0,86,263,148,0,0,0
1639952374,2449,[2449],盛夏的野兽_,1,1,0,0,江苏,15,无锡,江苏 无锡,1,Salty fish,Salty fish,9,0,1,749,699,8445,0,0,0
1646073133,2266,[2266],红玉胤紫,1,1,0,0,重庆,30,,重庆,1,Life is long but I'll carry on.,Life is long but Ill carry on,23,2,1,498,1081,12971,1,0,1
1646945503,2788,[2788],Cecilia_只影空遊,1,1,0,0,广东,12,佛山,广东 佛山,1,啥简介没有，就一撒比网友；啥舔狗不是，就一沙雕工具。,啥简介没有就一撒比网友啥舔狗不是就一沙雕工具,22,4,1,388,833,4538,0,0,0
1648401947,1064,[1064],水邪大人,1,0,1,1,陕西,31,西安,陕西 西安,1,游戏玩家，仅此而已,游戏玩家仅此而已,8,1,1,278,273,594,0,0,0
1650555760,2481,[2481],养猫少年-阿晨,1,1,0,1,海外,21,日本,海外 日本,1,张国荣哥哥说过：男也好女也好，中意就好,张国荣哥哥说过男也好女也好中意就好,17,2,1,39,70,5,0,0,0
1650644734,2931,[2931],凌汛,1,1,0,1,山东,10,,山东,1,私人微博，所发言论均与单位无关,私人微博所发言论均与单位无关,14,1,1,4488,1500,16945,1,0,6
1650860161,1996,"[1996, 2007]",unscs1337,2,2,0,0,浙江,19,金华,浙江 金华,1,某普通玩家,某普通玩家,5,0,1,143,231,1867,0,0,0
1651139012,1010,[1010],穿刺仨甲,1,1,0,0,海外,21,,海外,1,没开非互关的消息提示 基佬 兽控 刚毕业的高龄社会新人 喜欢怪猎和v家 fate 模型 ff14 尴歌尬舞 酒精过敏 方便聊天的时候会回复，忙的时候会放弃尬聊,没开非互关的消息提示 基佬 兽控 刚毕业的高龄社会新人 喜欢怪猎和v家 fate 模型 ff14 尴歌尬舞 酒精过敏 方便聊天的时候会回复忙的时候会放弃尬聊,68,1,1,2994,1024,20229,0,0,0
1652046253,2624,[2624],亜空間遊泳,1,1,0,0,其他,2,,其他,1,Everything will be ok in the end…but perhaps not in this life,Everything will be ok in the endbut perhaps not in this life,49,1,0,95,64,6721,0,0,0
1654787457,3680,[3680],小小小小小雨_,1,1,0,3,其他,2,,其他,1,不以物喜 不以己悲,不以物喜 不以己悲,8,0,0,172,83,1680,0,0,0
1654788071,30,[30],盛夏薇澜,1,1,0,1,四川,6,达州,四川 达州,0,,,0,0,0,69,79,89,0,1,0
1656613521,624,[624],鱼饼干_Z,1,1,0,0,湖南,23,郴州,湖南 郴州,0,,,0,0,1,13,86,36,0,0,0
1657066315,2637,[2637],水哥的表弟,1,1,0,0,北京,4,东城区,北京 东城区,1,爱是一个长久的诺言，平淡的故事要用一生讲完。,爱是一个长久的诺言平淡的故事要用一生讲完,20,2,1,823,886,4476,0,0,0
1657371107,2336,[2336],thewonder,1,1,0,0,上海,0,,上海,0,,,0,0,1,94,319,495,0,0,0
1658902872,545,[545],社会军规二十三,1,1,0,0,其他,2,,其他,1,对完美表示怀疑，对不完美深信不疑。,对完美表示怀疑对不完美深信不疑,15,2,1,690,2237,2721,0,0,0
1661184511,867,[867],黑瞳过年,1,1,0,0,海外,21,德国,海外 德国,1,这个人很懒，什么都没有写。,这个人很懒什么都没有写,11,2,1,186,103,1705,0,0,0
1663295874,569,[569],给贫道来碗酒,1,1,0,0,北京,4,朝阳区,北京 朝阳区,1,世界が終わるまでわ,世界終,3,6,1,371,251,10,0,0,0
1664996264,1663,"[1663, 1668, 2344]",把记忆结成冰zz,3,3,0,0,广东,12,深圳,广东 深圳,0,,,0,0,1,19,49,849,0,1,0
1666930252,2696,"[2696, 2707, 2710, 2712, 2713]",Be39_Gph,5,0,5,8,重庆,30,,重庆,1,想不起来是不是因为周六嘲杨戬剧情烂被封了因为那条找不到也记不得发没发了，绝了真恶心,想不起来是不是因为周六嘲杨戬剧情烂被封了因为那条找不到也记不得发没发了绝了真恶心,40,1,1,43,258,2971,0,0,0
1668034214,937,"[937, 3325]",Lost_2021,2,1,1,2,江苏,15,苏州,江苏 苏州,0,,,0,0,1,548,496,1534,0,0,0
1668331584,1198,[1198],胡吃海喝的胖伙计,1,1,0,0,山东,10,泰安,山东 泰安,1,let's蛋丝,lets蛋丝,6,1,1,51,884,2165,0,0,7
1673742051,1940,[1940],镰舞死神,1,1,0,0,陕西,31,,陕西,1,铁杆游戏玩家，汽车改装车爱好者，喜欢各种游戏和机器人类动漫，超级机器人大战铁杆粉丝，高达VS骨灰玩家。九流配音，三流摄像。,铁杆游戏玩家汽车改装车爱好者喜欢各种游戏和机器人类动漫超级机器人大战铁杆粉丝高达VS骨灰玩家九流配音三流摄像,54,7,1,455,299,674,0,0,0
1676235095,1591,[1591],不思者不语,1,1,0,0,广东,12,广州,广东 广州,0,,,0,0,1,60,545,2182,0,0,0
1676594064,1876,[1876],Ning某,1,1,0,0,广东,12,江门,广东 江门,1,3DS FC码：2836-0432-2781 NS FC码：SW-6025-9258-4902,3DS FC码283604322781 NS FC码SW602592584902,37,7,1,985,2896,22824,0,0,6
1677158044,2844,[2844],HaaiHaaiHaai,1,1,0,0,海外,21,英国,海外 英国,0,,,0,0,1,594,929,2950,0,0,0
1677353867,2343,[2343],阿汛吗,1,1,0,0,广东,12,,广东,1,"我只说3句话,包括刚才那句,我的话说完了.",我只说3句话包括刚才那句我的话说完了,18,3,1,527,168,387,0,0,0
1677624737,3500,"[3500, 3501]",Ant1m0ny,2,2,0,0,上海,0,闵行区,上海 闵行区,0,,,0,0,1,72,174,184,0,1,0
1678114401,3327,[3327],洛书_Anson,1,0,1,0,北京,4,大兴区,北京 大兴区,1,奥运会单相思项目金牌得主 没事儿转点oor相关视频or照片,奥运会单相思项目金牌得主 没事儿转点oor相关视频or照片,28,0,1,164,961,903,0,0,0
1678770345,844,[844],猫痣,1,1,0,0,其他,2,,其他,1,“没有不拂晓的夜晚。”,没有不拂晓的夜晚,8,3,0,709,96,4397,0,0,7
1679109047,735,[735],东木火火火火,1,1,0,0,贵州,28,黔东南,贵州 黔东南,1,想分成两半，一半努力，一半摆烂,想分成两半一半努力一半摆烂,13,2,1,1312,1101,16905,0,0,6
1680232613,2476,[2476],山德鲁大君,1,1,0,0,北京,4,海淀区,北京 海淀区,1,心明眼亮,心明眼亮,4,0,1,78,443,1033,0,0,0
1680284804,629,[629],庚酱好好吃,1,1,0,0,广东,12,汕头,广东 汕头,1,默默地蹲防！默默的！,默默地蹲防默默的,8,2,1,225,170,453,0,0,0
1681862197,1706,"[1706, 1772]",出生就在罗马,2,2,0,0,湖南,23,长沙,湖南 长沙,1,「应当」隐含「能够」,应当隐含能够,6,4,0,285,364,242,0,0,0
1682525060,869,[869],天勒个宇,1,1,0,0,内蒙古,3,兴安盟,内蒙古 兴安盟,1,I'm only a big K.,Im only a big K,11,2,1,924,1394,561,0,0,0
1683611284,1561,[1561],奶爸雪过云清,1,1,0,0,北京,4,门头沟区,北京 门头沟区,1,一个奶爸,一个奶爸,4,0,1,2118,2371,2980,0,0,0
1683698097,2818,[2818],Allen-Z,1,1,0,0,浙江,19,杭州,浙江 杭州,1,哈麻批,哈麻批,3,0,1,1521,1502,14426,0,1,0
1684153681,1468,[1468],风咏,1,1,0,0,广东,12,湛江,广东 湛江,1,心中万般想法，只等一线穿起。,心中万般想法只等一线穿起,12,2,1,164,310,1007,0,0,0
1685316105,1432,[1432],昨天炖的鱼,1,1,0,0,上海,0,长宁区,上海 长宁区,1,请不要超过70个字,请不要超过70个字,9,0,1,541,531,1208,0,0,0
1687523183,3050,[3050],醉筠子-躺了,1,0,1,0,广东,12,,广东,1,我上网不骂睿智我还上什么网,我上网不骂睿智我还上什么网,13,0,0,476,2114,10193,0,0,0
1687913554,2966,[2966],ar峯,1,1,0,0,广西,13,梧州,广西 梧州,1,原来……我是内向者……,原来我是内向者,7,4,1,561,817,2920,0,0,0
1689756673,2247,[2247],能不能跪下来听我道歉,1,1,0,0,香港,33,中西区,香港 中西区,1,将来的你，一定会感谢现在拼命努力的你。 哈哈哈哈哈、(๑•́ ₃ •̀๑),将来的你一定会感谢现在拼命努力的你 哈哈哈哈哈  ,22,12,1,1000,2274,8945,0,1,0
1691660281,2618,"[2618, 2642]",我爱开封菜,2,2,0,311,山东,10,,山东,0,,,0,0,1,19,265,265,0,0,0
1694955837,738,[738],NickHoward,1,1,0,0,上海,0,青浦区,上海 青浦区,1,白日梦想家,白日梦想家,5,0,1,561,139,1905,0,1,0
1695757775,1318,[1318],喵和仓鼠是一家,1,1,0,0,江苏,15,南京,江苏 南京,1,来自海拉鲁大陆的异世界冒险家,来自海拉鲁大陆的异世界冒险家,14,0,1,146,192,363,0,0,0
1698924032,2438,[2438],丨Sternen丨,1,1,0,0,其他,2,,其他,1,Sic Parvis Magna,Sic Parvis Magna,14,0,0,15,56,5344,0,0,0
1699374192,2237,"[2237, 2242]",Mr小輝,2,2,0,0,广东,12,江门,广东 江门,1,偶爾想妳的時候，就讓回憶來陪我.,偶爾想妳的時候就讓回憶來陪我,14,2,1,272,157,2234,0,0,0
1701060440,299,[299],阿次次饭团咪,1,1,0,1,海外,21,其他,海外 其他,1,这里是个嫉恶如仇的小可爱！,这里是个嫉恶如仇的小可爱,12,1,1,304,306,3573,0,0,6
1709630481,2064,[2064],333Repeat,1,1,0,0,其他,2,,其他,1,自利利他，自觉觉他，自先沉稳，而后爱人。,自利利他自觉觉他自先沉稳而后爱人,16,4,0,631,406,3822,0,0,0
1714750834,3370,"[3370, 3386]",鵺之梦,2,0,2,7,浙江,19,杭州,浙江 杭州,1,离开一线的游戏人,离开一线的游戏人,8,0,1,566,613,10056,0,0,0
1715740525,2909,[2909],馬将军1989,1,1,0,0,上海,0,,上海,1,冷酷且幽默的钻军一枚:宝石:,冷酷且幽默的钻军一枚,11,1,1,2167,936,24037,1,0,7
1717252711,427,[427],逆天围脖_,1,1,0,0,广东,12,,广东,0,,,0,0,1,55,430,8498,0,0,0
1717878977,1232,"[1232, 1233]",OK小团长-,2,2,0,0,北京,4,,北京,1,没有,没有,2,0,1,3057,2984,2984,0,0,0
1718115964,2184,[2184],bozi_Wong,1,1,0,0,广东,12,深圳,广东 深圳,0,,,0,0,1,221,238,859,0,0,0
1719094894,3470,[3470],天缘skylove,1,1,0,0,四川,6,南充,四川 南充,1,猫一样的男人,猫一样的男人,6,0,1,661,387,4599,0,0,0
1721096463,706,[706],无情大手子,1,1,0,0,山东,10,,山东,1,与我周旋,与我周旋,4,0,1,294,223,1732,0,0,0
1722678992,151,[151],狗狗是小腿子还是九九更是肘肘,1,1,0,0,北京,4,,北京,0,,,0,0,1,142,93,2362,0,0,0
