F_UserID,F_UserName,T_UserID,T_UserName,Floor_UserID,At_U1,At_U2,At_U3,At_U4,At_U5,At_U6,At_U7
7260702881.0,拜拉席恩·橡木盾,,,,,,,,,,
2063388143.0,阿飘TinnedFish,,,,,,,,,,
6410046023.0,6410046023_517,,,,,,,,,,
7273794052.0,雨37546,,,,,,,,,,
6511226112.0,Aiuo2018,,,,,,,,,,
5232698556.0,ToKei酱,,,,,,,,,,
7044400512.0,陌樱璃Cc,,,,,,,,,,
1986455945.0,lu_luella,,,,,,,,,,
5989795019.0,安洁与庞,,,,,,,,,,
2032848663.0,-葉書,,,,,,,,,,
5092496751.0,Apeirokalia-,,,,,,,,,,
2925673401.0,煎饼的红领巾更鲜艳了,,,,贫贱居士,,,,,,
6026976432.0,飞翔湖南人,,,,,,,,,,
5493274045.0,焦糖红辣椒,,,,,,,,,,
5493274045.0,焦糖红辣椒,,,,,,,,,,
5493274045.0,焦糖红辣椒,,,,,,,,,,
1375808152.0,夏天1227,,,,,,,,,,
5387299974.0,尅埜,,,,,,,,,,
6331126760.0,虚空冲锋,,,,,,,,,,
1734408052.0,TaTaG,,,,,,,,,,
6249677001.0,黑麒麒,,,,,,,,,,
7240154049.0,支持米哈游键盘侠不服打我,,,,,,,,,,
7240154049.0,支持米哈游键盘侠不服打我,,,,,,,,,,
5014006537.0,Kidwills,,,,,,,,,,
2476391445.0,辫辫今天画画了吗,,,,,,,,,,
5511391396.0,unadertale,,,,,,,,,,
7018526230.0,海盐芝仕,,,,,,,,,,
5470304465.0,现世劫,,,,,,,,,,
5685068141.0,TowerNeya,,,,,,,,,,
2132137101.0,我门牙碎了,,,,,,,,,,
6604518742.0,创世界AP57017,,,,,,,,,,
7272354636.0,痛哭的栗子88110,,,,,,,,,,
6084606826.0,ps4apex英雄代练,,,,,,,,,,
3490996214.0,消灭奥特曼的计划_,,,,,,,,,,
1885230553.0,简单复杂否,,,,,,,,,,
7048084449.0,大麻烦蛋,,,,,,,,,,
1911536297.0,何其坪,,,,,,,,,,
7032393099.0,猫叠单数,,,,,,,,,,
7032393099.0,猫叠单数,,,,,,,,,,
2278597995.0,NoNo纸,,,,,,,,,,
3086460331.0,士多啤梨屁,,,,,,,,,,
3070906945.0,糖葫芦不酸吖,,,,大师不正经,,,,,,
5948985204.0,小夏i22633,,,,,,,,,,
5658955168.0,DoctorDax,,,,,,,,,,
3965497286.0,杉吾史吾,,,,,,,,,,
3965497286.0,杉吾史吾,,,,,,,,,,
5781446641.0,一个满格的wifi,,,,,,,,,,
5809068292.0,Enlien丶,,,,,,,,,,
6089356377.0,袁yy06119,,,,,,,,,,
6576821057.0,inxxk236,,,,,,,,,,
3666589980.0,惊讶ghia,,,,,,,,,,
5243966486.0,成承承承承承承承,,,,,,,,,,
2397260631.0,东南亚大马猴子,,,,,,,,,,
1887405905.0,白圭君,,,,,,,,,,
6011722053.0,好像喝奶茶,,,,,,,,,,
6151921836.0,兔兔谈谈,,,,,,,,,,
5659591325.0,三三一L,,,,,,,,,,
6516030233.0,水无抈流歌,,,,,,,,,,
6576216713.0,逢坂英14380,,,,,,,,,,
5919097415.0,酱腌绯玉丸,,,,,,,,,,
5919097415.0,酱腌绯玉丸,,,,,,,,,,
3075436305.0,小唐Thomas,,,,,,,,,,
1717252711.0,逆天围脖_,,,,,,,,,,
6913613977.0,阴气阴湿阴险少女,,,,,,,,,,
3233025484.0,谜样神君,,,,,,,,,,
2239381444.0,魔化铭文Tisiphone,,,,,,,,,,
2800409490.0,NOBO哒,,,,,,,,,,
7268968627.0,星野爱弋,,,,,,,,,,
1482264171.0,--领衔主演--,,,,,,,,,,
6591059493.0,元气燃烧卡路里,,,,森森核桃喵,,,,,,
2106512904.0,Chersan_,,,,陈消沉_,,,,,,
2492160444.0,想变白的天长,,,,,,,,,,
5127135096.0,刘贝贝er,,,,,,,,,,
7057754238.0,打死那个沢学家61589,,,,,,,,,,
5508847650.0,MC不好玩QAQ_772,,,,,,,,,,
1852729797.0,静谧西林,,,,,,,,,,
5605946196.0,烟花飞渡似水流年61558,,,,,,,,,,
1827035463.0,Airshuaishuai,,,,,,,,,,
2821339101.0,Vincent___威少,,,,如果告别-能不能再见,,,,,,
5421955094.0,仮面ZORO,,,,,,,,,,
5308228744.0,逃跑到月球后发现,,,,,,,,,,
5500986755.0,C纯属娱乐,,,,,,,,,,
6151921836.0,兔兔谈谈,,,,,,,,,,
5568129289.0,lucks00,,,,善良伊峙总司1994,,,,,,
1911536297.0,何其坪,,,,,,,,,,
5034553547.0,彼方桑-k,,,,,,,,,,
6384313632.0,阿桑奇求武器,,,,,,,,,,
1876435025.0,Mountain-E,,,,,,,,,,
7022458575.0,夏日追阴,,,,,,,,,,
1731827487.0,无语PK,,,,,,,,,,
6734288464.0,呦西呦YUki,,,,,,,,,,
5995084496.0,采蘑菇的我是谁1234,,,,,,,,,,
3752901483.0,银羽是画渣,,,,,,,,,,
6151921836.0,兔兔谈谈,,,,,,,,,,
5494024081.0,vic豹,,,,阿千我是阿昭啊,,,,,,
5797617730.0,呵呵呵呵不了情_01,,,,,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
6666282737.0,Ahtaler,,,,,,,,,,
6516030233.0,水无抈流歌,,,,,,,,,,
5277946260.0,库-丘林_Alter,,,,,,,,,,
6365312555.0,bingo4665,,,,,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
6438925580.0,唯爱绝殤,,,,,,,,,,
7244535214.0,米卫兵没有马76320,,,,芒种Quarz,,,,,,
7244535214.0,米卫兵没有马76320,,,,芒种Quarz,,,,,,
6625542654.0,Kehan_Zhang,,,,,,,,,,
5139687829.0,Rmbaci,,,,,,,,,,
5139687829.0,Rmbaci,,,,,,,,,,
6484827541.0,十玄子,,,,,,,,,,
1883476593.0,忘掉梦想的愚蠢地球人,,,,,,,,,,
5658564145.0,宋氏夜型鱼,,,,,,,,,,
1790784035.0,kono呱呱岛,,,,,,,,,,
1790784035.0,kono呱呱岛,,,,,,,,,,
6303805076.0,青春纪念12138,,,,happiNess車學沇資源博,,,,,,
3292354487.0,冰茶_Hunter,,,,,,,,,,
5508723797.0,_Drm丶梦想,,,,种草小妲己,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
5589466117.0,害怕眨眼睛,,,,,,,,,,
6288666991.0,咕王永不服输,,,,,,,,,,
6526125142.0,-豬咪日記-,,,,,,,,,,
7231619872.0,桃之夭夭85427,,,,,,,,,,
6349542690.0,潇章至极,,,,,,,,,,
6131901205.0,M善泽吧,,,,,,,,,,
5683898891.0,本熊与曦,,,,,,,,,,
6091370285.0,命君行道,,,,,,,,,,
6091370285.0,命君行道,,,,,,,,,,
6582173769.0,澜言heir,,,,,,,,,,
3810425595.0,风一样的小阿呆,,,,,,,,,,
5894602014.0,黄金粉皮鼠,,,,,,,,,,
6971164524.0,要不要和我扳手腕81282,,,,,,,,,,
6305432025.0,Silvercrown丶银冠,,,,,,,,,,
5644716745.0,江户川帅毛,,,,,,,,,,
7218851014.0,wjc59473,,,,,,,,,,
7218851014.0,wjc59473,,,,,,,,,,
7218851014.0,wjc59473,,,,,,,,,,
7218851014.0,wjc59473,,,,,,,,,,
1798330450.0,任胖AWSL,,,,,,,,,,
6576105905.0,网友牙飞飞,,,,,,,,,,
5198773013.0,ringringhappy_666,,,,,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
7207933419.0,北珂23333,,,,,,,,,,
6129069994.0,顾北青烟寒,,,,,,,,,,
5854425203.0,喵诗人nya,,,,,,,,,,
5934616018.0,Fashion你们不懂,,,,,,,,,,
3585153703.0,书上的河,,,,,,,,,,
5583440422.0,一般通过咸鱼,,,,,,,,,,
1658902872.0,社会军规二十三,,,,,,,,,,
5291782629.0,麻吉麻-,,,,,,,,,,
5774863072.0,qwepoizxcmnbv,,,,,,,,,,
5120338460.0,喔闷骇行吧,,,,,,,,,,
5542376338.0,神女控5542376338,,,,原神,,,,,,
2613686815.0,薄荷巴乔,,,,,,,,,,
1046537351.0,Y口十子,,,,,,,,,,
6180726434.0,想要一直开心真的是太难了,,,,,,,,,,
1827705502.0,风中摇曳zzzas,,,,,,,,,,
6257201492.0,sirsirssirr,,,,,,,,,,
5847351536.0,flag之王也不想立flag,,,,,,,,,,
1734544555.0,Morgana_5,,,,,,,,,,
6373630004.0,心事说给影子听_20210,,,,,,,,,,
5674090714.0,良友人_,,,,,,,,,,
2351438925.0,简直日了狗了,,,,,,,,,,
3041026947.0,爱童不泯,,,,,,,,,,
6113608398.0,别开腔_自己人,,,,,,,,,,
3994402937.0,本同学不喝可乐,,,,,,,,,,
6693613202.0,星殇不悔,,,,,,,,,,
1008309912.0,提尔乌斯,,,,,,,,,,
3260759424.0,冰白__,,,,,,,,,,
2453757953.0,米卫兵是脑瘫,,,,,,,,,,
5776140550.0,U1qui0rra,,,,,,,,,,
1663295874.0,给贫道来碗酒,,,,,,,,,,
3183314504.0,柳树树76,,,,,,,,,,
5586443278.0,善良温柔又纯洁的鹤叔叔,,,,我还不想长大,,,,,,
5239808486.0,double_damn,,,,,,,,,,
7009796278.0,秋雨夜阑,,,,,,,,,,
5663378507.0,昵称6785,,,,,,,,,,
5284734845.0,QWDFRE,,,,,,,,,,
6544532306.0,你怎么可以吃猪肉,,,,,,,,,,
1888988804.0,_鄧建安,,,,,,,,,,
2743743072.0,写作文的小头儿子,,,,,,,,,,
5943596293.0,雨取红叶,,,,,,,,,,
5464164305.0,色图雷达启动,,,,,,,,,,
3070100823.0,兵长死面瘫,,,,任天堂香港有限公司,,,,,,
1882697075.0,黄颖的黄n黄颖的颖,,,,,,,,,,
6868505244.0,元梦星,,,,,,,,,,
5631309622.0,心焰飘零,,,,,,,,,,
2630660913.0,Lawliet-罗莱特,,,,,,,,,,
6058955431.0,夏桐哦i,,,,,,,,,,
7199560869.0,不会说话的拉普兰德,,,,,,,,,,
7209057450.0,林焕文201906,,,,,,,,,,
5547214464.0,手指指天脚踏地,,,,,,,,,,
2294119982.0,某某宇Lee,,,,,,,,,,
5196918253.0,微笑是最好的莫样,,,,,,,,,,
6178590069.0,用户6178590069,,,,,,,,,,
6063097301.0,caijzt,,,,,,,,,,
6369420602.0,Jerrylan一直在,,,,,,,,,,
5087327598.0,卡卡西的白毛浮绿水,,,,任天堂香港有限公司,,,,,,
5896162213.0,土澳涛,,,,,,,,,,
5230512138.0,真的拎不清,,,,,,,,,,
5271343326.0,在的话v我10吃饭,,,,,,,,,,
6083510920.0,好运小枣呀,,,,,,,,,,
5711320638.0,昨日之GE,,,,,,,,,,
5018877073.0,lshnoodle,,,,,,,,,,
1851015440.0,SakuraTREEx,,,,,,,,,,
5792044643.0,建议微博尽快倒闭,,,,,,,,,,
2113031120.0,老周叔叔啊,,,,,,,,,,
1132703424.0,翔锅就是大象,,,,,,,,,,
2365329875.0,神探渣康,,,,,,,,,,
6023195860.0,生涯最大詛呪,,,,,,,,,,
5497587065.0,三三喵呀,,,,,,,,,,
6522620530.0,司徒夙愿,,,,,,,,,,
2299724982.0,Y寻觅觅Y,,,,,,,,,,
6165665971.0,阿西墨夫,,,,,,,,,,
6420954076.0,Ltiwx,,,,,,,,,,
1822187034.0,河馬BBQ,,,,,,,,,,
6594113904.0,路障桑,,,,,,,,,,
3633256601.0,_NAYO__,,,,,,,,,,
1867269340.0,把浪漫留给风,,,,,,,,,,
3991684702.0,travis-B,,,,,,,,,,
5976953493.0,LA-Ho,,,,,,,,,,
5701857916.0,白雨幽花松间露,,,,bilibili菜鸡桌子,,,,,,
5840172755.0,sex反转异装癖lesbian,,,,,,,,,,
6478994865.0,MignonNeiafu,,,,,,,,,,
6473448507.0,vocaloid丶亚北,,,,,,,,,,
1656613521.0,鱼饼干_Z,,,,,,,,,,
2032419187.0,庭叔-JACK,,,,,,,,,,
2498918314.0,阿B桑,,,,,,,,,,
2346447363.0,START_DASH,,,,,,,,,,
5369278155.0,Phobiaed,,,,,,,,,,
1680284804.0,庚酱好好吃,,,,,,,,,,
5751271233.0,风语如歌wind,,,,,,,,,,
3651685000.0,大风车小火轮,,,,,,,,,,
1783679493.0,牛小洛nilo,,,,,,,,,,
2793801297.0,哈库la马ta塔,,,,,,,,,,
5936097265.0,洛白才不告诉你白不白,,,,,,,,,,
6073501296.0,Satune00,,,,,,,,,,
5908251919.0,LiJiaZheng0402,,,,,,,,,,
6378156221.0,坏查理,,,,,,,,,,
2327604913.0,你滴兔爷,,,,,,,,,,
2630660913.0,Lawliet-罗莱特,,,,,,,,,,
2346699197.0,巧克力-1771,,,,,,,,,,
2860185212.0,hoshif_星风,,,,艾梦诗同学,,,,,,
7205966569.0,辉夜月luna,,,,,,,,,,
2936357605.0,狐狐孤,,,,,,,,,,
6422131590.0,织哦哟哟哟,,,,,,,,,,
6053560419.0,thetimeofrun,,,,,,,,,,
2696986581.0,靠Qiang站,,,,,,,,,,
6965176335.0,拥抱世界37808,,,,,,,,,,
3360176194.0,吃火锅先点蛋炒饭,,,,,,,,,,
3973122259.0,鱼昧QAQ,,,,,,,,,,
2496628905.0,但你却说太遥远丶,,,,,,,,,,
2811309882.0,下次还可以再见嘛,,,,,,,,,,
1837149322.0,Sapphire_Dias_Phoenix,,,,任天堂香港有限公司,,,,,,
6094127159.0,一口团子st,,,,,,,,,,
7001992613.0,叠起的滚滚,,,,,,,,,,
2346699197.0,巧克力-1771,,,,,,,,,,
2811505211.0,Gerard-Way,,,,,,,,,,
5339223595.0,伊藤今天也不返图,,,,,,,,,,
6611247034.0,恶魔面包201807,,,,,,,,,,
5391754967.0,能吃的香菜,,,,,,,,,,
6409281433.0,啪la啪la芃,,,,大橙子行_天下,,,,,,
1613101064.0,TOZZ_NextGen,,,,,,,,,,
1100309802.0,zx小堕,,,,,,,,,,
6651566975.0,寒凉夜梦,,,,,,,,,,
5625615304.0,restaurant张,,,,,,,,,,
5513610008.0,阿欧丝瑞,,,,,,,,,,
3102495247.0,爱TM谁谁威震天,,,,,,,,,,
7093166784.0,滥用公权利无马哦,,,,,,,,,,
2615810545.0,伊晗韵poi,,,,撩人的胖大海,,,,,,
5352600336.0,卢本开_55挂,,,,,,,,,,
6658523613.0,零梦依晨,,,,,,,,,,
1975031367.0,天中有肆,,,,,,,,,,
6020183133.0,歯車Haguruma,,,,,,,,,,
5127458692.0,狍小坑的是我,,,,,,,,,,
2678635171.0,附了魔的刺猬,,,,,,,,,,
6461354975.0,哇咔咔201811,,,,,,,,,,
7160170237.0,盐煮菠萝,,,,任天堂香港有限公司,,,,,,
6962053523.0,是草草鸭ya,,,,,,,,,,
5714580706.0,YXH咸鱼,,,,,,,,,,
5034541877.0,月见梅香,,,,,,,,,,
1775715165.0,七_弹琴去吧弹自由的琴,,,,,,,,,,
1864879731.0,有才Keith,,,,哥比巴黎欧莱雅更懂女孩,,,,,,
6578307788.0,Pancras_Loe盧鵬州,,,,腾讯WeGame,腾讯公司,腾讯游戏,腾讯电竞,,,
5723242195.0,cryyin残吟,,,,,,,,,,
6250896189.0,make_96,,,,,,,,,,
5899673306.0,非四字网友,,,,,,,,,,
5329601401.0,七号大狼狗,,,,,,,,,,
5682535449.0,旧爱201108,,,,,,,,,,
2908847995.0,扶桑桑树,,,,,,,,,,
5105873652.0,长空sama,,,,,,,,,,
2751070495.0,艾茵哈特·斯崔特斯,,,,,,,,,,
5532410254.0,万能小段JDuan,,,,萨塔妮亚,,,,,,
5532410254.0,万能小段JDuan,,,,,,,,,,
2346447363.0,START_DASH,,,,,,,,,,
1900135044.0,团成个大球,,,,_妹抖萝卜,,,,,,
5974519511.0,普通Paranoia,,,,,,,,,,
5310156186.0,PlagueXXX,,,,,,,,,,
5031233044.0,苏茶茶的呆毛,,,,,,,,,,
1066324192.0,斯蒂芬徐,,,,淡幽轻舞,,,,,,
5894716064.0,第二名太差,,,,,,,,,,
5977450977.0,十年待秋,,,,,,,,,,
6204655253.0,elpsyvam,,,,,,,,,,
1721096463.0,无情大手子,,,,,,,,,,
7085194795.0,小创30,,,,,,,,,,
3606949245.0,只想吃不想胖的女子高中生,,,,,,,,,,
5711812811.0,我产品是最好的,,,,,,,,,,
5943094462.0,仿生奶盖会梦见电子拌饭嘛,,,,,,,,,,
5960471874.0,清风听雨Zz,,,,,,,,,,
6979192273.0,白水染,,,,,,,,,,
2623404925.0,pluckooo,,,,,,,,,,
6296187775.0,璃喵82740,,,,,,,,,,
5702379309.0,zc_铃玖,,,,,,,,,,
5702379309.0,zc_铃玖,,,,,,,,,,
2851441000.0,雾天购雾,,,,,,,,,,
6064562825.0,话很多的AV男优,,,,,,,,,,
5671323718.0,独行白夜,,,,,,,,,,
6018649099.0,迈克sssss,,,,,,,,,,
6018649099.0,迈克sssss,,,,,,,,,,
1679109047.0,东木火火火火,,,,,,,,,,
5249530190.0,三壹喵,,,,,,,,,,
5667180444.0,博熊人工肝,,,,,,,,,,
1694955837.0,NickHoward,,,,,,,,,,
5620615534.0,叫啥也行知道吗,,,,,,,,,,
5825747656.0,咸鱼奔雨,,,,,,,,,,
6047299005.0,庄鑫涵23839,,,,,,,,,,
5662001072.0,Super鱼香肉丝盖饭,,,,,,,,,,
5963999016.0,西楼三千院,,,,,,,,,,
5963999016.0,西楼三千院,,,,,,,,,,
5945247723.0,啃啃手sssss,,,,,,,,,,
5670832494.0,花南-,,,,,,,,,,
1590587883.0,Goaheadbb,,,,,,,,,,
5402741580.0,palleed,,,,,,,,,,
6146999306.0,又懒又丑还自我感觉良好的死傲娇,,,,,,,,,,
5405466534.0,已非意中人,,,,,,,,,,
1581113631.0,就叫我亚索吧,,,,,,,,,,
2076463415.0,SA口吐芬芳,,,,,,,,,,
2135254385.0,_负加号,,,,,,,,,,
1801948303.0,Freebee_发粪涂墙,,,,,,,,,,
6486692541.0,嘬一口南瓜粥,,,,,,,,,,
6486692541.0,嘬一口南瓜粥,,,,,,,,,,
1398031594.0,D胡多多D,,,,,,,,,,
5405207986.0,小天使的翅膀硬了你来打我啊,,,,Evenplan,,,,,,
5854425203.0,喵诗人nya,,,,任天堂香港有限公司,,,,,,
1965711173.0,vegetaaaaaa_,,,,,,,,,,
1607465974.0,不瞎折腾不舒服斯基,,,,任天堂香港有限公司,,,,,,
1607465974.0,不瞎折腾不舒服斯基,,,,,,,,,,
5924857372.0,E1ectricChair,,,,知任CHS,,,,,,
1877071857.0,琴音是个小太陽,,,,,,,,,,
3737367837.0,Rachel--LEO,,,,,,,,,,
5793575759.0,驯龙高手尹志平198102,,,,,,,,,,
1837412743.0,米斯特旺旺,,,,,,,,,,
5619464488.0,RoseXGreenday,,,,,,,,,,
1949155520.0,willlee316,,,,酱油懒,,,,,,
2315835863.0,储物箱有猪,,,,任天堂香港有限公司,,,,,,
1780537350.0,打喷嚏的鱼丸,,,,,,,,,,
3040732391.0,Arc-311,,,,,,,,,,
2990584092.0,SUZA陵光,,,,,,,,,,
5113399250.0,狗泽kozec,,,,,,,,,,
3707816401.0,反粒子啵,,,,,,,,,,
6094275522.0,心碎DVA,,,,,,,,,,
2881007290.0,Kotani_,,,,,,,,,,
1836240537.0,十元就是一道光呀,,,,,,,,,,
7191728261.0,物雾子,,,,,,,,,,
7191728261.0,物雾子,,,,,,,,,,
2851767270.0,易超,,,,11和C,,,,,,
6732033882.0,在逃叉烧,,,,,,,,,,
5649406321.0,-椰果奶绿,,,,,,,,,,
2238179882.0,Absurdus_,,,,,,,,,,
2238179882.0,Absurdus_,,,,,,,,,,
2238179882.0,Absurdus_,,,,,,,,,,
2238179882.0,Absurdus_,,,,,,,,,,
3596959224.0,常磐森林小绿,,,,,,,,,,
