F_UserName,User_nIdx,F_Comment,Label,TextLen
柒夏醉梦尘,1891,  (*￣rǒ￣),0.0,9
看大猫喵喵喵,2180,  我中了就 emmmm中了就emmm嗯٩(•̤̀ᵕ•̤́๑),0.0,31
墨蓝TF,1739,[馋嘴][馋嘴][馋嘴][馋嘴] ,0.0,17
墨蓝TF,1739,[馋嘴]   抽中就玩，不为别的，为了米哈游,0.0,22
o唯爱V,1127,  66666,0.0,7
o唯爱V,1127,  ,0.0,2
火耀天穹,1267,想拥有  ,0.0,5
来自B站的金克丝,1024,我来看看与塞尔达有什么区别  ,0.0,15
Antares1906,22,  为了ps4[doge],0.0,13
tangjiahua26344,2618,  ，啊我死了,0.0,7
N1ve,1825,希望遇见原神  ,0.0,8
掰筷子,1406,此刻正是，中奖之时！  ,0.0,12
鸩约QwQ,2268,嘛，我只是想说期待……[太开心]  ,0.0,18
QQ08097,2243,  求欧！！！！！！,0.0,10
狭缝中的光芒,2563,  期待期待(๑˙ー˙๑)  ,0.0,15
狭缝中的光芒,2563, ,0.0,1
即将燃尽的红莲,1461,  只想要测试资格,0.0,9
孤剑丶kkk,2023,  中中中！,0.0,6
孤剑丶kkk,2023,  中中中！！！！！！,0.0,11
Dark逆,646,万一中了呢  ,0.0,7
向着太阳奔跑吧,401,这游戏有单机版吗？或者可以不联网组队自己玩 ,0.0,22
二三六猫眼,1754,  你这id不吉利啊！,0.0,11
不抽烟CHIRS,772,中中中,0.0,3
局外者动力羊,2100,  拉低中奖率,0.0,7
张吖吖吖丫,1756,  炒鸡想玩吖,0.0,7
萌萌的小财哥丶,651,  啦啦啦啦,0.0,6
哎呀sizn,1875,  来咯，国产游戏[鼓掌],0.0,13
不止夕阳近黄昏,1832,   求资格，我不管我就要玩,0.0,14
tjdd1,1311,"   ,让我看看你运气咋样",0.0,13
作死还是不会死,1688,拉低中奖率  一起来呀,0.0,11
神烦g916,2061,      牛批，没了,0.0,11
嚻嚻94746,2364,给我也整一个  ,0.0,8
MO_o233,752,期待原神很久了  米哈游牛批   ,0.0,17
春和景明云淡风清,1167,喜欢 ,0.0,3
侯富友1999,1990,  我要玩内测,0.0,7
永远都是温迪厨,1715,  试图安利给太太,0.0,9
无世玉,2708,  我只想要派蒙抱枕[doge] ,0.0,17
残月SongYT,2595,  期待米哈游新游！,0.0,10
小温迪的哥哥,2610,原神PV很棒！    保佑我偶一次吧！,0.0,19
离坤晋也,1622,  快看，啥游戏出了,0.0,10
青槐大大,2438,  我觉得抄袭应该算不上的吧，米哈游不可能会故意往枪口上撞，游戏没发布之前为什么要喷啊------我想要内测码啊！！,0.0,58
不思者不语,119,  过来打个酱油,0.0,8
空空今天养乐多了吗,5,我要玩个影舞者[喵喵][喵喵][喵喵],0.0,19
越来越可爱的Moe,2454,   赐我欧气吧,0.0,8
HOOD丶,1989,  感觉抽不到,0.0,7
MicroBlog神奈,1528,陪我一起玩原神吧[喵喵][喵喵][喵喵]  ,0.0,22
一只红中君丶,305,  滋辞米哈游，[鼓掌][鼓掌][鼓掌]拉低中奖率,0.0,25
郝铁蛋er,695,  [摊手],0.0,6
LuvKy_zz,1598,  [太开心],0.0,7
侧马尾拯救世界,1017,  十厘米不考虑参加一下米哈游新作吗？,0.0,19
宇智波派大60573,2591,  转发 ,0.0,5
yeezzzzzzzzzz,1900,转发  ,0.0,4
我对利姆露一心一意,1347,   没抗住,0.0,6
Manta-lollipop,1156,  老夫的PS4就靠你们了,0.0,13
羽毛herat,2713,求中奖  ,0.0,5
互联网我把握不住,597,  雨女无瓜,0.0,6
夕洛lin,1318,[doge][doge]  ,0.0,14
ChoiJsen,1106,[悲伤]   ,0.0,7
wow_Yuah,1663,  嘿嘿嘿,0.0,5
strong_nn,453,  来玩来玩,0.0,6
小小酥CASTE,1605,    这发了几条了啊,0.0,11
哦呵呵呵呵呵呵呵呵呵哈,1951,    万一能中呢,0.0,9
inheritor0V523,2147,  一起来玩啊[笑而不语],0.0,13
inheritor0V523,2147,  一起来玩啊[笑而不语],0.0,13
背着吉他的猫6,1322,  期待期待,0.0,6
昵晤,2414,  [doge],0.0,8
好大的一块豆腐,262,我要ps4  ,0.0,7
好的收到嗯嗯,393,啊，新的一年，新的抽ps4  ,0.0,15
南十字星MX,35,  最希望的是测试资格,0.0,11
怪凉,2083,  [爱你][爱你][爱你],0.0,14
圆文奇,900,  [ok],0.0,6
姓是水也啊,1728,  想要ps4和游戏资格,0.0,12
青橘子夕颜,2174,  期待啊  超喜欢的呀,0.0,12
29是不是十八,911,  [憧憬],0.0,6
neko君,276,  虽然你是机器人 也康康？,0.0,14
暴躁三水喵喵喵,1677,  摸兔兔加buff涨欧气！嘤！,0.0,16
ScarDemon,1230,  等一个ps4pro（你在想屁吃 ）,0.0,19
优烈的小窝,1575,希望能够有趣叭[doge] ,0.0,14
我爱宝宝呀2019,2704,支持 ,0.0,3
Catnip蔡大喵,821,  虽然欣赏不来这种文化，但玩还是要玩的[doge],0.0,26
Mango_runruna869,2705,[喵喵][喵喵][喵喵] ,0.0,13
一帆风顺我爱你2019,2703,支持[喵喵] ,0.0,7
一气呵诚,921,  [喵喵][喵喵],0.0,10
桐谷和人39467,1995,算是六年多米哈游游戏的老玩家了吧……真不想看到贵公司因为宣传片太过于相似某尔达被起诉……感觉还是改一下为好……,0.0,55
桐谷和人39467,1995,米哈游美术风格就这样……你要是说崩坏三不一样……麻烦去游戏里吧对比度拉满看看,0.0,38
桐谷和人39467,1995,但是原创动作大伟话感觉真没什么动作好创的……难不成爬个墙还整些花里胡哨的转圈什么的沙雕动作吗……,0.0,48
桐谷和人39467,1995,游戏渲染风格的话米哈游大伟游戏一直都是这个样子的你去崩坏三把对比度拉高就知道了，但是宣传片真的太像塞尔达了……我用朋友大伟ns玩过……宣传片是过分了点……,0.0,77
桐谷和人39467,1995,但要是没有爬墙的话上高的地形……难道用大轻功？算了等内测看看是不是全抄了……,0.0,38
关山月渡水载木,1077,  抽不到的,0.0,6
UltraUHS,1155,试试欧气  ,0.0,6
当当喜欢麦当当,2375,  在？实名制想要资格,0.0,11
宅车,336,  在？康康崩坏4,0.0,9
历史是黑暗的,1140,呵呵  ,0.0,4
qwegni,1440,  看看人品,0.0,6
碱性胶囊,1485,  在？为什么不出来对线,0.0,12
碱性胶囊,1485,  怎么还在忙着洗地吗[疑问],0.0,15
碱性胶囊,1485,  别吵[嘻嘻]忙着给你妈验尸呢,0.0,16
碱性胶囊,1485,   憨憨出来对线啦,0.0,10
碱性胶囊,1485,  你妈可能玩崩坏脑子也给崩坏了 脑仁都烂了,0.0,22
我可是会打响指的,2346,  来一起打圆神吧,0.0,9
我可是会打响指的,2346,  待我抽中请你吃饭,0.0,10
我可是会打响指的,2346,  我想玩这个游戏，，，，,0.0,13
我可是会打响指的,2346,  期待,0.0,4
丿丶面,414,原本对手游方面没什么兴趣，看了这个感觉质量超乎手游印象，上架PC很不错。   ,0.0,39
落秋禾杊,396,  [doge][二哈]“崩坏4”,0.0,17
骆尽晚与舟,568,  还好有pc,0.0,7
Oscar有了奥斯卡,235,    拉低中奖率,0.0,9
黎明安好,940,  一起来中奖吧！！,0.0,10
上天入地大头怪,791,给爷整笑了  ,0.0,7
HIROsss,2315,  期待啊,0.0,5
SCP破孩,533,   抽我,0.0,5
奇奇mttt,1749,  抽中了送你 ,0.0,8
幽媾丶往生,909,总归还是支持以下 ,0.0,9
隔热如图2050,2700,期待米哈游新作   ,0.0,10
野良良良猫,2213,  真的厉害啊,0.0,7
猎默人,2498,   抽一个妹儿,0.0,8
PakerANd,1966,    我就只是抽个奖,0.0,11
Envy冫,1843,    为了陈老师,0.0,9
藏剑山庄许愿池,1471,  PS4,0.0,5
多幸运在这里,1405,   [费解],0.0,7
bozi_Wong,149,虽然看pv很像塞尔达，不过还是买饱  ,0.0,19
脸俊菌,578,  想要码[双手合十],0.0,11
yinglianqiang,342,  支持和奖品安排一下,0.0,11
WatabeKageki,1033,  小芒果保佑我中奖吧么么哒！,0.0,15
猫咪爱吃鱼嗯啊,1563,抄袭原神的人找到了 ,0.0,10
今夕ssss,1710,  林克，你醒啦,0.0,8
八戒独爱美人,2564,好期待  ,0.0,5
顶头有神罩,1085,  继续肝起来,0.0,7
峰林地貌leon,1994,  看看,0.0,4
anty神,845,  [哈哈][哈哈][哈哈][赞啊][赞啊][赞啊][赞][赞],0.0,32
银八酱的坏笑,1628,  好！,0.0,4
银八酱的坏笑,1628,  好！,0.0,4
thewonder,110,   转发一个[灭霸],0.0,11
Askalon233,1764,  [微笑],0.0,6
忠叔叔丶,1619,  牛逼,0.0,4
大仪最英俊,1236,   给我中！,0.0,7
大仪最英俊,1236,   给我中！,0.0,7
只活到二零二零年十二月三十一日,2499,啊啊啊啊阿  ,0.0,7
嗜血重矛,2277,  希望能有点自己的东西吧,0.0,13
_大大大大大柚子_,1302,   [幻视],0.0,7
EGWilson,1777,  请给我整一个,0.0,8
黑疯佬先生,1421,  赶紧买爆,0.0,6
哇咔咔11647,2710,米哈游牛批 希望得到一个。 ,0.0,14
臭瓜12136,1328,    学姐借我欧气[二哈],0.0,14
223星人63546,2301,啥都不求就求一个测试资格qwq  ,0.0,17
我再也不氪了,2672,  我我我,0.0,5
口吐芬芳芬芳侠,1800,  给我力量吧！！,0.0,9
50还没到,2212,[笑cry]相比PS4还是更想要内测资格  ,0.0,22
EverRays_,300,  手机版塞尔达啊这是…,0.0,12
凤凰院凶奔,1032,  来玩,0.0,4
_秋天的童话-,2290,  抽我！,0.0,5
_秋天的童话-,2290,  抽我呀,0.0,5
suika930224,1698,看起来挺不错~预约一波 ,0.0,12
FellowHig,1011,  借来用用,0.0,6
废萌GhoRab,2417,有PC版还行  ,0.0,8
kirasaya,20,   美工不错，不过确实很像塞尔达的感觉,0.0,20
HaaiHaaiHaai,121,  哇塞,0.0,4
v支架v,1045,米哈游牛逼    ,0.0,9
逍遥过去了,1488,看上去很好玩啊[爱你]  ,0.0,13
猪吃海参,2228,有意思哦，快来玩[馋嘴][馋嘴][馋嘴]  ,0.0,22
不再是用户的用户哦,1037,我应该说点什么好.jpg  [doge],0.0,20
绯色灼眼,12,     来个联动吧  万一中了呢,0.0,17
薛定谔的邻居家的猫,346,  我的了,0.0,5
vivi去何方,271,  随便找个人来艾特好了[OK]这个人是sei我也不晓得[doge],0.0,34
风火少侠,1544,啦啦啦阿拉  ,0.0,7
灬悠夏曲,1315,  中！！,0.0,5
珍德食伱鸭,1646,  嘿嘿嘿,0.0,5
珍德食伱鸭,1646,  嘿嘿嘿,0.0,5
珍德食伱鸭,1646,  嘿嘿嘿,0.0,5
凝调,1325,  [二哈][二哈][二哈],0.0,14
爹回吼毁,2515,  让他,0.0,4
执笔丶永恒58271,2709,  搏一搏，单车变摩托，不求其它，只求资格。,0.0,22
游离在边缘2016,787,[doge] ,0.0,7
77我是一根葱,759,    [doge],0.0,10
雪景Mask,878,  冲冲冲！,0.0,6
图茶鲸鱼,702,   帅[心],0.0,7
每曰游戏,2153,  ,0.0,2
每曰游戏,2153,  [二哈],0.0,6
赤与蓝之神,270,风之律者穿越记[嘻嘻]我的2070已经饥渴难耐 ,0.0,24
F1fte3novo,2020,  手机估计带不动了哈哈哈哈,0.0,14
大树彼,610,  [酸],0.0,5
舵主先生风华正茂,2002,   突然发现没有可以艾特的人 哭了，艾特官方吧（ ’ - ’ * ),0.0,35
霖岚夜色nice,1972,中 ,0.0,2
金木你胖次掉了,1880,  你觉得咋样这个。,0.0,10
喵喵鱼干君,2467,  ps4已经有了，我只想要激活码[喵喵],0.0,21
暂约的记忆,549,  嘟嘟嘟,0.0,5
Kotori_Minami丶,1053,塞尔达传说：原神[喵喵]  ,0.0,14
喜欢吃番茄炒蛋丶,2006,  来了来了,0.0,6
平淡打工仔,632,浓妆艳抹版塞尔达[跪了] ,0.0,13
Linca0v0,1772,lei了lei了[二哈] ,0.0,13
天使爱吃麻婆豆腐,790,给我也整一个 ,0.0,7
名字就叫旧林,2796,苏删,0.0,2
才太晚,2772,[doge],0.0,6
绯羽绯葬,2038,为什么蒙德的序章会有神里[二哈],0.0,16
阿卡狄亚半岛,2490,我也正想说呢，神里镜头出来这么早,0.0,16
肿肿,1604,  进来看抄袭怪,0.0,8
樱龙揩泪,2027,怎么不看看正版荣耀[太开心],0.0,14
樱龙揩泪,2027,是正版荣耀不好玩吗，来这里骂，玩着抄袭游戏骂着另一个抄袭游戏[费解],0.0,34
有毒的茶茶,2521,原神上ns了太黑暗了，快砸了,0.0,14
Zh40q14NcheN,2192,老任把原神放进ns了，一定是米给任天堂塞钱了，作为任豚真的有被冒犯到[怒],0.0,37
梦回05249,2461,说抄袭的就不要玩了。别到时候都是真香咯,0.0,19
狗狗是小腿子还是九九更是肘肘,152,  这个算好看吗,0.0,8
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米哈游给过。劳资就是米卫兵，你过来拿键盘拍死我啊。（模板给你们了，都是投资人，说话嚣张点）,0.0,80
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米哈游给过。劳资就是米卫兵，你过来拿键盘拍死我啊。（模板给你们了，都是投资人，说话嚣张点）,0.0,80
浅夏微凉51164,2733,你是要抱枕呢，还是耳机呢，还是零食呢，还是文件夹呢？[笑而不语],0.0,32
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米哈游给过。劳资就是米卫兵，你过来拿键盘拍死我啊。,0.0,60
这里素你不认识的人,654,[doge]手机上那么多抄袭游戏都没看到这群正义使者，原神倒被喷成了狗，就算是抄，质量也是国内数一数二了，国内有几个国产原创好的游戏，各位正义使者没点b数？[思考]国产原创火不火的事，就看各位的键盘啦～还有我觉得最好也去王者第五人格吃鸡什么的下面再去喷一下抄袭，毕竟正义少不了你们。,0.0,141
这里素你不认识的人,654,喷的有那么凶？,0.0,7
这里素你不认识的人,654,原创确实难，中国原创的游戏出名的有几个？,0.0,20
一名路过的骑士,1599,b站米卫兵真的多，说借鉴怎么了。真的不要脸,0.0,21
此时还在磨刀,2225,现在喷原神就是政治正确了，所以我也要跟一下，原神你丧心病狂，你就不能倒立走路，蠕动攀爬，用耳朵来飞，不对，这个就抄袭小飞象了，你就不能用头发来飞吗？[白眼],0.0,78
wirzard1,2750,应该把树上的苹果都改成烂苹果,0.0,14
wirzard1,2750,QQ飞车是你妈原创，跑跑卡丁车不要面子喽？,0.0,21
leroy2222222222,2747,建议看一下我微博 揭露米卫兵丑恶嘴角 ,0.0,19
猎杀米卫兵马,2741,小号被米卫兵举报了 建议看这个号熬,0.0,17
咕咕咕19315,2740,各位记住这个  的米卫兵 嗷 跟爷对线被我喷怕了然后不敢说话 爷换小号喷了几句这崽种又自闭了 哈哈 他说自己玩了塞尔达传说 鬼泣345都通关 AC全系列 我寻思口嗨谁不会呀 搞半天原来是吹牛呢 害 合着米卫兵是知乎大手子  崽种又把爷拉黑了 抗压能力这么差呀 是不是被我戳到痛处气急败坏,0.0,143
咕咕咕19315,2740,跟你说点话吧 又跟家里人死了一样 哎呦不是玩过很多游戏？ 好多卡带哦 叫你拿出来给爷 看一下从来不正面回答 口嗨就有那么好玩吗米卫兵,0.0,66
咕咕咕19315,2740,我寻思你咋还不拿出证据呢？ 还在这无脑嘴臭 有用吗？ 口嗨好玩不,0.0,32
开辟之星3,981,原神不是耻辱，你这种带节奏的才是耻辱，你倒是给我粗制滥造一个啊，某大厂新出的《龙族幻想》和《拉吉尔》什么水平你心里没点数，给《原神》提鞋配吗？,0.0,71
很休闲的玩家,1416,盐与避难所，魂like，跟黑魂一样不? 这玩意 不出十秒 我就看出来跟塞尔达一样了兄弟。,0.0,44
很休闲的玩家,1416,我告诉你，不是找不到参考就是没有参加，不是你没见过那就是没抄，参考画画人都会参考，因为没人能凭空变出东西，但是这不代表你能拿过来用，就算是人物动作设计这种灰色区域，你也不能，结果就是现在这样，没瞎的人都看得出来挪用了什么，我不知道你是傻的还是瞎了，你看不出来不代表没有。,0.0,135
很休闲的玩家,1416,我看你是画同人画傻批了是吗?裁缝跟原创分不清楚了?,0.0,25
很休闲的玩家,1416,我看你也是个画画的，我问问你，打光可以抄，构图可以抄，你敢直接剪下别人的画贴到自己的画上不?你这点道理不懂?玩游戏少看不出来抄谁的?就相当于你直接挪用别人的画，只要大家找不到你挪用谁的那就是你的了?憨批吗?,0.0,103
很休闲的玩家,1416,你眼睛有毛病你飞过来让我给你治治,0.0,16
很休闲的玩家,1416,就是觉得你说话也太可笑了，你玩游戏不知道多不多，你玩的多了就懂就算是一样那也不能看起来就一样，更别说卡普空这种费心思设计的优秀动作被你说成，还什么武术动作只有这么多这句屁话给掩盖了，那么多创意人碰撞出来的结果，你为了遮掩圆神这丑陋不堪的嘴脸这种批话都能说出来我也不指望你啥了。,0.0,138
很休闲的玩家,1416,那就不说圆神，那就崩坏三他就是个好鸟了?就这种挪过来就用的公司还有人支持这是我最不理解的，你就缺这么一个游戏玩?,0.0,56
很休闲的玩家,1416,别说抄袭塞尔达，机械纪元跑步动作这直接挪用，我想问问你你玩游戏少没事，你记忆不好没记住那也没事，你跳出来说这些你是不是得有点自己的东西?听别人说个什么动作很难创新了你拿过来就用?怎么就难了，你告诉我，怎么我举得例子他就没有既视感这玩意怎么不到十秒钟我就看出好多挪用过来的东西?,0.0,138
很休闲的玩家,1416,刺客就连爬墙这么一个动作他从大革命开始就一直重新做，怎么到圆神这边他就动作很难创新了这怎么回事?你和我讲讲?,0.0,54
很休闲的玩家,1416,我怎么玩合金装备崛起鬼泣5忍者龙剑传刺客信条尼尔机械姬元他们的动作怎么完全看不出来有任何像的地方啊?这怎么回事，你疯了还是我疯了?,0.0,65
剪不动了,171,  快看良心公司 让我们可以卖掉ns,0.0,18
浴沝木08144,1954,笑啦,0.0,2
君勿笑775,2273,因为口嗨不用成本，网络正义不用负责,0.0,17
君勿笑775,2273,pc能和ps4通通就行了，手机和桌面平台还是算了吧,0.0,25
冷月ssrm,1976,。。。跑跑卡丁车也是抄的所以。。。哈哈哈哈哈哈哈,0.0,24
冷月ssrm,1976,谁跟你原神是同类作品了？？配吗？？,0.0,17
张朝阳32208,1886,想要个ns,0.0,5
warclen,214,抽ns+塞尔达·旷野之息吧,0.0,13
为你守候53017,2312,原神我认为是我们中国游戏的一大突破吧，不应该叫抄袭，以前崩坏三也被指责抄袭，可现在呢？我们应该鼓励这种借鉴，我喜欢这种清新自然的画风，我也是崩坏三的元老级玩家了，希望米哈游这款游戏能让我们眼前一亮，谢谢！[太开心][太开心],0.0,112
Oscar33whh,2430,我讨厌原神不是因为塞尔达怎么怎么牛逼，我真的对米哈呦期待太高了，当时索尼发推说米哈呦的游戏要登入ps4我高兴坏了，跟边上的朋友说“米哈呦这次真的牛逼，真的长脸，业界良心！”但是最后看到一个这样的游戏，我觉得实在是太失望了，米哈呦有能力做好游戏，有能力创新，但是他们没有,0.0,134
jkdkdndmy,2540,哈哈，广西狗＋鸡杂，还有什么好说的[哈哈],0.0,21
jkdkdndmy,2540,笑了，米孝子[哈哈],0.0,10
Mt摸鱼好了,1895,我支持你，说到抄袭腾讯算是元老了，我刚刚看了一下评论真的是没眼看，我还看见一条很可笑的评论把腾讯和网易说的很好然后用很恶毒的话说这款游戏，就算抄了原神起码还有自己的原创，像腾讯那种彻彻底底的抄袭怎么说？一直换皮骗氪中国游戏还有未来？,0.0,116
惜取少年时66074,2659,好像是派蒙 公众号里有,0.0,11
笑顔70794,2753,喷你爹呢喷，就不能带点脑子吗？[doge][doge]  圣经复刻,0.0,33
舒大帅好吧_427,721,大佬说的对呀！带带我，有钱一起赚好不咯？[doge],0.0,26
舒大帅好吧_427,721,我站龙族幻想，米哈游太过分了仗着自己财大气粗公然欺负腾讯,0.0,28
舒大帅好吧_427,721,没错腾讯才是最香的！然后呢？,0.0,14
舒大帅好吧_427,721,说得好！我完全赞同！！大佬有钱一起赚啊？,0.0,20
舒大帅好吧_427,721,原神牛逼！我永远挺米哈游！！！,0.0,15
舒大帅好吧_427,721,你傻呀，tx没给过他们周边零食。可是人家给了钱了啊！！哪像我们一个个被米哈游的零食打动被崩崩崩的剧情搞的眼泪哇哇的，啥都没有跑到这边来支持原神，我特么不管了，我就是喜欢米哈游，你们来骂我呀！！！,0.0,97
工乀丂,2302,嗯？您就是最差的素质，最没脑子的憨憨？,0.0,19
工乀丂,2302,UI一样？我觉得你是瞎了,0.0,12
白15575,2763,真的弱智我的天,0.0,7
哦啊衣喔了_656,209,最纯粹的嘴臭，最极致的享受[给力],0.0,17
哦啊衣喔了_656,209,你就是世界第一键盘游戏制作带师？属实[给力],0.0,22
哦啊衣喔了_656,209,不回去看看令堂沾没沾锅吗[嘻嘻],0.0,16
瑹龍芸影,2186,你叫你妈呢叫,0.0,6
瑹龍芸影,2186,给力嗷，铁汁,0.0,6
aliez60529,2766,原神确实有抄的地方没得洗。但我认为这没必要过分批评。qq，微博。。还有中国近来很多科技都是靠抄起家的。那些坚持完全原创的，真是站着说话不腰疼，张口就来。,0.0,76
流云心Aurora,1455,米胃病宁来了,0.0,6
流云心Aurora,1455,难就可以抄了？？？,0.0,9
若如初见29626,2509,抄什么了，难道攀爬要倒着爬，游泳要蛙泳，飞行要国产武侠？这就是抄袭了吗？,0.0,36
你好陈博,2801,啊，我是来考古的，但是看到你这条信息的话我建议你删了[doge][doge][doge],0.0,44
德莉莎我脑婆,1690,优秀,0.0,2
禁止蓝化,753,这个想法好哈哈哈哈哈,0.0,10
丶北橘南枳,1585,作为一个几乎美术实力几乎是国产手游顶尖的公司，做出这种事情，我是打心里看不起你们。我为我曾经粉过你们公司感到耻辱！,0.0,57
D0uble_CheeseBurger,362,哦，pv是不好说，那现在来看看演示嗷,0.0,18
D0uble_CheeseBurger,362,废渣照搬gt？你玩过这两个游戏吗，就因为都是赛车游戏？,0.0,27
夜午路乙,1621,没眼瞎都能看出来 只能这么说了 因为永远叫不醒装睡的人 这都不算pv抄袭还有什么算的呢,0.0,43
夏夜的物语,1514,合着中国游戏厂商只需要吧别国的大作套个美少女皮就能有一大堆人舔了？中国人不配玩好游戏，成了，就这还有脸上ps4啊,0.0,56
獅Yue,2791,扫墓[可爱],0.0,6
L_Wanna,1408,这pv完全能和塞尔达视频做个pv对比了[允悲][允悲][允悲],0.0,31
L_Wanna,1408,您玩过塞尔达吗,0.0,7
水中焰火hdjdh,2299,其实很多人都灰心得很不再抱期待不会再看国产一眼了。,0.0,25
宇宙无敌天下第一的帅狗,2046,ns卖了的我圆梦了。,0.0,10
