F_UserName,User_nIdx,F_Comment,Label,TextLen
真呼名子,368,就冲这头衔！ 这游戏我买了。,1.0,14
真呼名子,368,[大拇指],1.0,5
真呼名子,368,老任有回应了吗？,1.0,8
玄幻天米,2493,KO,1.0,2
释王权,2353,我不想说什么，我有ns，如果是老任，se和玩家，怼原神的我觉得没什么，毕竟国产手游已经见惯了，但是腾讯，网易怼nm呢，五十步笑百步，骂别人，撒泡尿照照自己，一副德行，王者抄风暴技能，王牌战士不说了，网易还好一点一点点，有一些作品，腾讯你先好好发展你的next工作室吧,1.0,133
6大文豪6,2416,时间会证明一切。米哈游，我期待着。,1.0,17
万里的追寻者41043,2594,啥时候公测啊[允悲],1.0,10
万里的追寻者41043,2594,真是太黑暗了啊[笑而不语],1.0,13
万里的追寻者41043,2594,都是ns的游戏确实可以有啊[doge],1.0,19
万里的追寻者41043,2594,都三个月过去了，竟然还有还有这种人，真是吃饱了撑着没事做。[吐],1.0,32
万里的追寻者41043,2594,抱歉，因为这事我对原神非常非常看好，真的，原神很可能改变国产游戏换皮的坏风气!,1.0,39
万里的追寻者41043,2594,终于碰见正常人了啊[允悲],1.0,13
万里的追寻者41043,2594,我也不知道,1.0,5
万里的追寻者41043,2594,凉?你真的想多了，现在原神热度不是一般的高[笑cry],1.0,27
万里的追寻者41043,2594,时间会证明一切，到时候等公测在看看实际情况。,1.0,22
万里的追寻者41043,2594,希望您别听风就是雨,1.0,9
万里的追寻者41043,2594,抄不抄袭不是一位微博博主写篇文章把自己主观感受写上去就能认定是抄袭的，到现在为止没有任何证据能石锤抄袭，只有那些人口嗨罢了。,1.0,62
万里的追寻者41043,2594,还没公测就说垃圾?[挖鼻],1.0,13
万里的追寻者41043,2594,你要是支持那个砸ps4丟人丟到外国去的人的话，那我也没法说什么了。,1.0,33
万里的追寻者41043,2594,拜托，抄袭这事情到现在你还不知道是假的吗。。。如果真的你觉得原神能活到现在，任天堂能不去告?都已经过去两个月了啊老哥。,1.0,59
万里的追寻者41043,2594,抄袭现在已经被否定了，别谁便更风行吗[黑线],1.0,22
万里的追寻者41043,2594,毕竟现在明理的人都知道原神并没有抄袭,1.0,18
万里的追寻者41043,2594,你去看看原神游戏评分已经从原来的四分涨到六分了，评分一星和五星五五开[笑而不语][笑cry],1.0,46
万里的追寻者41043,2594,而且自从tx自爆后好多人开始看清形式了,1.0,19
万里的追寻者41043,2594,现在也就微博这边惨了，其他地方形式开始逆转了[笑而不语],1.0,28
万里的追寻者41043,2594,难得一见,1.0,4
万里的追寻者41043,2594,虚的话，索尼能把原神放c位,1.0,13
万里的追寻者41043,2594,抽个奖吧，评论区看不下去了,1.0,13
万里的追寻者41043,2594,复制粘贴?,1.0,5
万里的追寻者41043,2594,地图炮开的真爽啊你,1.0,9
万里的追寻者41043,2594,到底谁的名声变臭，现在还不知道呢[笑而不语],1.0,22
万里的追寻者41043,2594,国外一堆人等着玩呢,1.0,9
万里的追寻者41043,2594,有创新的,1.0,4
万里的追寻者41043,2594,如果原神是癌症，那国产游戏就完了,1.0,16
万里的追寻者41043,2594,节奏别带了,1.0,5
万里的追寻者41043,2594,看pv看不出什么，要等公测，喷也得游戏出来了在喷啊[笑而不语],1.0,31
万里的追寻者41043,2594,还既视感吗？,1.0,6
万里的追寻者41043,2594,坐等公测打脸[笑而不语],1.0,12
Pixel76,215,官方给我硬起来，这帮赛吹也是够了，好好看看著作权法什么算是抄袭。,1.0,32
暮小翊,853,无脑洗的人蠢，无脑黑带节奏的人坏，无脑跟风黑的人又蠢又坏。,1.0,29
灰燕l,1805,哇看到之后吓得我直接卸载了崩坏二和崩坏三，到了能不能退钱啊，算了卖号吧[二哈][二哈],1.0,43
鹤唳MOE,2756,看了几个试玩的实况，感觉还可以，期待,1.0,18
康师傅养生面,2487,太黑暗了，愿光明指引我们~故  我在,1.0,18
三分钟的Alence,1857,ios哪里下载啊,1.0,8
灵华之城,1819,我想知道有没有人就中国游戏公司和日本游戏公司，两个国家的角度来评论这个问题的，平时抵制日本这个抵制日本呢个现在又反过来帮日本打到中国公司，是不是不爱国的亲日表现[二哈][二哈][二哈]咋样，这个帽子扣的可以吧。,1.0,105
灵华之城,1819,这难道不是国产游戏的一道光吗？,1.0,15
小叻ROKA,451,  ,1.0,2
小叻ROKA,451,之前有关注过，这么快就出了,1.0,13
小叻ROKA,451,2333,1.0,4
拜拉席恩·橡木盾,2749,为什么不抽原神：旷野之息？,1.0,13
阿飘TinnedFish,433,终于可以在ps4 上玩到塞尔达了！[doge],1.0,23
Aiuo2018,2418,死宅的钱真好赚～,1.0,8
安洁与庞,2012,这里也有鹅厂水军？,1.0,9
飞翔湖南人,2059,[吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐][吐],1.0,120
飞翔湖南人,2059,“在野外战斗成功清理掉营地敌人之后，游戏还会给一个营地箱子解锁的特写”看了实况，这他妈的一模一样啊，其他一样的就不提了！简直恶心！本来我以为你就PV碰瓷呢，你们准备整个游戏都碰瓷塞尔达传说是吗？亏得我还帮你们说好话！你们好歹留点自己的东西在自己的游戏里面吧！哪怕一点呢！,1.0,135
焦糖红辣椒,1492,借鉴也借鉴不到点子上，拿过来给塞一堆花里胡哨既视感爆表的烂街角色一点新意都没有。,1.0,40
焦糖红辣椒,1492,场面弄这么大一点都不嫌丢人么[费解],1.0,18
焦糖红辣椒,1492,花Q[doge],1.0,8
尅埜,1407,我真是够了，我发现我玩的ns游戏塞尔达传说和这个游戏好像。我怎么玩一个日本山寨游戏？虽然有的人说什么滑翔，游泳，攀爬只允许你原神有？射个箭我就抄你原神了？场景看起来像？只允许你原神有草地？这群洗地的真可恶，抄了就是抄了，国产游戏之光，不容你这山寨垃圾玷污！我再也不玩塞尔达了,1.0,137
尅埜,1407,有专家说了，ui那个不算抄。就算你看起来原神那个料理的界面就像个山寨版的那也不是抄，就这样设计的。[笑而不语]换个说法吧，借鉴。好听一点，,1.0,69
虚空冲锋,2286,抄袭自重嗷,1.0,5
TaTaG,162,唉。,1.0,2
unadertale,1521,这游戏除了安全裤是原创的哪里不是抄[太开心][太开心],1.0,27
海盐芝仕,2656,什么时候公测啊,1.0,7
现世劫,1463,看到微博一个老哥说：寨尔达,1.0,13
TowerNeya,1758,搞快点，我管你抄没抄，给爷整快点，爷要玩,1.0,20
我门牙碎了,467,哈哈哈 呕[嘻嘻],1.0,9
创世界AP57017,2506,别问，问就黑暗,1.0,7
创世界AP57017,2506,各位版权卫士在吗？去吧，记得告诉我结果。提醒一下，举报是要实名制的，如果有虚报，是要付法律责任的。加油,1.0,51
ps4apex英雄代练,2121,不买就是了 全都不买看看哪个憨憨买这个[嘻嘻],1.0,23
简单复杂否,328,不要脸！！！！,1.0,7
何其坪,350,醒你妈啊！我林克不睡觉吗？,1.0,13
何其坪,350,哇，塞尔达续作出来了？牛逼呀！！！,1.0,17
杉吾史吾,1171,太恶心人了,1.0,5
杉吾史吾,1171,脏东西,1.0,3
一个满格的wifi,1851,永远不要理会谣言与重伤,1.0,11
惊讶ghia,1081,图片评论,1.0,4
成承承承承承承承,1299,米卫兵上线[doge]期待无能狂吼[污][污],1.0,23
东南亚大马猴子,604,呸,1.0,1
白圭君,329,图片评论,1.0,4
兔兔谈谈,2169,除了口嗨，你们还能干什么[挖鼻],1.0,16
兔兔谈谈,2169,一个7年的游戏公司，下面这些说的我[偷笑],1.0,21
兔兔谈谈,2169,真觉得你们烦了,1.0,7
兔兔谈谈,2169,pv碰瓷是b站传出来的,1.0,11
兔兔谈谈,2169, ,1.0,1
阴气阴湿阴险少女,2619,你马没了,1.0,4
谜样神君,966,美术风格...还有战斗画面...真的...巨像塞尔达...结合另一部手游看，米哈游同时面对两个争议问题：1.一致的游戏模式改写剧本和美术风格算不算抄袭；2.一致的美术风格改写剧本和部分游戏模式算不算抄袭,1.0,101
魔化铭文Tisiphone,522,你就告诉我  会不会有氪金系统！,1.0,16
NOBO哒,774,恶心，恶心啊，恶心死了，恶心！,1.0,15
--领衔主演--,65,居然没有《异度神剑》的影子，莫非奶刃团不配被模仿？？？差评,1.0,29
想变白的天长,648,到底是给索尼塞了多少红包。。,1.0,14
刘贝贝er,1240,丢中国人的脸,1.0,6
静谧西林,293,祝原神暴死[鼓掌],1.0,9
Airshuaishuai,265,蠢,1.0,1
仮面ZORO,1436,别把这种烂作跟塞尔达相提并论，抄都抄差原作十万八千里,1.0,26
彼方桑-k,1198,米哈游真特么有你的[吐][吐],1.0,15
阿桑奇求武器,2336,给我台ns？,1.0,6
Mountain-E,317,乔碧罗请求代言,1.0,7
无语PK,157,这草地……这气流……这他妈,1.0,13
采蘑菇的我是谁1234,2021,上ps4了，加油，把号翻出来了，就为了挺你,1.0,21
银羽是画渣,1107,真建议在公测前可以多加点原创内容，改掉一些特效的表现，希望公测的时候给一种换了游戏的感觉，被骂了那么久，做人还是要有点骨气。不要厚着脸皮装死一直到公测。,1.0,76
库-丘林_Alter,1319,所以说有没有去烧米哈游的 搞快点,1.0,16
忘掉梦想的愚蠢地球人,326,日常一问，你令天还没垮吗？抄袭狗～[太开心][太开心],1.0,27
宋氏夜型鱼,1711,苹果和Windows系统都是抄袭的施乐，说是照搬也不为过，求求你们别用Windows了好8,1.0,45
害怕眨眼睛,1610,怎么，国内盗版时代过去了，现在开始抄袭时代了吗？你们还想不想其他好游戏自带汉化了？任天堂当时因为什么退出国内市场的你们心里没点数？,1.0,65
M善泽吧,2157,不用挣了，出了之后，我们该玩还玩，只要不倒咱就玩呗。争来争去没意义，怎么，还非得让我们玩日本的，游戏？？还非得买什么ns？对对对，你们有钱。真的是，中国发什么，外国人称赞，却每次都是国内人在那里吵吵，说这不干，说那不好，也是醉了。,1.0,115
澜言heir,2484,真像塞尔达,1.0,5
风一样的小阿呆,1117,啥时候让我玩,1.0,6
风一样的小阿呆,1117,  我也想要激活码呜呜呜,1.0,12
黄金粉皮鼠,1936,投了多少钱 有没有花精力在做游戏啊  干嘛要抄袭啊，难道以后说中国游戏全靠抄吗,1.0,39
Silvercrown丶银冠,2267,正义的我不能坐视不管了.jpg,1.0,15
江户川帅毛,1680,麻烦回炉重做，中国开发组丢不起这个脸,1.0,18
北珂23333,2727,ps4呵呵,1.0,5
Fashion你们不懂,1961,PS4上玩旷野之息指日可待[允悲][允悲][允悲][允悲],1.0,29
社会军规二十三,111,该改的地方就该吧。别回头等东半球最强法务部的律师函上门就好玩了。你说例子……之前某只猫已经身体力行验证了。,1.0,53
麻吉麻-,1327,希望游戏暴死[污],1.0,9
想要一直开心真的是太难了,2184,在这随便喷，麻烦有的人别因为原神抄袭就跑到崩崩崩那无脑黑，恶心人,1.0,32
良友人_,1741,我对抄袭什么的并不在意，也不是什么游戏的脑残粉，游戏做好我玩好就行了，那些整天说抄袭怎么怎么样的出来后别玩啊，别真香啊[doge],1.0,65
爱童不泯,875,后续发展与非: 一，正式版和pv一样，那你们的策划执行团队也太该考虑下分类成什么垃圾的问题了，核心玩法可以借鉴，但你至少有自己的创意在里面，直接缝合怪可太优秀了！ 二，正式版和pv完全不是一款产品，那你们的公关推广团队也太粪了，靠恶心人来炒热度简直是下限。 两者都有？真特么可以呀米裁粪！,1.0,144
本同学不喝可乐,1186,脸呢,1.0,2
星殇不悔,2552,如果不是冒出来这么一款手游，我都不知道有塞尔达这另一款游戏，话说，你知道吗,1.0,37
米卫兵是脑瘫,628,米哈游是什么，米田共舔狗的化粪池[大便][大便][大便],1.0,28
米卫兵是脑瘫,628,米哈游米田共没毛病！,1.0,10
U1qui0rra,1846,国产游戏 玩你麻痹[嘻嘻],1.0,13
给贫道来碗酒,113,药店碧莲吧你们可,1.0,8
QWDFRE,1323,抽ps4啊？ 能不能把ps4换成ns？再加一张《塞尔达 旷野之息》的游戏卡 这样我就可以提前玩到你们呕心沥血制作的国产精品了,1.0,62
QWDFRE,1323,他们不是做到了 他们是抄到了,1.0,14
QWDFRE,1323,这可能是大部分人的想法[笑哭了],1.0,16
你怎么可以吃猪肉,2452,那些反问句问抄了什么的米卫兵，这游戏完美还原你妈出殡现场[嘻嘻] 懂？,1.0,35
你怎么可以吃猪肉,2452,还抄了尼尔谢谢,1.0,7
你怎么可以吃猪肉,2452,刚出价格为199谢谢，后面跳的412，这也是se被骂的原因,1.0,29
你怎么可以吃猪肉,2452,我宣布，本楼中里面的米卫兵明天在殡仪馆火化八折起[嘻嘻],1.0,28
你怎么可以吃猪肉,2452,哎呀，真是两头忙呢，一边忙着舔真主一边忙着和正常人对线，真是辛苦你了哦[太开心]。在此忠心祝愿你能大火洗地成功，届时大家会许愿你火化入土一条龙服务八折优惠。,1.0,78
你怎么可以吃猪肉,2452,围育救米过时了，你带便盖饭没得吃了[嘻嘻],1.0,21
_鄧建安,330,策划又出来送妈了,1.0,8
色图雷达启动,1460,居然没控评,1.0,5
Lawliet-罗莱特,701,在？缝合怪？百变怪？,1.0,10
Lawliet-罗莱特,701,耻辱,1.0,2
某某宇Lee,559,吃相真难看...但看起来好像还挺好玩的？[二哈],1.0,24
土澳涛,1941,醉了，辣鸡抄袭游戏，再好玩也不是你该赚的还是,1.0,22
真的拎不清,1282,不要逼脸……,1.0,6
lshnoodle,1191,不要13脸,1.0,5
老周叔叔啊,458,做原创很难，但这永远都不是抄袭的借口。,1.0,19
翔锅就是大象,16,新词，癌游,1.0,5
神探渣康,592,在中国许多圈子都有这种狗屎为苍蝇的效应 恶性循环 真他妈让我打心眼儿里恶心 不知廉耻 挑战道德底线 对得起自己中国的护照么？没骨气的东西  为了挣钱脸都不要,1.0,78
Y寻觅觅Y,566,在？送ns麼？,1.0,7
河馬BBQ,254,听到这原配就不想玩了,1.0,10
庭叔-JACK,421,你们米哈游只会拖累中国的游戏发展而已[摊手],1.0,22
阿B桑,655,？,1.0,1
Phobiaed,1398,多少大小？我怕我的ns带不动[可怜],1.0,18
庚酱好好吃,128,原神:绿帽之息[good],1.0,13
牛小洛nilo,212,好好看,1.0,3
哈库la马ta塔,768,垃圾，抄袭很赚钱？,1.0,9
LiJiaZheng0402,1950,抄袭抄得理直气壮 真的是佩服 当中国没人玩过塞尔达？,1.0,26
坏查理,2332,为何不送ns？,1.0,7
你滴兔爷,573,我们来比比谁的塞尔达做得好？,1.0,14
辉夜月luna,2726,：我国毕竟人口众多发展程度不均衡，所以粗制滥造的抄袭垃圾也有一堆人捧场，不奢求所有人都有版权意识都能舍得花两千玩旷野之息，只希望每个玩到这款游戏的人终有一天会明白，原神这种东西能端上我国的游戏台面是对每个游戏爱好者莫大的羞辱。（复制）,1.0,117
狐狐孤,842,看了封测视频，可玩性很高，基本可以媲美端游了，还是很期待，如果能活到公测，希望能有一个好的策划，不然玩家没把你骂死，就被自己人给玩死了[吃瓜],1.0,71
thetimeofrun,2080,为什么ios搜不到原神？,1.0,12
吃火锅先点蛋炒饭,1010,17秒一瞬间眼泪迸发了出来，这不是哈特诺村?我曾经砍树，找名字里有达的人，跟小孩子玩，一点一滴的有了自己的家，有了一始村，看着樱达结婚。你tm说抄就抄?要脸吗?,1.0,80
一口团子st,2127,我想说一句，希望手游安卓版加上手柄玩法，连接手柄的时候隐藏掉画面中的轮盘还有技能图标这样能开放视野画面也会简洁好看，望采纳[双手合十],1.0,67
Gerard-Way,779,抄的爽吗 哈批东西,1.0,9
zx小堕,14,如果原神能火，能挣钱，那么中国游戏业就真的被毁了，你们背的起这个锅吗？,1.0,35
寒凉夜梦,2539,我就想说一下，我不是针对什么，英雄联盟抄袭dota2你们不也照样玩，腾讯QQ抄袭ICQ你们不也照样用，cf抄袭cs不也照样玩吗，不说游戏就你们熟知的tfboys的音乐不也抄袭吗【信仰之名抄袭炮姐主题曲】，再或者从国家的角度，辽宁舰歼20不都是这样来的吗，你们喷有什么用。,1.0,135
restaurant张,1649,真的丢中国人的脸,1.0,8
爱TM谁谁威震天,896,我TM花钱体验了塞尔达我就是有权利喷你们这群米卫兵…是谁给了你们错觉你们能白嫖了…而且还嫖的天经地义理直气壮的…,1.0,56
爱TM谁谁威震天,896,我在看直播时我是真心想给米哈游洗的…但是我把ns摆在手机旁边比着旷野之息和原神…这场景…这模型…这UI…绝了…最可怕的是居然还有人给洗…我就没想明白国内的游戏圈子不是谁花钱多谁就是爸爸么…老子自己赚钱买ns玩旷野之息就是感觉被原神冒犯了我就得忍着？况且我还是个蹦蹦蹦的玩家…不说了卸载了,1.0,143
歯車Haguruma,2051,作为崩坏二开始玩到崩坏三曾经米哈游的粉丝，一直期待着米哈游的新游戏，认为米哈游不会干抄袭这一手，大伟懂人心，可以做出原创的好游戏，期待崩坏4结果原神出了看pv着实吓了一跳，但心理还是多少抱着点希望，米哈游只是抄袭了丢丢，至少神庙系统不会抄吧！（疯狂心里洗白）但是实在是太失望了转黑粉,1.0,141
狍小坑的是我,1242,吃相太难看了[嘻嘻],1.0,10
是草草鸭ya,2632,米裁缝,1.0,3
YXH咸鱼,1793,垃圾游戏。。,1.0,6
cryyin残吟,1803,建议角色直接用米老鼠嗷[憧憬][憧憬][憧憬],1.0,23
七号大狼狗,1354,真他妈悲哀。美术，特效，互动都能做出来了。还尼玛要抄袭。原创尼玛个币了。。。套个剧情就是原？,1.0,46
扶桑桑树,824,图片评论,1.0,4
艾茵哈特·斯崔特斯,756,你有能耐怎么不抽ns呢wwwww,1.0,16
PlagueXXX,1340,激活码好贵啊买不起啊[二哈],1.0,14
无情大手子,151,恶心,1.0,2
小创30,2676,等你公测~白嫖到关服[doge],1.0,16
我产品是最好的,1788,啊啊啊啊啊啊啊啊,1.0,8
雾天购雾,792,无耻的抄袭人,1.0,6
话很多的AV男优,2092,你怎么不抽ns,1.0,7
独行白夜,1738,真的不要脸啊米哈游,1.0,9
独行白夜,1738,要脸吗,1.0,3
东木火火火火,126,怎么不送人ns玩塞尔达？？？真有脸,1.0,17
三壹喵,1304,什么时候公测嗷好想玩[嘻嘻],1.0,14
博熊人工肝,1730,在？为什么不送ns，你们创作的热情呢,1.0,18
NickHoward,139,觉得抄不抄袭无所谓的，当你心爱的游戏被其他游戏借鉴是值得骄傲的事情，但是改都不改就拿过来用，是很不要脸的好吗！  [顶]  就像是王者荣耀一样，不过tx有本事把拳头公司买下来，抄也是抄自己的、那么贵司呢？,1.0,102
Super鱼香肉丝盖饭,1718,恶心,1.0,2
SA口吐芬芳,437,还 原神 作？米哈游这种必死钱都恰？,1.0,18
Freebee_发粪涂墙,238,还原神作：旷野之息,1.0,9
嘬一口南瓜粥,2400,换位思考，如果这次是tx，那么就不会有那么多争论，都会一致说tx抄袭tx恶心，所以你们可以想象成是tx做的游戏，这样不就握手言和了，反正tx一直都是骂过来的，你们咋说我都无所谓反正我是复制的[二哈],1.0,99
嘬一口南瓜粥,2400,原神看起来不错=米卫兵=脑残=啥也没玩过的工地搬砖的我叼你妈的[拜拜],1.0,35
D胡多多D,58,抄得还是有点水平的,1.0,9
vegetaaaaaa_,386,狗b抄袭米哈游，球球你赶紧暴死,1.0,15
不瞎折腾不舒服斯基,81,  这家公司无耻抄袭塞尔达，快来管管。不要让这种垃圾公司糟蹋任天堂的创意和产品,1.0,39
不瞎折腾不舒服斯基,81,垃圾公司，抄袭的爽吗？！,1.0,12
米斯特旺旺,274,这。。。好熟悉的海拉鲁大陆啊[允悲],1.0,18
打喷嚏的鱼丸,208,我觉得挺好的呀,1.0,7
Arc-311,874,你们真要点脸就去申请一个不要脸的微博认证呗。,1.0,22
SUZA陵光,862,恶臭,1.0,2
狗泽kozec,1231,感谢米哈游坚定了我买个ns的决心，哪怕是疼逊代理的[嘻嘻],1.0,29
物雾子,2717,来噻，说只有pv像的出来再洗呗[喵喵][喵喵][喵喵],1.0,27
物雾子,2717,噢，看看我找到了什么，一个野生的塞尔达官方！,1.0,22
在逃叉烧,2565,缝合怪。,1.0,4
牧雨童,27,简直就是耻辱,1.0,6
yuradesu,1707,图片评论,1.0,4
yuradesu,1707,在?会抄就多抄点?,1.0,9
yuradesu,1707,你又懂了?任天堂是你家开的?,1.0,14
yuradesu,1707,不是，你连游戏都没玩过有什么资格判断原神抄没抄袭?凭米哈游给的钱?真nm章口就来呗就,1.0,42
yuradesu,1707,玩过原作嘛臭弟弟?没玩过在这里评头论足你妈 呢，还有，只有索狗才配喊任豚，你们米兵卫不配[微笑],1.0,48
不念过去丿不惧将来,1810,跟风黑的喷子，冲着si比吵架来的喷子挺多的，搞得我这个正经喷的都不知道该干嘛了。。。无脑护和跟风黑还有单纯来吵架的混淆了大部分人的视线。而这次就是米哈游的错，原神的错，地图炮的请自重。,1.0,92
刘森1314,955,看了演示画面真的感觉质量很高，业界良心！是不是抄袭懂得自然懂，不懂的怎么说都没用！我是一定会去玩的！,1.0,50
Style丶逐风,1052,米哈游BISS,1.0,7
TR天雷,1767,还原神作，嗯，没毛病。为了钱而战，良心也可以不要,1.0,24
白羊莮,2533,我想要测试资格,1.0,7
红豆派好吃嘛,967,烂泥扶不上墙,1.0,6
Stone32-,719,明明有技术 就不能动动脑子不让人看出抄袭吗,1.0,21
本凯西C,352,中国游戏的又一羞耻作,1.0,10
胖次三,388,這不是抄襲，這是粘貼複製！,1.0,13
柳树恒,992,太不要脸了 抄袭成这样 你妈必死,1.0,16
U-N-1,2166,真的东拼西凑，真的有脸了？米哈游就这尿性吗？研发一款新游戏也不能完全借鉴啊～我是看不出除了像塞尔达之外的其他亮点，全部都是参考过来的东西混在一起！除了美术能拿的出手，真的都糟透了，不伦不类！令人反感～厌恶～,1.0,103
U-N-1,2166,恰烂钱！！！,1.0,6
Dirk-诺维茨基,213,我觉得可以抽塞尔达[哈哈],1.0,13
年轻人别一言不合就立flag,1562,我很喜欢你们的游戏 希望你们不要被喷子喷灭了只做游戏的热情 树大招风 希望你们可以多去看一些支持你们的评论 不要被那些喷子阻碍了自己的思想,1.0,69
不谢的枫,1635,开放世界在gta上古卷轴以及更早的游戏就有了，这只是创意玩法，就是CS类型的第一视角射击都算是玩法，是不可能保护的，但是游戏的地图模型美术音乐特效动作等等直接面对玩家的表达方式，这是需要真正保护的东西，因此我们一眼看出原神抄袭，就是因为它直接在表达方式上借鉴，这就是知识产权上的抄袭,1.0,141
_肉山小魔王-此号已废,156, ,1.0,1
_肉山小魔王-此号已废,156,没点脸的？？？？,1.0,8
魔幻星球人,2419,一等奖咋不送ns呢,1.0,9
okabun_,1501,米哈批,1.0,3
R4014N,1234,抄就完事了嗷[给力][给力],1.0,14
天勒个宇,130,好自为之,1.0,4
坑有脑子,83,哈哈哈哈，完了，买了旷野之息却吃灰的我，甚至有点想玩这个_(:з」∠)_,1.0,36
我当然想你啊,1394,塞尔达新mod？,1.0,8
890鱼,871,得，接下来又是一波，塞尔达抄袭原神的人,1.0,19
XIE_______,561,不应该抽一台ns？？[费解],1.0,14
原来是江哥啊,1545,垃圾游戏无脑抄袭,1.0,8
dang033,1454,[吃瓜]说没抄的仔细想想为什么二次元妹子要设计成那种尴尬的爬墙姿势和奇怪的滑翔翼？美少女不应该优雅一点吗？做个蹬墙跳也比爬墙姿势优雅吧？这明显就是直接拿别的游戏元素又没有经过大脑的抄袭。让人有抄袭的既视感也正是来源于这些违和感十足的元素。,1.0,119
MoussZ,1577,第一怎么不送ns呢？,1.0,10
轰隆隆的乌云啊,2314,唉  抄别的就算了  干嘛抄龙之谷  老玩家心都碎了   唉  唉  唉    难受,1.0,42
轰隆隆的乌云啊,2314,哈哈哈  是大部分技能动作和光效都照抄龙之谷了,1.0,23
丹丶墨,1586,丢人现眼啊,1.0,5
你这么没种怎么做我的二当家,256,我不服 奖品居然没有ns,1.0,12
--赛勒斯--,905,丢脸,1.0,2
陪苏老师度过漫长岁月,515,和着我ns白买了？,1.0,9
风尘噗噗啊,1744,几乎就是塞尔达既视感,1.0,10
吃布洛芬挨打,1362,这是我第一次迫切希望外国公司把中国公司告上法庭，然后赔个倾家荡产[微笑][微笑],1.0,40
J_Ukiyo,64,做这个游戏的你们死过妈了？,1.0,13
-Jh_Y,257,请求世界第一法务部出动。,1.0,12
戏生人主,1324,国外玩家看的只是pv ，不说期待，说你婊子妈的狗头？现在测试出来了，不是复制粘贴的产物？,1.0,44
LucidRoyd,1952,嘛，烂钱要恰的，认真干活是不可能的。毕竟用屁股做出来的东西能赚钱，谁还会用脑子去做呢？劣币驱逐良币的悲哀，建议米卫兵加大力度，抄就完事了。,1.0,69
林克林,2379,kao，我论文第一次查重率都没有愿神高,1.0,19
